procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 12957880  97004 2572856    0    0    10    83  313  105 13  2 85  0  0 2026-09-22 10:52:29
 0  0      0 12937020  97004 2570188    0    0     0     0 2709 2692  2  1 96  0  0 2026-09-22 10:52:30
 0  0      0 12936544  97004 2570196    0    0     0     0   95   83  0  0 100  0  0 2026-09-22 10:52:31
 0  0      0 12936544  97004 2570196    0    0     0    16   33   38  0  0 100  0  0 2026-09-22 10:52:32
 0  0      0 12932540  97004 2570196    0    0     0     0 2225 2978  1  0 99  0  0 2026-09-22 10:52:33
 0  0      0 12932288  97004 2570196    0    0     0  1664  406  445  0  0 100  0  0 2026-09-22 10:52:34
 0  0      0 12930272  97004 2570196    0    0     0     4 1223 1751  0  0 100  0  0 2026-09-22 10:52:35
 0  0      0 12930272  97004 2570196    0    0     0     8   51   30  0  0 100  0  0 2026-09-22 10:52:36
 0  0      0 12930272  97004 2570196    0    0     0     0  324  433  0  0 100  0  0 2026-09-22 10:52:37
 8  0      0 12859088  97004 2570172    0    0     0     0 74352 67954 42  7 50  0  0 2026-09-22 10:52:38
 8  0      0 12820828  97004 2570120    0    0     0    44 82616 70851 53  8 39  0  0 2026-09-22 10:52:39
 3  0      0 12789292  97004 2570240    0    0     0     0 82044 70928 54  8 38  0  0 2026-09-22 10:52:40
 2  0      0 12743796  97004 2570616    0    0     0     4 81912 69001 53  8 38  0  0 2026-09-22 10:52:41
 6  0      0 12711684  97004 2571040    0    0     0     0 82248 69993 56  8 37  0  0 2026-09-22 10:52:42
 8  0      0 12669356  97004 2571316    0    0     0   128 84393 71548 54  8 38  0  0 2026-09-22 10:52:43
 8  0      0 12645220  97004 2571532    0    0     0    28 86479 70838 55  9 36  0  0 2026-09-22 10:52:44
 2  0      0 12634804  97004 2571652    0    0     0     0 82504 69429 55  9 36  0  0 2026-09-22 10:52:45
 4  0      0 12615332  97004 2571860    0    0     0     0 81592 68299 55  8 36  0  0 2026-09-22 10:52:46
 3  0      0 12604808  97004 2572008    0    0     0     4 83350 74848 50  9 41  0  0 2026-09-22 10:52:47
 3  0      0 12584004  97004 2572192    0    0     0   132 81174 69909 54  8 39  0  0 2026-09-22 10:52:48
 5  0      0 12562008  97004 2572320    0    0     0    28 83750 70041 55  8 37  0  0 2026-09-22 10:52:49
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 8  0      0 12537960  97004 2572452    0    0     0     0 85574 70148 55  8 37  0  0 2026-09-22 10:52:50
 4  0      0 12525920  97004 2572648    0    0     0     0 80898 64374 56  9 35  0  0 2026-09-22 10:52:51
 2  0      0 12511864  97004 2572872    0    0     0     0 82853 70032 54  8 38  0  0 2026-09-22 10:52:52
 3  0      0 12481600  97004 2573048    0    0     0   236 83012 67732 55  9 36  0  0 2026-09-22 10:52:53
 8  0      0 12478744  97004 2573236    0    0     0    28 82131 71772 53  7 40  0  0 2026-09-22 10:52:54
 8  0      0 12452344  97004 2573488    0    0     0     0 83477 68618 57  7 36  0  0 2026-09-22 10:52:55
 5  0      0 12443544  97004 2573580    0    0     0     0 83283 71612 54  7 39  0  0 2026-09-22 10:52:56
 2  0      0 12411108  97004 2573724    0    0     0     0 78304 59944 60  7 33  0  0 2026-09-22 10:52:57
 2  0      0 12401068  97004 2573836    0    0     0   360 71656 55223 58  8 35  0  0 2026-09-22 10:52:58
 6  0      0 12396532  97004 2573912    0    0     0    28 78435 63964 58  9 33  0  0 2026-09-22 10:52:59
 4  0      0 12396536  97004 2574120    0    0     0     0 83608 73639 51  9 40  0  0 2026-09-22 10:53:00
 7  0      0 12394080  97004 2574272    0    0     0     0 75905 61724 57  8 35  0  0 2026-09-22 10:53:01
 8  0      0 12383020  97004 2574388    0    0     0     0 76137 62891 56  9 35  0  0 2026-09-22 10:53:02
 2  0      0 12371456  97004 2574564    0    0     0     4 80825 67964 56  8 36  0  0 2026-09-22 10:53:03
 4  0      0 12365016  97004 2574712    0    0     0    40 78175 62707 60  8 32  0  0 2026-09-22 10:53:04
 8  0      0 12358920  97004 2574812    0    0     0    76 82346 70288 54  9 37  0  0 2026-09-22 10:53:05
 3  0      0 12341360  97004 2574960    0    0     0     0 78959 64236 58  8 34  0  0 2026-09-22 10:53:06
 8  0      0 12337972  97004 2575072    0    0     0   196 76375 59568 61  8 31  0  0 2026-09-22 10:53:07
 3  0      0 12332708  97004 2575288    0    0     0   672 83298 69304 56  9 35  0  0 2026-09-22 10:53:08
 2  0      0 12330552  97004 2575392    0    0     0    36 78926 63037 61  8 31  0  0 2026-09-22 10:53:09
 8  0      0 12320220  97004 2575568    0    0     0     0 74576 56076 62  7 30  0  0 2026-09-22 10:53:10
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 8  0      0 12312464  97004 2575676    0    0     0     4 79597 66205 58  8 34  0  0 2026-09-22 10:53:11
 7  0      0 12311236  97004 2575744    0    0     0     0 79586 61232 65 10 25  0  0 2026-09-22 10:53:12
 4  0      0 12282508  97004 2575824    0    0     0     0 74791 50399 71  8 21  0  0 2026-09-22 10:53:13
 6  0      0 12281500  97008 2575896    0    0     0    16 74715 53865 68  9 23  0  0 2026-09-22 10:53:14
 8  0      0 12281284  97008 2575964    0    0     0     0 77386 58404 69  7 24  0  0 2026-09-22 10:53:15
 7  0      0 12280276  97008 2576044    0    0     0     0 77092 57390 68  8 24  0  0 2026-09-22 10:53:16
 8  0      0 12279308  97008 2576120    0    0     0     4 81027 64308 63  9 28  0  0 2026-09-22 10:53:17
 6  0      0 12271496  97008 2576192    0    0     0     0 74871 54312 69  8 22  0  0 2026-09-22 10:53:18
 4  0      0 12271244  97016 2576268    0    0     0    16 77834 60012 67  9 25  0  0 2026-09-22 10:53:19
