procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2314520  66180 603680    0    0   300  1385 5984 5294 23  8 68  2  0 2026-09-22 10:52:29
 0  0      0 2314268  66180 603628    0    0     0     0  294  501  0  1 100  0  0 2026-09-22 10:52:30
 0  0      0 2314268  66696 604004    0    0    32  7284 3751 6761  6  1 70 22  0 2026-09-22 10:52:31
 0  1      0 2317292  67240 611148    0    0     0 22268 14635 21932 13  8 55 23  0 2026-09-22 10:52:32
 0  0      0 2284016  68088 621200    0    0     0 33260 4086 8842 17  2 51 29  0 2026-09-22 10:52:33
 0  0      0 2281628  68124 621340    0    0     0  9324 2378 2233  3  1 94  2  0 2026-09-22 10:52:34
 0  0      0 2281628  68136 621340    0    0     0  1124  346  609  0  0 100  1  0 2026-09-22 10:52:35
 0  0      0 2281628  68144 621352    0    0     0  1076  528  832  1  0 99  0  0 2026-09-22 10:52:36
 1  0      0 2281628  68316 621340    0    0     0  6768  773 1502  0  0 97  3  0 2026-09-22 10:52:37
 5  0      0 2279948  68408 622724    0    0     0  2056 14741 13716 18 11 70  2  0 2026-09-22 10:52:38
 4  0      0 2277180  68832 625892    0    0     0 10720 32462 30613 39 21 33  7  0 2026-09-22 10:52:39
 3  0      0 2275412  68920 629184    0    0     0  3160 34784 30555 49 18 30  2  0 2026-09-22 10:52:40
 7  1      0 2273152  69072 632272    0    0     0 17404 31481 28248 42 19 35  4  0 2026-09-22 10:52:41
 8  0      0 2271428  69120 635468    0    0     0  8056 32734 29804 43 20 36  2  0 2026-09-22 10:52:42
 9  0      0 2269024  69156 638704    0    0     0  1656 31541 29596 43 19 37  1  0 2026-09-22 10:52:43
 3  0      0 2265860  69172 642048    0    0     0  1536 34885 30708 45 21 33  1  0 2026-09-22 10:52:44
 4  0      0 2263848  69212 645480    0    0     0  1920 34161 31016 42 23 34  2  0 2026-09-22 10:52:45
 1  0      0 2261828  69236 648436    0    0     0  1592 30297 27925 34 22 43  1  0 2026-09-22 10:52:46
 2  0      0 2259612  69280 651612    0    0     0  9400 29987 28426 44 17 37  2  0 2026-09-22 10:52:47
 7  0      0 2257844  69304 654708    0    0     0 26408 31626 29479 40 21 38  1  0 2026-09-22 10:52:48
 4  0      0 2256092  69320 657900    0    0     0  3440 32410 28889 46 19 35  1  0 2026-09-22 10:52:49
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 9  0      0 2252816  69328 660944    0    0     0  2340 33763 28690 42 25 33  0  0 2026-09-22 10:52:50
 5  0      0 2249544  69348 663756    0    0     0  2304 29469 27427 39 19 41  0  0 2026-09-22 10:52:51
 7  0      0 2246268  69356 666668    0    0     0  2372 29762 27210 34 19 46  1  0 2026-09-22 10:52:52
 1  0      0 2243240  69360 669372    0    0     0  1152 31018 27087 40 16 43  1  0 2026-09-22 10:52:53
 4  0      0 2240216  69360 672040    0    0     0   948 30533 26950 42 18 40  0  1 2026-09-22 10:52:54
10  0      0 2236952  69364 674548    0    0     0   992 28409 25744 40 17 43  0  0 2026-09-22 10:52:55
12  0      0 2233508  69372 677088    0    0     0  1028 29824 25122 38 18 44  1  0 2026-09-22 10:52:56
 5  0      0 2230172  69376 679768    0    0     0   912 31987 27283 44 17 38  0  0 2026-09-22 10:52:57
15  0      0 2227648  69380 682144    0    0     0  1032 26651 24110 37 13 49  1  0 2026-09-22 10:52:58
 5  0      0 2224620  69380 684644    0    0     0  1120 29428 24938 37 15 47  0  0 2026-09-22 10:52:59
 3  0      0 2221852  69384 687256    0    0     0   988 30840 26149 40 16 43  1  0 2026-09-22 10:53:00
 1  0      0 2218324  69388 689692    0    0     0  1972 27659 24499 39 17 43  1  0 2026-09-22 10:53:01
 0  0      0 2216560  69396 691848    0    0     0  1000 24461 22047 36 14 50  0  0 2026-09-22 10:53:02
 3  0      0 2214040  69404 694056    0    0     0   916 27248 23015 33 18 48  0  0 2026-09-22 10:53:03
 0  0      0 2211520  69412 696420    0    0     0  1164 27724 23612 39 14 47  1  0 2026-09-22 10:53:04
 4  0      0 2209004  69432 698704    0    0     0  2432 26626 23325 33 16 50  1  0 2026-09-22 10:53:05
 6  0      0 2206564  69440 701028    0    0     0   620 27891 24274 40 14 46  1  0 2026-09-22 10:53:06
 6  0      0 2204076  69448 703256    0    0     0   896 27284 23355 36 15 48  1  0 2026-09-22 10:53:07
 3  0      0 2201060  69452 705696    0    0     0  9788 30586 24404 38 20 42  1  0 2026-09-22 10:53:08
 4  0      0 2198576  69456 708004    0    0     0   900 30347 24217 38 19 42  0  0 2026-09-22 10:53:09
 4  0      0 2196056  69464 710144    0    0     0   940 26694 23226 31 18 51  0  0 2026-09-22 10:53:10
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2193532  69484 712288    0    0     0   980 24629 22145 34 14 51  1  0 2026-09-22 10:53:11
 0  0      0 2191008  69492 714608    0    0     0  2228 32432 24810 45 20 35  0  0 2026-09-22 10:53:12
 3  0      0 2188240  69496 717120    0    0     0  1668 32773 24703 40 20 39  1  0 2026-09-22 10:53:13
 0  0      0 2185720  69508 719464    0    0     0  2184 31542 24938 41 18 40  1  0 2026-09-22 10:53:14
 1  0      0 2181868  69516 721856    0    0     0   732 31490 24160 40 20 39  1  0 2026-09-22 10:53:15
 3  0      0 2176236  69524 724192    0    0     0   872 33069 24949 42 18 39  1  1 2026-09-22 10:53:16
 4  0      0 2173204  69528 726716    0    0     0  1052 30405 25069 43 18 39  0  0 2026-09-22 10:53:17
 1  0      0 2169364  69536 729052    0    0     0   900 29476 24271 40 18 42  0  0 2026-09-22 10:53:18
 0  0      0 2166112  69576 731508    0    0     0 46088 32810 25164 42 23 34  1  0 2026-09-22 10:53:19
 1  0      0 2161104  69584 733908    0    0     0   668 31947 25256 46 17 37  1  0 2026-09-22 10:53:20
 0  0      0 2158336  69588 736176    0    0     0   852 33110 24389 43 19 38  1  0 2026-09-22 10:53:21
 0  0      0 2155188  69592 738600    0    0     0   872 32474 24496 44 19 37  1  0 2026-09-22 10:53:22
 2  0      0 2152416  69600 740880    0    0     0  7784 30628 24403 40 20 39  1  0 2026-09-22 10:53:23
 0  0      0 2149896  69608 743260    0    0     0   844 32455 23827 49 16 35  0  0 2026-09-22 10:53:24
 0  0      0 2146872  69616 745664    0    0     0   788 29600 24008 44 16 39  1  0 2026-09-22 10:53:25
 0  0      0 2143664  69628 747980    0    0     0  1164 32746 25051 41 21 37  1  0 2026-09-22 10:53:26
 1  0      0 2141396  69628 750172    0    0     0   572 29539 22826 44 17 39  0  0 2026-09-22 10:53:27
 2  0      0 2139128  69636 752220    0    0     0   828 27804 22334 38 19 43  0  0 2026-09-22 10:53:28
 3  0      0 2133448  69648 754596    0    0     0   852 30198 24426 43 17 40  1  0 2026-09-22 10:53:29
 3  0      0 2128240  69656 757016    0    0     0   972 34223 24861 41 23 36  1  0 2026-09-22 10:53:30
 2  0      0 2125500  69668 759220    0    0     0  1956 29420 23177 41 20 39  1  0 2026-09-22 10:53:31
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 2  0      0 2120296  69708 761404    0    0     0  3696 27730 22803 44 16 39  2  0 2026-09-22 10:53:32
 3  0      0 2115088  69728 763528    0    0     0  1060 28548 22631 42 15 42  1  0 2026-09-22 10:53:33
