COMMAND                   AVG_CPU%
mysqld                        67.4
nginx                         30.9
pidstat                        0.4
jbd2/nvme0n1p1-8               0.1
vmstat                         0.0
sshd                           0.0
rcu_sched                      0.0
kworker/u4:3-flush-259:0       0.0
kworker/u4:3-ext4-rsv-conversion       0.0
kworker/u4:2-flush-259:0       0.0
kworker/u4:2-ext4-rsv-conversion       0.0
kworker/0:4-events             0.0
kworker/0:1H-kblockd           0.0
ksoftirqd/1                    0.0
ksoftirqd/0                    0.0
