COMMAND                   AVG_CPU%
isupipe                      109.3
nginx                         14.6
systemd-journal                1.3
rsyslogd                       0.5
pidstat                        0.5
rcu_sched                      0.1
kworker/u4:1-ext4-rsv-conversion       0.1
kworker/u4:0-ext4-rsv-conversion       0.1
ksoftirqd/1                    0.1
ksoftirqd/0                    0.1
vmstat                         0.0
kworker/u4:4-writeback         0.0
kworker/u4:4-events_power_efficient       0.0
kworker/u4:2-ext4-rsv-conversion       0.0
kworker/u4:1-writeback         0.0
