COMMAND                   AVG_CPU%
mysqld                       121.4
pidstat                        0.4
kworker/u4:3-writeback         0.1
jbd2/nvme0n1p1-8               0.1
multipathd                     0.0
kworker/u4:4-ext4-rsv-conversion       0.0
kworker/u4:4-events_unbound       0.0
kworker/u4:3-events_unbound       0.0
kworker/u4:2-ext4-rsv-conversion       0.0
kworker/1:2-mm_percpu_wq       0.0
kworker/0:2-mm_percpu_wq       0.0
kworker/0:2-events             0.0
ksoftirqd/0                    0.0
amazon-ssm-agen                0.0
