procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2434396  46484 1104088    0    0    60   190 1441  526  4  2 94  0  0 2026-09-22 09:27:03
 0  0      0 2430616  46484 1104032    0    0     0     0  576  947  2  2 96  0  0 2026-09-22 09:27:04
 0  0      0 2430616  46484 1104032    0    0     0     0   57   59  1  0 100  0  0 2026-09-22 09:27:05
 0  0      0 2430616  46492 1104024    0    0     0    84   52   68  0  1 100  0  0 2026-09-22 09:27:06
 0  0      0 2430616  46492 1104032    0    0     0  2100  268  438  0  0 98  2  0 2026-09-22 09:27:07
 0  0      0 2429944  46492 1104048    0    0     0     8  866  430  1  0 99  0  0 2026-09-22 09:27:08
 0  0      0 2429944  46492 1104048    0    0     0     0   33   37  0  0 100  0  0 2026-09-22 09:27:09
 1  0      0 2429944  46492 1104068    0    0     0     0  604  392  1  0 99  0  0 2026-09-22 09:27:10
 1  0      0 2429944  46492 1104068    0    0     0     0   31   34  0  0 100  0  0 2026-09-22 09:27:11
 3  0      0 2428356  46500 1105008    0    0     0    68 19358 7763 17  6 77  0  1 2026-09-22 09:27:12
 2  0      0 2426284  46500 1107272    0    0     0     0 48341 16869 37 22 41  0  0 2026-09-22 09:27:13
 2  0      0 2422768  46500 1109456    0    0     0     8 45632 16865 34 19 47  0  0 2026-09-22 09:27:14
 3  0      0 2419108  46500 1112044    0    0     0     0 48888 18031 39 19 42  0  0 2026-09-22 09:27:15
 3  0      0 2417148  46508 1114452    0    0     0    44 48258 17859 36 20 44  0  0 2026-09-22 09:27:16
 3  0      0 2412652  46508 1116736    0    0     0     0 49474 17875 38 21 40  0  0 2026-09-22 09:27:17
 3  0      0 2413672  46508 1118680    0    0     0     0 49347 17575 37 22 41  0  0 2026-09-22 09:27:18
 3  0      0 2411192  46508 1121120    0    0     0     0 48986 17848 38 22 40  0  0 2026-09-22 09:27:19
