COMMAND                   AVG_CPU%
mysqld                        73.7
pidstat                        0.6
jbd2/nvme0n1p1-8               0.1
vmstat                         0.0
systemd-logind                 0.0
systemd-journal                0.0
systemd                        0.0
kworker/u4:4-ext4-rsv-conversion       0.0
kworker/u4:3-writeback         0.0
kworker/u4:2-events_unbound       0.0
ksoftirqd/1                    0.0
ksoftirqd/0                    0.0
dbus-daemon                    0.0
amazon-ssm-agen                0.0
