COMMAND                   AVG_CPU%
isupipe                      117.0
systemd-journal                0.9
rsyslogd                       0.4
pidstat                        0.4
mysqld                         0.3
rcu_sched                      0.1
kworker/u4:2-ext4-rsv-conversion       0.1
kworker/u4:1-ext4-rsv-conversion       0.1
ksoftirqd/1                    0.1
vmstat                         0.0
systemd                        0.0
sshd                           0.0
snapd                          0.0
polkitd                        0.0
mysql                          0.0
