COMMAND                   AVG_CPU%
mysqld                        37.3
pidstat                        0.3
vmstat                         0.0
sshd                           0.0
snapd                          0.0
rcu_sched                      0.0
kworker/u4:3-ext4-rsv-conversion       0.0
kworker/u4:3-events_unbound       0.0
kworker/u4:0-ext4-rsv-conversion       0.0
ksoftirqd/1                    0.0
ksoftirqd/0                    0.0
jbd2/nvme0n1p1-8               0.0
irqbalance                     0.0
