procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 564460  88400 1514504    0    0    55  1880 1574 1804 13  2 83  1  0 2026-09-22 09:50:51
 0  0      0 564208  88400 1514404    0    0     0   844  364  650  0  1 99  1  0 2026-09-22 09:50:52
 0  1      0 564208  88400 1514404    0    0   128 10960 5990 10303  7  2 64 27  0 2026-09-22 09:50:53
 1  0      0 557152  88408 1517336    0    0     4 23640 12845 19888 13  7 58 22  0 2026-09-22 09:50:54
 0  0      0 536068  88408 1518632    0    0     0 34404 4269 7682 17  3 56 24  0 2026-09-22 09:50:55
 0  0      0 536068  88408 1518712    0    0     0   600 1187 1402  1  1 98  1  0 2026-09-22 09:50:56
 0  0      0 536068  88408 1518712    0    0     0   532  278  489  0  0 100  0  0 2026-09-22 09:50:57
 1  0      0 535816  88408 1518712    0    0     0  3656 1025 1592  1  0 95  5  0 2026-09-22 09:50:58
 0  0      0 535816  88408 1518736    0    0     0  3416  666 1238  0  0 96  4  0 2026-09-22 09:50:59
 0  3      0 534808  88408 1519848    0    0    16  5588 14150 16309 21  8 65  5  0 2026-09-22 09:51:00
 1  0      0 532792  88408 1521492    0    0     0  6712 19277 22356 31 12 52  5  0 2026-09-22 09:51:01
 2  0      0 530776  88408 1523188    0    0     0  2824 19119 22018 29 15 53  2  0 2026-09-22 09:51:02
 0  0      0 529268  88408 1524920    0    0     0 11488 20588 23395 36 13 48  3  0 2026-09-22 09:51:03
 5  0      0 527248  88408 1526752    0    0    16  1608 20124 22948 31 14 53  2  0 2026-09-22 09:51:04
 0  0      0 525484  88408 1528464    0    0     0  9996 19798 22105 34 13 50  2  0 2026-09-22 09:51:05
 3  0      0 523972  88408 1530172    0    0     0  1308 20449 23485 32 11 55  2  0 2026-09-22 09:51:06
 0  0      0 521956  88408 1531884    0    0     0  1368 19583 22129 32 12 55  1  0 2026-09-22 09:51:07
 1  0      0 520444  88408 1533728    0    0     0  1252 19544 21631 32 11 56  1  0 2026-09-22 09:51:08
 5  0      0 518680  88408 1535428    0    0     0  1336 19427 21838 32 12 55  1  0 2026-09-22 09:51:09
 1  0      0 516916  88408 1537124    0    0     0  1376 19813 22583 33 10 55  1  0 2026-09-22 09:51:10
 1  0      0 514900  88408 1538952    0    0    16  2380 20091 22944 33 10 55  2  0 2026-09-22 09:51:11
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 2  0      0 513640  88408 1540584    0    0     0  1260 18996 21325 32 10 57  1  0 2026-09-22 09:51:12
 4  0      0 511624  88408 1542160    0    0     0  1248 18149 19848 29  9 61  1  0 2026-09-22 09:51:13
 4  0      0 510364  88408 1543648    0    0     0  2020 18006 19534 27  9 63  1  0 2026-09-22 09:51:14
 5  0      0 508852  88408 1545156    0    0     0  9384 17076 18603 25  8 63  3  0 2026-09-22 09:51:15
12  0      0 507584  88408 1546604    0    0     0   792 17482 19214 25  8 66  1  0 2026-09-22 09:51:16
 2  0      0 506072  88408 1547976    0    0     0 34384 16608 17620 28  8 62  2  1 2026-09-22 09:51:17
 1  0      0 504560  88408 1549428    0    0     0  1860 17111 18863 24 10 65  1  0 2026-09-22 09:51:18
 5  0      0 503048  88408 1550872    0    0     0  2084 16211 17712 25 12 63  1  0 2026-09-22 09:51:19
 4  0      0 501536  88408 1552260    0    0     0  2356 16856 18280 25 10 63  1  0 2026-09-22 09:51:20
 2  0      0 500280  88408 1553676    0    0     0  1092 16739 18311 24 12 63  1  0 2026-09-22 09:51:21
 2  0      0 498768  88408 1555096    0    0     0  2048 16670 18343 28 11 61  1  0 2026-09-22 09:51:22
 2  0      0 497256  88408 1556508    0    0     0  1044 16378 17945 23 10 66  1  0 2026-09-22 09:51:23
