COMMAND                   AVG_CPU%
nginx                        115.8
pidstat                        0.4
rcu_sched                      0.1
ksoftirqd/1                    0.1
ksoftirqd/0                    0.1
vmstat                         0.0
systemd-logind                 0.0
systemd                        0.0
sshd                           0.0
multipathd                     0.0
migration/1                    0.0
landscape-sysin                0.0
kworker/u4:3-ext4-rsv-conversion       0.0
kworker/u4:0+flush-259:0       0.0
kworker/u4:0-events_unbound       0.0
