COMMAND                   AVG_CPU%
mysqld                        58.3
pidstat                        0.6
landscape-sysin                0.5
jbd2/nvme0n1p1-8               0.1
vmstat                         0.0
systemd-network                0.0
systemd-logind                 0.0
systemd-journal                0.0
systemd                        0.0
sshd                           0.0
snapd                          0.0
rcu_sched                      0.0
multipathd                     0.0
migration/1                    0.0
kworker/u4:4-events_unbound       0.0
