procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 1281520  98076 1430332    0    0   199  1634 1904 5281 22  6 67  5  0 2026-09-22 08:35:23
 0  0      0 1278244  98076 1430332    0    0     0  7200 1327 2464  1  4 85 10  1 2026-09-22 08:35:24
 0  1      0 1278244  98076 1408352    0    0    16  8588 3898 7794  2  2 68 28  0 2026-09-22 08:35:25
 0  1      0 1310372  98076 1397732    0    0    32 13784 6496 12994  8  4 41 47  0 2026-09-22 08:35:26
 0  1      0 1310372  98076 1397912    0    0     0  8700 6397 12445  2  2 48 48  0 2026-09-22 08:35:27
 0  1      0 1310120  98076 1398096    0    0     0  8832 6433 12513  2  2 48 49  0 2026-09-22 08:35:28
 0  1      0 1310120  98076 1398264    0    0     0 10108 6482 12852  2  3 46 49  0 2026-09-22 08:35:29
 2  1      0 1310120  98076 1398452    0    0     0  8836 6451 12455  2  2 48 48  0 2026-09-22 08:35:30
 0  1      0 1310120  98076 1398648    0    0     0  8372 6465 12460  2  2 48 48  0 2026-09-22 08:35:31
 0  1      0 1309868  98076 1398844    0    0     0  8220 6380 12402  2  2 48 48  0 2026-09-22 08:35:32
 0  1      0 1309868  98076 1399060    0    0     0  8144 6394 12318  2  2 48 48  0 2026-09-22 08:35:33
 0  1      0 1309616  98080 1399252    0    0     0  7880 6411 12399  2  2 48 48  0 2026-09-22 08:35:34
 0  1      0 1309616  98080 1399476    0    0     0  8348 6408 12409  4  2 47 48  0 2026-09-22 08:35:35
 0  1      0 1309616  98080 1399656    0    0     0  8276 6413 12414  3  3 47 47  0 2026-09-22 08:35:36
 0  1      0 1309364  98080 1399852    0    0     0  8368 6371 12470  3  2 47 48  0 2026-09-22 08:35:37
 1  0      0 1263780  98080 1413968    0    0     0 23700 5630 11526  9  4 41 47  0 2026-09-22 08:35:38
 0  1      0 1257480  98080 1424728    0    0     0 23512 5985 11611 12  4 36 49  0 2026-09-22 08:35:39
 5  0      0 1246168  98080 1440108    0    0     0 27872 10140 21226 30 10 19 41  0 2026-09-22 08:35:40
 3  0      0 1240820  98080 1441672    0    0     0  4176 26108 67083 47 16 31  5  0 2026-09-22 08:35:41
 3  0      0 1239308  98080 1443380    0    0     0  3568 28159 75671 51 14 31  4  0 2026-09-22 08:35:42
 4  0      0 1238552  98080 1445076    0    0     0  3144 28868 76420 46 21 31  3  0 2026-09-22 08:35:43
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 3  0      0 1238048  98080 1446480    0    0     0  7856 24559 62636 45 16 29 11  0 2026-09-22 08:35:44
 5  0      0 1237544  98080 1448132    0    0     0  7292 28412 75295 47 18 28  7  0 2026-09-22 08:35:45
 5  0      0 1236032  98080 1449976    0    0     0   576 28521 75620 51 16 33  1  0 2026-09-22 08:35:46
 5  0      0 1230740  98080 1451272    0    0     0  6760 24674 61566 41 19 29 11  0 2026-09-22 08:35:47
 3  0      0 1229984  98080 1452368    0    0     0  3840 25427 59044 43 15 31 11  0 2026-09-22 08:35:48
 1  0      0 1226708  98080 1452920    0    0     0  1452 6688 14887 11  4 82  3  1 2026-09-22 08:35:49
