procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2481436  42376 1095972    0    0   195   360  129  202  2  1 96  1  0 2026-09-22 08:35:23
 0  0      0 2480428  42376 1095968    0    0     0     0  124  194  0  1 99  0  0 2026-09-22 08:35:24
 0  0      0 2480428  42376 1095968    0    0     0     8   43   59  0  0 100  0  0 2026-09-22 08:35:25
 0  0      0 2480428  42376 1095968    0    0     0     0   22   34  0  0 100  0  0 2026-09-22 08:35:26
 0  0      0 2480428  42376 1095968    0    0     0     0   27   43  0  0 100  0  0 2026-09-22 08:35:27
 0  0      0 2480428  42384 1095960    0    0     0    60   33   47  0  0 100  0  0 2026-09-22 08:35:28
 0  0      0 2480428  42384 1095960    0    0     0  1772  142  223  0  0 99  1  0 2026-09-22 08:35:29
 0  0      0 2480428  42384 1095968    0    0     0     0   23   35  0  0 100  0  0 2026-09-22 08:35:30
 0  0      0 2480428  42384 1095968    0    0     0     8   30   34  0  0 100  0  0 2026-09-22 08:35:31
 0  0      0 2480428  42384 1095968    0    0     0     0   19   30  0  0 100  0  0 2026-09-22 08:35:32
 0  0      0 2480428  42384 1095968    0    0     0     0   20   30  0  0 100  0  0 2026-09-22 08:35:33
 0  0      0 2480428  42392 1095968    0    0     0    68   41   48  0  0 100  0  0 2026-09-22 08:35:34
 0  0      0 2480428  42392 1095968    0    0     0     0   19   28  0  0 100  0  0 2026-09-22 08:35:35
 0  0      0 2480428  42392 1095968    0    0     0     0   20   32  0  0 100  0  0 2026-09-22 08:35:36
 0  0      0 2480428  42392 1095968    0    0     0     8   46   52  0  0 100  0  0 2026-09-22 08:35:37
 0  0      0 2480428  42392 1095968    0    0     0     0   29   37  0  0 100  0  0 2026-09-22 08:35:38
 0  0      0 2480428  42400 1095968    0    0     0    16   36   44  0  0 100  0  0 2026-09-22 08:35:39
 0  0      0 2480428  42400 1095968    0    0     0     0   20   28  0  0 100  0  0 2026-09-22 08:35:40
