procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2352600  42968 1227860    0    0   198   404  153  238  2  1 96  2  0 2026-09-22 08:35:23
 0  0      0 2352600  42968 1227832    0    0     0     0  125  177  1  0 100  0  0 2026-09-22 08:35:24
 0  0      0 2352600  42968 1227832    0    0     0     8   45   56  0  0 100  0  0 2026-09-22 08:35:25
 0  0      0 2352600  42968 1227832    0    0     0     0   28   44  0  0 100  0  0 2026-09-22 08:35:26
 0  0      0 2352600  42968 1227832    0    0     0     0   29   41  0  0 100  0  0 2026-09-22 08:35:27
 0  0      0 2352600  42968 1227832    0    0     0     0   31   39  0  0 100  0  0 2026-09-22 08:35:28
 0  0      0 2352600  42976 1227832    0    0     0  3220  318  563  0  0 97  3  0 2026-09-22 08:35:29
 0  0      0 2352600  42976 1227832    0    0     0     8   38   38  0  0 100  0  0 2026-09-22 08:35:30
 0  0      0 2352600  42976 1227832    0    0     0     0   24   30  0  0 100  0  0 2026-09-22 08:35:31
 0  0      0 2352600  42976 1227832    0    0     0     0   20   30  0  0 100  0  0 2026-09-22 08:35:32
 0  0      0 2352600  42976 1227832    0    0     0     0   22   27  0  0 100  0  0 2026-09-22 08:35:33
 0  0      0 2352600  42988 1227832    0    0     0    40   40   46  0  0 100  0  0 2026-09-22 08:35:34
 0  0      0 2352600  42988 1227832    0    0     0     0   22   28  0  0 100  0  0 2026-09-22 08:35:35
 0  0      0 2352600  42988 1227832    0    0     0   148   38   34  0  0 100  0  0 2026-09-22 08:35:36
 0  0      0 2352600  42988 1227832    0    0     0     0   39   49  0  0 100  0  0 2026-09-22 08:35:37
 0  0      0 2352600  42988 1227832    0    0     0     0   27   38  0  0 100  0  0 2026-09-22 08:35:38
 0  0      0 2352600  42996 1227832    0    0     0    16   33   38  0  0 100  0  0 2026-09-22 08:35:39
 0  0      0 2352600  42996 1227832    0    0     0     0   24   28  0  0 100  0  0 2026-09-22 08:35:40
 0  0      0 2352600  42996 1227832    0    0     0     0   19   26  0  0 100  0  0 2026-09-22 08:35:41
 1  0      0 2352600  42996 1227832    0    0     0     8   33   34  0  0 100  0  0 2026-09-22 08:35:42
 1  0      0 2352600  42996 1227832    0    0     0     8   26   34  0  0 100  0  0 2026-09-22 08:35:43
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  1      0 2352600  43004 1227824    0    0     0    28   35   41  0  0 100  0  0 2026-09-22 08:35:44
 1  0      0 2352600  43004 1227832    0    0     0     0   34   39  0  0 100  0  0 2026-09-22 08:35:45
 1  0      0 2352600  43004 1227832    0    0     0     0   21   26  0  0 100  0  0 2026-09-22 08:35:46
 1  0      0 2352600  43004 1227832    0    0     0     0   21   27  0  0 100  0  0 2026-09-22 08:35:47
 1  0      0 2352600  43004 1227832    0    0     0     8   42   42  0  0 100  0  0 2026-09-22 08:35:48
 1  0      0 2352600  43004 1227832    0    0     0     0   33   42  0  0 100  0  0 2026-09-22 08:35:49
 0  0      0 2352600  43012 1227832    0    0     0    16   45   56  0  0 100  0  0 2026-09-22 08:35:50
 0  0      0 2352600  43012 1227832    0    0     0     0   24   30  0  0 100  0  0 2026-09-22 08:35:51
 0  0      0 2352600  43012 1227832    0    0     0     0   23   28  0  0 100  0  0 2026-09-22 08:35:52
 0  0      0 2352600  43012 1227832    0    0     0     0   34   40  0  0 100  0  0 2026-09-22 08:35:53
 0  1      0 2352600  43020 1227824    0    0     0    48   52   54  0  0 100  0  0 2026-09-22 08:35:54
 0  0      0 2352600  43020 1227832    0    0     0     0   40   42  0  0 100  0  0 2026-09-22 08:35:55
 0  0      0 2352600  43020 1227832    0    0     0     0   43   46  0  0 100  0  0 2026-09-22 08:35:56
 0  0      0 2352600  43020 1227832    0    0     0     0   22   27  0  0 100  0  0 2026-09-22 08:35:57
 0  0      0 2352600  43020 1227832    0    0     0     0   25   33  0  0 100  0  0 2026-09-22 08:35:58
 0  0      0 2352600  43028 1227828    0    0     0    16   42   53  0  0 100  0  0 2026-09-22 08:35:59
 0  0      0 2352600  43028 1227840    0    0     0    12   37   40  0  0 100  0  0 2026-09-22 08:36:00
 0  0      0 2352600  43028 1227840    0    0     0     0   28   30  0  0 100  0  0 2026-09-22 08:36:01
 0  0      0 2352600  43028 1227840    0    0     0     0   81   93  0  0 100  0  0 2026-09-22 08:36:02
 0  0      0 2352600  43028 1227840    0    0     0     0   23   26  0  0 100  0  0 2026-09-22 08:36:03
 0  0      0 2352600  43036 1227832    0    0     0    44   39   53  0  0 100  0  0 2026-09-22 08:36:04
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 2352600  43036 1227840    0    0     0     0   45   42  0  0 100  0  0 2026-09-22 08:36:05
 0  0      0 2352600  43036 1227840    0    0     0    12   36   42  0  0 100  0  0 2026-09-22 08:36:06
 0  0      0 2352600  43036 1227840    0    0     0     0   28   35  0  0 100  0  0 2026-09-22 08:36:07
 0  0      0 2352600  43036 1227840    0    0     0     0   23   29  0  0 100  0  0 2026-09-22 08:36:08
 0  0      0 2352600  43036 1227840    0    0     0    36   42   45  0  0 100  0  0 2026-09-22 08:36:09
 0  0      0 2352600  43044 1227840    0    0     0    24   34   42  0  0 100  0  0 2026-09-22 08:36:10
 0  0      0 2352600  43044 1227840    0    0     0     0   24   31  0  0 100  0  1 2026-09-22 08:36:11
 0  0      0 2352600  43044 1227840    0    0     0     8   41   44  0  0 100  0  0 2026-09-22 08:36:12
 0  0      0 2352600  43044 1227840    0    0     0     0   22   26  0  0 100  0  0 2026-09-22 08:36:13
 0  0      0 2352600  43044 1227840    0    0     0     0   42   50  0  0 100  0  0 2026-09-22 08:36:14
 0  0      0 2352600  43052 1227832    0    0     0    16   34   42  0  1 100  0  0 2026-09-22 08:36:15
 0  0      0 2352600  43052 1227840    0    0     0     0   45   40  0  0 100  0  0 2026-09-22 08:36:16
 0  0      0 2352600  43052 1227840    0    0     0     0   30   31  0  0 100  0  0 2026-09-22 08:36:17
 0  0      0 2352600  43052 1227840    0    0     0     8   44   46  0  0 100  0  0 2026-09-22 08:36:18
 0  0      0 2352600  43052 1227840    0    0     0     0   24   28  0  0 100  0  0 2026-09-22 08:36:19
 0  0      0 2352600  43060 1227832    0    0     0    16   32   42  0  1 100  0  0 2026-09-22 08:36:20
 0  0      0 2352600  43060 1227840    0    0     0     0   32   28  0  0 100  0  0 2026-09-22 08:36:21
 0  0      0 2352600  43060 1227840    0    0     0     0   33   36  0  0 100  0  0 2026-09-22 08:36:22
 0  0      0 2352600  43060 1227840    0    0     0     0   29   28  0  0 100  0  0 2026-09-22 08:36:23
 0  0      0 2352600  43060 1227840    0    0     0     8   39   35  0  0 100  0  0 2026-09-22 08:36:24
 0  0      0 2352600  43068 1227832    0    0     0    16   51   55  0  0 99  0  0 2026-09-22 08:36:25
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 2352600  43068 1227840    0    0     0     0   45   54  1  0 100  0  0 2026-09-22 08:36:26
 0  0      0 2352600  43068 1227840    0    0     0     0   31   35  0  0 100  0  0 2026-09-22 08:36:27
 0  0      0 2352600  43068 1227840    0    0     0     0   30   30  0  0 100  0  0 2026-09-22 08:36:28
 0  0      0 2352600  43068 1227840    0    0     0     0   35   36  0  0 100  0  0 2026-09-22 08:36:29
 0  0      0 2352600  43076 1227832    0    0     0    24   45   52  0  0 100  0  0 2026-09-22 08:36:30
 0  0      0 2352600  43076 1227840    0    0     0     0   39   34  0  0 100  0  0 2026-09-22 08:36:31
 0  0      0 2352600  43076 1227840    0    0     0     0   27   28  0  0 100  0  0 2026-09-22 08:36:32
 0  0      0 2352600  43076 1227840    0    0     0   168   65   64  0  0 100  0  0 2026-09-22 08:36:33
 0  0      0 2352600  43076 1227840    0    0     0     0   40   42  1  0 100  0  0 2026-09-22 08:36:34
 0  0      0 2352600  43084 1227836    0    0     0    24   31   44  0  0 100  0  0 2026-09-22 08:36:35
 0  0      0 2352600  43084 1227844    0    0     0    12   47   43  0  1 100  0  0 2026-09-22 08:36:36
 0  0      0 2352600  43084 1227844    0    0     0     0   28   33  0  0 100  0  0 2026-09-22 08:36:37
 0  0      0 2352600  43084 1227844    0    0     0     0   37   38  0  0 100  0  0 2026-09-22 08:36:38
 0  0      0 2352600  43084 1227844    0    0     0     0   28   33  0  0 100  0  0 2026-09-22 08:36:39
 0  0      0 2352600  43092 1227840    0    0     0    32   47   46  0  0 99  0  0 2026-09-22 08:36:40
 0  0      0 2352600  43092 1227848    0    0     0     0   47   44  0  0 100  0  0 2026-09-22 08:36:41
 0  0      0 2352600  43092 1227848    0    0     0    12   46   48  0  0 100  0  0 2026-09-22 08:36:42
 0  0      0 2352600  43092 1227848    0    0     0     0   26   30  0  0 100  0  0 2026-09-22 08:36:43
 0  0      0 2352600  43092 1227848    0    0     0     0   31   37  0  0 100  0  0 2026-09-22 08:36:44
 0  0      0 2352600  43100 1227840    0    0     0    24   41   41  0  0 100  0  0 2026-09-22 08:36:45
 0  0      0 2352600  43100 1227848    0    0     0     0   38   43  0  0 100  0  0 2026-09-22 08:36:46
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
