sudo: unable to resolve host ip-10-100-0-155: Name or service not known
+-------+--------+---------------------------------------------------+--------+--------+--------+---------+--------+------+-----+-----+-----+
| COUNT | METHOD |                        URI                        |  MIN   |  AVG   |  MAX   |   SUM   |  P99   | 2XX  | 3XX | 4XX | 5XX |
+-------+--------+---------------------------------------------------+--------+--------+--------+---------+--------+------+-----+-----+-----+
| 646   | GET    | ^/api/livestream/[0-9]+/livecomment               | 0.004  | 0.247  | 1.080  | 159.307 | 0.920  | 645  | 0   | 1   | 0   |
| 681   | GET    | ^/api/livestream/[0-9]+/reaction                  | 0.004  | 0.223  | 0.976  | 151.809 | 0.860  | 679  | 0   | 2   | 0   |
| 22    | POST   | ^/api/livestream/[0-9]+/moderate                  | 0.196  | 5.156  | 11.192 | 113.426 | 11.192 | 20   | 0   | 2   | 0   |
| 13    | GET    | ^/api/user/[^/]+/statistics                       | 0.440  | 8.704  | 12.512 | 113.149 | 12.512 | 11   | 0   | 2   | 0   |
| 82    | GET    | /api/livestream/search                            | 0.040  | 1.088  | 2.392  | 89.237  | 2.392  | 81   | 0   | 1   | 0   |
| 522   | POST   | /api/register                                     | 0.008  | 0.134  | 0.256  | 70.100  | 0.220  | 519  | 0   | 2   | 1   |
| 185   | POST   | /api/livestream/reservation                       | 0.100  | 0.267  | 0.504  | 49.481  | 0.468  | 181  | 0   | 4   | 0   |
| 5674  | GET    | ^/api/user/[^/]+/icon                             | 0.000  | 0.008  | 0.096  | 47.453  | 0.036  | 5673 | 0   | 1   | 0   |
| 619   | POST   | ^/api/livestream/[0-9]+/livecomment               | 0.012  | 0.053  | 0.180  | 33.048  | 0.124  | 617  | 0   | 2   | 0   |
| 599   | POST   | ^/api/livestream/[0-9]+/reaction                  | 0.004  | 0.049  | 0.136  | 29.456  | 0.104  | 599  | 0   | 0   | 0   |
| 5     | GET    | ^/api/livestream/[0-9]+/statistics                | 2.748  | 3.874  | 6.196  | 19.368  | 6.196  | 2    | 0   | 3   | 0   |
| 529   | POST   | /api/icon                                         | 0.008  | 0.035  | 0.144  | 18.748  | 0.096  | 529  | 0   | 0   | 0   |
| 1     | POST   | /api/initialize                                   | 15.520 | 15.520 | 15.520 | 15.520  | 15.520 | 1    | 0   | 0   | 0   |
| 527   | POST   | /api/login                                        | 0.000  | 0.006  | 0.044  | 3.160   | 0.024  | 525  | 0   | 2   | 0   |
| 57    | POST   | ^/api/livestream/[0-9]+/livecomment/[0-9]+/report | 0.004  | 0.041  | 0.116  | 2.352   | 0.116  | 54   | 0   | 3   | 0   |
| 79    | GET    | ^/api/livestream/[0-9]+/report                    | 0.004  | 0.023  | 0.500  | 1.816   | 0.500  | 79   | 0   | 0   | 0   |
| 122   | GET    | /api/livestream                                   | 0.004  | 0.013  | 0.120  | 1.532   | 0.076  | 122  | 0   | 0   | 0   |
| 171   | GET    | /api/tag                                          | 0.004  | 0.006  | 0.028  | 1.096   | 0.024  | 171  | 0   | 0   | 0   |
| 64    | POST   | ^/api/livestream/[0-9]+/enter                     | 0.004  | 0.016  | 0.040  | 1.044   | 0.040  | 64   | 0   | 0   | 0   |
| 55    | DELETE | ^/api/livestream/[0-9]+/exit                      | 0.008  | 0.018  | 0.068  | 0.972   | 0.068  | 55   | 0   | 0   | 0   |
| 9     | GET    | ^/api/user/[^/]+/livestream                       | 0.036  | 0.075  | 0.116  | 0.672   | 0.116  | 9    | 0   | 0   | 0   |
| 49    | GET    | ^/api/livestream/[0-9]+/ngwords                   | 0.004  | 0.007  | 0.020  | 0.320   | 0.020  | 49   | 0   | 0   | 0   |
| 12    | GET    | ^/api/user/[^/]+/theme                            | 0.004  | 0.006  | 0.020  | 0.076   | 0.020  | 12   | 0   | 0   | 0   |
| 4     | GET    | ^/api/user/[^/]+$                                 | 0.000  | 0.002  | 0.004  | 0.008   | 0.004  | 4    | 0   | 0   | 0   |
| 1     | GET    | ^/api/livestream/[0-9]+$                          | 0.004  | 0.004  | 0.004  | 0.004   | 0.004  | 1    | 0   | 0   | 0   |
| 1     | GET    | /api/payment                                      | 0.004  | 0.004  | 0.004  | 0.004   | 0.004  | 1    | 0   | 0   | 0   |
+-------+--------+---------------------------------------------------+--------+--------+--------+---------+--------+------+-----+-----+-----+
