procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 574300  89472 1760636    0    0    84   872  741  783  6  1 92  1  0 2026-09-22 09:11:32
 0  0      0 574300  89476 1760540    0    0     0   120  306  516  0  1 99  0  0 2026-09-22 09:11:33
 0  0      0 574300  89676 1760556    0    0     0  7440 3998 7255  6  1 69 24  0 2026-09-22 09:11:34
 0  1      0 550864  89828 1763376    0    0     0 21368 14224 20636 14  6 58 22  0 2026-09-22 09:11:35
 0  0      0 541344  89964 1764700    0    0     0 34332 4270 7047 16  2 53 29  0 2026-09-22 09:11:36
 0  0      0 540588  89968 1765172    0    0     0  9668 4558 4510  6  4 90  1  0 2026-09-22 09:11:37
 0  0      0 540588  89980 1765172    0    0     0  5376  774 1363  0  0 97  4  0 2026-09-22 09:11:38
 0  0      0 540588  89988 1765300    0    0     0  1864 1156 1652  1  0 97  1  0 2026-09-22 09:11:39
 0  0      0 540336  90060 1765300    0    0     0  7108  795 1606  0  1 92  8  0 2026-09-22 09:11:40
 4  0      0 535040  90136 1767872    0    0     0 13388 7838 8042 13  5 75  6  0 2026-09-22 09:11:41
 6  0      0 518900  90208 1776516    0    0     0 17708 29328 29541 64 21 12  4  0 2026-09-22 09:11:42
 7  0      0 502520  90240 1784636    0    0     0 14080 27982 30189 77 17  5  0  0 2026-09-22 09:11:43
 8  0      0 487648  90260 1793108    0    0     0 17128 31821 33605 73 22  5  1  1 2026-09-22 09:11:44
 2  0      0 472296  90260 1801900    0    0     0 13604 31259 33187 79 17  4  1  0 2026-09-22 09:11:45
 4  0      0 456920  90288 1810800    0    0     0 24600 33320 35038 75 20  4  1  0 2026-09-22 09:11:46
 9  0      0 442052  90300 1819520    0    0     0 19528 30142 32733 77 20  4  0  0 2026-09-22 09:11:47
 5  0      0 426176  90336 1828200    0    0     0 32984 30073 33119 79 18  3  1  0 2026-09-22 09:11:48
 7  0      0 411560  90348 1836632    0    0     0 12000 30667 32381 75 22  4  0  0 2026-09-22 09:11:49
10  0      0 395680  90356 1845508    0    0     0 19180 32197 34639 73 23  4  1  0 2026-09-22 09:11:50
13  0      0 381064  90368 1854064    0    0     0 15832 30797 32975 77 20  3  0  0 2026-09-22 09:11:51
 7  0      0 366444  90384 1862568    0    0     0 20892 29206 32181 76 21  3  1  0 2026-09-22 09:11:52
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
11  0      0 351572  90420 1870920    0    0     0 16884 29464 31681 76 21  3  1  0 2026-09-22 09:11:53
11  0      0 336956  90436 1879064    0    0     0 12324 27644 30982 77 21  3  0  0 2026-09-22 09:11:54
12  0      0 322592  90452 1887464    0    0     0 27640 29769 33466 75 19  6  1  0 2026-09-22 09:11:55
10  0      0 306968  90480 1896180    0    0     0 14844 28149 32120 80 17  3  0  0 2026-09-22 09:11:56
14  0      0 293352  90516 1904064    0    0     0 27952 28356 31072 77 18  4  0  0 2026-09-22 09:11:57
 9  0      0 278484  90548 1912252    0    0     0 13776 26829 29938 80 18  3  1  0 2026-09-22 09:11:58
10  0      0 264372  90572 1920436    0    0     0 23100 27139 31360 79 18  3  1  0 2026-09-22 09:11:59
13  0      0 249756  90636 1928676    0    0     0 20348 27194 30801 78 18  4  1  0 2026-09-22 09:12:00
11  1      0 234636  90676 1937068    0    0     0 111220 28492 33056 78 20  2  1  0 2026-09-22 09:12:01
 9  0      0 221280  90736 1944548    0    0     0 113816 25426 28921 74 18  5  4  0 2026-09-22 09:12:02
11  0      0 206916  90792 1952612    0    0     0 30272 26751 31190 79 17  4  0  0 2026-09-22 09:12:03
10  0      0 192548  90848 1960952    0    0     0 35632 27390 31285 81 14  4  1  1 2026-09-22 09:12:04
13  0      0 178688  90908 1968800    0    0     0 23056 25168 27913 81 17  2  0  0 2026-09-22 09:12:05
13  0      0 163820  90944 1977036    0    0     0 29240 26096 28586 80 18  2  1  0 2026-09-22 09:12:06
