procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2438692  45444 1101524    0    0    75   177  403  219  2  1 97  1  0 2026-09-22 09:11:32
 0  0      0 2435920  45444 1101472    0    0     0     8  579  945  2  2 96  0  0 2026-09-22 09:11:33
 0  0      0 2435920  45444 1101476    0    0     0     0   67   58  0  0 100  0  0 2026-09-22 09:11:34
 0  0      0 2435920  45444 1101476    0    0     0     0   34   41  0  0 100  0  1 2026-09-22 09:11:35
 1  0      0 2435920  45444 1101476    0    0     0     0   43   43  0  0 100  0  0 2026-09-22 09:11:36
 0  0      0 2435024  45444 1101492    0    0     0     4  896  423  1  0 99  0  0 2026-09-22 09:11:37
 0  0      0 2435024  45452 1101492    0    0     0   212   61   64  0  0 99  0  0 2026-09-22 09:11:38
 0  0      0 2434800  45452 1101512    0    0     0     8  704  390  0  1 99  0  0 2026-09-22 09:11:39
 1  0      0 2434800  45452 1101512    0    0     0     0   27   30  0  0 100  0  0 2026-09-22 09:11:40
 2  0      0 2433424  45452 1101912    0    0     0     0 7254 3407  9  2 89  0  0 2026-09-22 09:11:41
 3  0      0 2430120  45452 1103688    0    0     0   696 40389 17297 31 16 54  0  0 2026-09-22 09:11:42
 2  0      0 2427772  45460 1105276    0    0     0    52 34531 14817 24 16 60  0  0 2026-09-22 09:11:43
 1  0      0 2426312  45460 1107332    0    0     0     0 39786 16923 29 16 55  0  0 2026-09-22 09:11:44
 2  0      0 2424688  45460 1109344    0    0     0     8 38956 16246 30 17 54  0  0 2026-09-22 09:11:45
 3  0      0 2423184  45460 1111200    0    0     0     0 39892 16686 31 18 51  0  0 2026-09-22 09:11:46
 4  0      0 2420520  45460 1112812    0    0     0     0 38354 15644 28 19 53  0  0 2026-09-22 09:11:47
 3  0      0 2416352  45468 1114312    0    0     0    56 36844 15408 31 15 55  0  0 2026-09-22 09:11:48
 4  0      0 2414372  45468 1115972    0    0     0     0 40040 16175 31 15 53  0  0 2026-09-22 09:11:49
 2  0      0 2412864  45468 1117656    0    0     0     0 41075 16613 33 17 51  0  0 2026-09-22 09:11:50
 2  0      0 2411108  45468 1119328    0    0     0    12 39240 16251 31 17 52  0  0 2026-09-22 09:11:51
 3  0      0 2408872  45468 1120856    0    0     0     0 38667 14479 36 16 48  0  0 2026-09-22 09:11:52
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
