COMMAND                   AVG_CPU%
nginx                        102.4
pidstat                        0.4
rcu_sched                      0.1
ksoftirqd/0                    0.1
vmstat                         0.0
systemd-logind                 0.0
systemd                        0.0
rsyslogd                       0.0
kworker/u4:4-writeback         0.0
kworker/u4:1-ext4-rsv-conversion       0.0
kworker/0:1H-kblockd           0.0
ksoftirqd/1                    0.0
jbd2/nvme0n1p1-8               0.0
amazon-ssm-agen                0.0
