procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2532236  18116 682924    0    0   337   453 3764 3032  7  4 89  0  0 2026-09-22 11:18:07
 0  0      0 2531984  18116 682880    0    0     0     4  190  229  1  0 100  0  0 2026-09-22 11:18:08
 0  0      0 2514848  18116 682880    0    0     0     8 1657 1307  3  2 96  0  0 2026-09-22 11:18:09
 0  0      0 2511752  18116 682880    0    0     0     0 4289 3637  2  3 96  0  0 2026-09-22 11:18:10
 0  0      0 2810912  18132 399348    0    0     0  2320 1715 2186  4  7 88  0  0 2026-09-22 11:18:11
 0  0      0 2796100  18132 399320    0    0     0     0 2919 4466  3  1 95  0  0 2026-09-22 11:18:12
 0  0      0 2796100  18132 399320    0    0     0     0   48   50  0  0 100  0  0 2026-09-22 11:18:13
 0  0      0 2795120  18132 399388    0    0     0     0  922 1455  1  0 99  0  0 2026-09-22 11:18:14
 0  0      0 2795120  18132 399388    0    0     0     8   38   44  0  0 100  0  0 2026-09-22 11:18:15
 0  0      0 2729136  18148 404492    0    0     0  1788 32498 26156 31 15 53  0  0 2026-09-22 11:18:16
 0  0      0 2617852  18148 413212    0    0     0  1148 48330 32039 50 24 26  0  0 2026-09-22 11:18:17
 0  0      0 2508464  18148 421880    0    0     0   836 47765 30257 49 23 27  0  0 2026-09-22 11:18:18
 1  0      0 2402040  18148 430508    0    0     0   348 49303 32619 55 20 25  0  0 2026-09-22 11:18:19
 2  0      0 2288152  18148 439704    0    0     0   852 48422 28217 52 23 25  0  0 2026-09-22 11:18:20
 1  0      0 2177500  18156 448708    0    0     0   800 48925 31514 51 24 26  0  0 2026-09-22 11:18:21
 2  0      0 2066172  18156 457728    0    0     0   364 47839 26654 52 22 26  0  1 2026-09-22 11:18:22
 1  0      0 1948592  18156 467212    0    0     0   936 45630 22500 53 20 27  0  0 2026-09-22 11:18:23
 0  0      0 1838072  18156 476308    0    0     0  1044 46880 27009 51 20 28  0  0 2026-09-22 11:18:24
 3  0      0 1728008  18156 485500    0    0     0  1280 47855 29217 53 22 25  1  0 2026-09-22 11:18:25
 4  0      0 1698028  18164 494600    0    0     0  1660 48308 28791 54 21 24  0  0 2026-09-22 11:18:26
 2  0      0 1686740  18164 503808    0    0     0  1012 50572 36796 55 19 27  0  0 2026-09-22 11:18:27
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 4  0      0 1674704  18164 512888    0    0     0   680 49070 33031 53 19 28  0  0 2026-09-22 11:18:28
 2  0      0 1663372  18164 521776    0    0     0  1176 49373 32369 51 21 28  0  0 2026-09-22 11:18:29
 3  0      0 1655560  18164 530836    0    0     0  1056 48618 32765 56 21 23  0  0 2026-09-22 11:18:30
