procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 3241032  29336 353240    0    0   165  2070 3403 1088  9  5 86  0  0 2026-09-22 11:18:07
 0  0      0 3236556  29336 353156    0    0     0     8  605  915  3  2 95  0  0 2026-09-22 11:18:08
 0  0      0 3236556  29336 353156    0    0     0     0   69   61  0  0 100  0  0 2026-09-22 11:18:09
 0  0      0 3236556  29352 353140    0    0     0  1860   50   49  0  1 100  0  0 2026-09-22 11:18:10
 0  0      0 3236556  29352 353140    0    0     0     0   40   50  1  0 100  0  0 2026-09-22 11:18:11
 0  0      0 3235548  29352 353160    0    0     0     0  830  444  1  0 99  0  0 2026-09-22 11:18:12
 0  0      0 3235548  29352 353180    0    0     0     8   44   50  0  0 100  0  0 2026-09-22 11:18:13
 0  0      0 3235296  29352 353240    0    0     0    76  585  389  1  0 99  0  0 2026-09-22 11:18:14
 0  0      0 3235296  29360 353264    0    0     0    64   45   55  0  0 100  0  0 2026-09-22 11:18:15
 2  0      0 3222544  29364 361768    0    0     0    68 25433 8397 23 14 63  0  0 2026-09-22 11:18:16
 0  0      0 3201740  29364 374396    0    0     0  1140 48376 13773 44 22 34  0  0 2026-09-22 11:18:17
 2  0      0 3181244  29364 388356    0    0     0 10924 45082 14555 44 22 34  0  1 2026-09-22 11:18:18
 2  0      0 3162448  29364 401592    0    0     0  7468 47197 14157 42 27 32  0  0 2026-09-22 11:18:19
 2  0      0 3143860  29392 414744    0    0     0 20740 42940 14909 43 22 34  1  0 2026-09-22 11:18:20
 2  0      0 3127376  29392 424784    0    0     0 10456 47915 13947 43 27 31  0  0 2026-09-22 11:18:21
 2  0      0 3114944  29392 433520    0    0     0 12588 49422 14319 45 27 28  0  0 2026-09-22 11:18:22
 2  0      0 3096444  29392 447840    0    0     0 16632 44517 13972 44 24 33  0  0 2026-09-22 11:18:23
 1  0      0 3091412  29392 451736    0    0     0 13740 45392 14031 45 23 32  0  0 2026-09-22 11:18:24
 1  0      0 3077540  29424 464456    0    0     0 26120 46952 13128 45 28 27  1  0 2026-09-22 11:18:25
 3  0      0 3066380  29424 471780    0    0     0 21464 47080 13779 45 27 29  0  0 2026-09-22 11:18:26
 5  0      0 3062892  29424 478764    0    0     0 16040 46947 13193 48 25 27  0  0 2026-09-22 11:18:27
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 4  0      0 3047468  29424 490020    0    0     0 57168 48377 12399 45 32 22  1  0 2026-09-22 11:18:28
 4  0      0 3037748  29424 498736    0    0     0 19400 46576 13534 46 25 28  0  0 2026-09-22 11:18:29
 3  0      0 3027144  29464 507168    0    0     0 38520 44751 13441 47 24 28  2  0 2026-09-22 11:18:30
 3  0      0 3010368  29464 512572    0    0     0 19536 47205 13376 43 29 28  0  0 2026-09-22 11:18:31
 2  0      0 2999332  29464 522752    0    0     0 23024 47329 12096 52 26 22  0  0 2026-09-22 11:18:32
 4  0      0 2998968  29464 523552    0    0     0 19400 47013 11523 54 24 21  0  1 2026-09-22 11:18:33
 4  0      0 2990508  29464 529148    0    0     0 18972 46176 12112 50 26 24  0  0 2026-09-22 11:18:34
 3  0      0 2980912  29500 536680    0    0     0 25636 45486 12432 47 28 25  1  0 2026-09-22 11:18:35
 3  0      0 2971236  29500 544484    0    0     0 16472 42776 12622 45 25 30  0  0 2026-09-22 11:18:36
 3  0      0 2962344  29500 548568    0    0     0 24180 46437 11168 53 26 21  0  0 2026-09-22 11:18:37
 3  0      0 2953684  29500 555424    0    0     0 51108 45478 11486 50 25 25  1  0 2026-09-22 11:18:38
 3  0      0 2950468  29500 560204    0    0     0 22024 42136 11493 42 27 31  1  0 2026-09-22 11:18:39
 3  0      0 2943268  29536 568304    0    0     0 35472 42447 11580 45 26 28  1  0 2026-09-22 11:18:40
 4  0      0 2930892  29536 570672    0    0     0 24056 45318 10866 51 27 22  0  0 2026-09-22 11:18:41
 3  0      0 2923824  29536 578740    0    0     0 21668 47706 11009 52 29 19  0  0 2026-09-22 11:18:42
 3  0      0 2920784  29536 580336    0    0     0 17608 44707 11701 48 26 26  0  0 2026-09-22 11:18:43
 4  0      0 2905444  29540 593736    0    0     0 22956 45443 12187 48 26 25  0  0 2026-09-22 11:18:44
 1  0      0 2900816  29572 593336    0    0     0 30612 44537 11053 48 29 22  1  0 2026-09-22 11:18:45
 2  0      0 2896832  29572 598660    0    0     0 17408 45058 12234 47 26 27  0  0 2026-09-22 11:18:46
 2  0      0 2888532  29572 606320    0    0     0 26760 44885 11659 48 28 23  0  1 2026-09-22 11:18:47
 0  0      0 2880232  29572 614728    0    0     0 22908 46089 13137 46 25 29  0  0 2026-09-22 11:18:48
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  2      0 2878216  29612 617132    0    0     0 36224 46273 15835 35 31 34  0  0 2026-09-22 11:18:49
 0  0      0 2870556  29612 619724    0    0     0 34424 49380 16639 37 27 34  1  0 2026-09-22 11:18:50
 1  0      0 2865068  29612 630956    0    0     0 23632 45952 15162 35 25 40  0  0 2026-09-22 11:18:51
 2  0      0 2856640  29612 640068    0    0     0 26416 48429 16961 34 28 37  0  0 2026-09-22 11:18:52
 0  0      0 2847480  29612 646232    0    0     0 20584 48202 17289 38 24 38  0  0 2026-09-22 11:18:53
 1  3      0 2838796  29648 654216    0    0     0 37040 44408 16162 32 27 41  1  0 2026-09-22 11:18:54
 1  0      0 2830440  29648 664020    0    0     0 16408 43988 16844 36 19 44  0  0 2026-09-22 11:18:55
 2  0      0 2817900  29648 673776    0    0     0 30528 46747 15142 40 26 34  0  0 2026-09-22 11:18:56
 1  0      0 2815104  29648 674036    0    0     0 27220 46046 16369 35 27 38  0  0 2026-09-22 11:18:57
 0  0      0 2804504  29648 684184    0    0     0 26280 45695 16651 35 24 40  0  0 2026-09-22 11:18:58
 2  0      0 2798876  29684 687684    0    0     0 32128 46339 16489 32 27 42  0  0 2026-09-22 11:18:59
 1  0      0 2791372  29684 698032    0    0     0 41144 46257 16059 35 29 35  1  0 2026-09-22 11:19:00
 2  0      0 2790776  29684 697568    0    0     0 28060 46274 16545 30 31 39  0  0 2026-09-22 11:19:01
 2  0      0 2779840  29684 703932    0    0     0 38396 50593 14982 41 30 28  0  1 2026-09-22 11:19:02
 1  0      0 2774480  29684 710600    0    0     0 22992 48506 16645 33 29 38  0  0 2026-09-22 11:19:03
 1  0      0 2762668  29720 719528    0    0     0 49468 50535 15366 42 30 27  0  0 2026-09-22 11:19:04
 1  0      0 2759280  29720 723160    0    0     0 24648 45859 16600 34 26 39  0  0 2026-09-22 11:19:05
 2  0      0 2748524  29720 730244    0    0     0 28524 46698 16447 33 29 38  0  0 2026-09-22 11:19:06
 1  0      0 2743120  29720 734596    0    0     0 22668 43025 16798 28 25 48  0  0 2026-09-22 11:19:07
 2  0      0 2734300  29720 743328    0    0     0 33120 47160 16731 38 26 37  0  0 2026-09-22 11:19:08
 1  0      0 2728056  29760 746988    0    0     0 145464 47603 14996 34 33 30  2  0 2026-09-22 11:19:09
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2722208  29760 752476    0    0     0 40332 46713 15292 32 29 38  1  0 2026-09-22 11:19:10
 0  0      0 2720924  29760 754300    0    0     0 39896 49420 16018 34 35 31  0  0 2026-09-22 11:19:11
 2  0      0 2711712  29760 763336    0    0     0 24340 43281 16754 30 24 46  0  0 2026-09-22 11:19:12
 0  0      0 2708036  29760 765788    0    0     0 36660 47142 15771 37 29 34  0  0 2026-09-22 11:19:13
 2  0      0 2705076  29804 770088    0    0     0 39176 45207 15923 35 26 40  1  0 2026-09-22 11:19:14
 1  0      0 2699460  29804 773932    0    0     0 34148 47368 15538 35 29 36  0  0 2026-09-22 11:19:15
 0  0      0 2744952  29804 767656    0    0     0 10140 23026 5969 13 14 73  0  0 2026-09-22 11:19:16
 2  1      0 2730344  30180 767616    0    0   376     0  409  842  6  2 92  0  0 2026-09-22 11:19:17
