COMMAND                   AVG_CPU%
nginx                        108.6
pidstat                        0.5
kworker/u4:1-ext4-rsv-conversion       0.4
kworker/u4:2-ext4-rsv-conversion       0.3
kworker/u4:0-ext4-rsv-conversion       0.2
rcu_sched                      0.1
kworker/u4:2-events_power_efficient       0.1
ksoftirqd/1                    0.1
ksoftirqd/0                    0.1
jbd2/nvme0n1p1-8               0.1
vmstat                         0.0
systemd-journal                0.0
systemd                        0.0
sshd                           0.0
polkitd                        0.0
