procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2322552  47208 1125756    0    0    52   202 2028  696  5  2 92  0  0 2026-09-22 09:38:25
 0  0      0 2320788  47208 1125716    0    0     0     8  605  974  3  2 96  0  0 2026-09-22 09:38:26
 0  0      0 2320788  47208 1125720    0    0     0     0   56   54  0  0 100  0  0 2026-09-22 09:38:27
 0  0      0 2320788  47208 1125720    0    0     0    12   37   45  0  0 100  0  0 2026-09-22 09:38:28
 0  0      0 2320788  47216 1125724    0    0     0    88  400  241  1  0 99  0  0 2026-09-22 09:38:29
 0  0      0 2319808  47216 1125744    0    0     0    12  539  259  0  0 99  0  0 2026-09-22 09:38:30
 0  0      0 2319808  47216 1125744    0    0     0     0   30   33  0  0 100  0  0 2026-09-22 09:38:31
 0  0      0 2319304  47216 1125768    0    0     0     8  654  401  1  0 99  0  0 2026-09-22 09:38:32
 0  0      0 2319304  47216 1125768    0    0     0     0   25   33  0  1 100  0  0 2026-09-22 09:38:33
 2  0      0 2349356  47224 1127336    0    0     0   140 30911 10760 29 14 57  0  0 2026-09-22 09:38:34
 2  0      0 2348032  47224 1130292    0    0     0     0 48794 15532 45 21 35  0  0 2026-09-22 09:38:35
 2  0      0 2346208  47224 1132968    0    0     0     0 48903 14938 43 22 34  0  0 2026-09-22 09:38:36
 2  0      0 2343264  47224 1135588    0    0     0     0 48046 15249 46 20 34  0  0 2026-09-22 09:38:37
 3  0      0 2339628  47224 1138080    0    0     0     8 48684 14442 49 18 33  0  0 2026-09-22 09:38:38
 3  0      0 2334868  47224 1140372    0    0     0    44 47470 14588 44 20 37  0  0 2026-09-22 09:38:39
 3  0      0 2329004  47224 1142464    0    0     0     0 48650 14382 43 22 35  0  0 2026-09-22 09:38:40
 3  0      0 2331136  47224 1144832    0    0     0     0 50179 14885 45 22 32  0  0 2026-09-22 09:38:41
 3  0      0 2327496  47224 1147096    0    0     0     0 49096 14777 46 21 33  0  0 2026-09-22 09:38:42
 4  1      0 2324788  47228 1149248    0    0     0    40 48950 14774 41 23 35  0  0 2026-09-22 09:38:43
