COMMAND                   AVG_CPU%
mysqld                        56.1
pidstat                        0.4
landscape-sysin                0.1
jbd2/nvme0n1p1-8               0.1
vmstat                         0.0
systemd-logind                 0.0
systemd-journal                0.0
systemd                        0.0
sshd                           0.0
packagekitd                    0.0
kworker/u4:3-events_unbound       0.0
kworker/u4:1-writeback         0.0
kworker/1:2-mm_percpu_wq       0.0
kworker/0:3-mm_percpu_wq       0.0
ksoftirqd/1                    0.0
