procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 12965352  96136 2568236    0    0    19   150 1029 1004  9  1 89  0  0 2026-09-22 09:38:26
 0  0      0 12938668  96136 2566264    0    0     0     0 2584 2469  2  2 97  0  0 2026-09-22 09:38:27
 0  0      0 12938668  96136 2566264    0    0     0     0   48   54  0  0 100  0  0 2026-09-22 09:38:28
 0  0      0 12938668  96136 2566268    0    0     0     0   33   38  0  0 100  0  0 2026-09-22 09:38:29
 0  0      0 12934636  96136 2566268    0    0     0     0 2077 2868  0  0 100  0  0 2026-09-22 09:38:30
 0  0      0 12934132  96136 2566268    0    0     0  1580  303  413  0  0 100  0  0 2026-09-22 09:38:31
 0  0      0 12932368  96136 2566268    0    0     0     0 1191 1618  0  0 100  0  0 2026-09-22 09:38:32
 0  0      0 12932368  96136 2566268    0    0     0    24   60   59  0  0 100  0  0 2026-09-22 09:38:33
 5  0      0 12907224  96136 2566268    0    0     0     0 10308 11059  4  1 95  0  0 2026-09-22 09:38:34
 2  0      0 12870404  96136 2566180    0    0     0     0 62981 60512 35  6 59  0  0 2026-09-22 09:38:35
 3  0      0 12840524  96136 2566096    0    0     0    64 62908 59577 37  6 57  0  0 2026-09-22 09:38:36
 4  0      0 12809052  96136 2566164    0    0     0     4 63636 57889 38  6 56  0  0 2026-09-22 09:38:37
 2  0      0 12777468  96136 2566576    0    0     0     0 64222 60928 39  6 56  0  0 2026-09-22 09:38:38
 5  0      0 12743344  96136 2566960    0    0     0    88 63225 58491 38  6 57  0  0 2026-09-22 09:38:39
 1  0      0 12723884  96136 2567332    0    0     0     0 64124 58525 37  5 58  0  0 2026-09-22 09:38:40
 2  0      0 12705884  96140 2567532    0    0     0    24 65009 59491 39  5 55  0  0 2026-09-22 09:38:41
 1  0      0 12694796  96140 2567644    0    0     0     0 65380 60707 38  6 57  0  0 2026-09-22 09:38:42
 4  0      0 12675668  96140 2567824    0    0     0     4 65334 59449 40  5 54  0  0 2026-09-22 09:38:43
 2  0      0 12671188  96140 2567928    0    0     0    76 64194 59758 37  7 56  0  0 2026-09-22 09:38:44
 2  0      0 12658112  96140 2568084    0    0     0    84 65066 59607 39  6 55  0  0 2026-09-22 09:38:45
 3  0      0 12633256  96144 2568212    0    0     0    24 66835 58811 39  6 54  0  0 2026-09-22 09:38:46
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 2  0      0 12622644  96144 2568320    0    0     0     0 64220 58737 41  5 55  0  0 2026-09-22 09:38:47
 7  0      0 12614412  96144 2568480    0    0     0     0 66111 62233 38  5 57  0  0 2026-09-22 09:38:48
 4  0      0 12598376  96144 2568636    0    0     0     4 64013 56603 39  6 55  0  0 2026-09-22 09:38:49
 2  0      0 12581268  96144 2568928    0    0     0   180 63346 55721 40  6 54  0  0 2026-09-22 09:38:50
 4  0      0 12570992  96148 2569020    0    0     0    24 64894 59054 37  7 57  0  0 2026-09-22 09:38:51
 2  0      0 12562172  96148 2569156    0    0     0     0 64429 58256 40  5 55  0  0 2026-09-22 09:38:52
 8  0      0 12554656  96148 2569328    0    0     0     0 64576 59608 38  7 55  0  0 2026-09-22 09:38:53
 3  0      0 12530648  96148 2569508    0    0     0     0 64666 56994 42  6 52  0  0 2026-09-22 09:38:54
 1  0      0 12528632  96148 2569692    0    0     0   312 64408 59920 38  6 56  0  0 2026-09-22 09:38:55
 8  0      0 12521432  96148 2569768    0    0     0    24 61745 55613 40  6 55  0  0 2026-09-22 09:38:56
 2  0      0 12511900  96148 2570004    0    0     0     0 64507 57696 42  6 52  0  0 2026-09-22 09:38:57
 7  0      0 12503108  96148 2570072    0    0     0     0 65352 59997 38  7 55  0  0 2026-09-22 09:38:58
 8  0      0 12493140  96148 2570240    0    0     0     0 62187 54334 43  5 52  0  0 2026-09-22 09:38:59
 1  0      0 12481860  96148 2570352    0    0     0   300 64784 58143 40  6 54  0  0 2026-09-22 09:39:00
 2  0      0 12479904  96152 2570504    0    0     0    24 64289 58740 40  5 55  0  0 2026-09-22 09:39:01
 2  0      0 12471644  96152 2570680    0    0     0    88 61284 53192 43  6 51  0  0 2026-09-22 09:39:02
 2  0      0 12468904  96152 2570748    0    0     0     0 64808 59493 38  6 56  0  0 2026-09-22 09:39:03
 3  0      0 12462912  96152 2570928    0    0     0     4 65394 59637 39  6 54  0  0 2026-09-22 09:39:04
 8  0      0 12458488  96152 2571092    0    0     0   292 64697 58670 38  6 57  0  0 2026-09-22 09:39:05
 2  0      0 12448240  96152 2571292    0    0     0     8 59494 49057 43  6 51  0  0 2026-09-22 09:39:06
 7  0      0 12446532  96152 2571320    0    0     0    44 63744 57826 38  6 55  0  0 2026-09-22 09:39:07
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 2  0      0 12447052  96152 2571360    0    0     0     0 67335 62380 41  6 53  0  0 2026-09-22 09:39:08
 5  0      0 12446784  96152 2571396    0    0     0     0 66592 60186 39  7 54  0  0 2026-09-22 09:39:09
 3  0      0 12447068  96152 2571388    0    0     0   208 64094 56005 43  7 50  0  0 2026-09-22 09:39:10
 2  0      0 12451192  96152 2571364    0    0     0     0 67109 61126 39  7 55  0  0 2026-09-22 09:39:11
 1  0      0 12460416  96152 2571108    0    0     0    28 61671 54720 43  6 51  0  0 2026-09-22 09:39:12
 4  0      0 12463004  96152 2570884    0    0     0     0 66274 62058 39  6 56  0  0 2026-09-22 09:39:13
 8  0      0 12470408  96152 2570688    0    0     0     0 64487 59710 40  4 56  0  0 2026-09-22 09:39:14
 3  0      0 12469916  96152 2570488    0    0     0   212 62464 56615 40  5 54  0  0 2026-09-22 09:39:15
 5  0      0 12470444  96152 2570352    0    0     0     0 66966 62600 38  6 56  0  0 2026-09-22 09:39:16
 3  0      0 12471068  96152 2570344    0    0     0    56 63014 57247 43  6 50  0  0 2026-09-22 09:39:17
 2  0      0 12475640  96152 2570360    0    0     0     4 66608 61915 37  6 57  0  0 2026-09-22 09:39:18
 5  0      0 12475616  96152 2570392    0    0     0     0 62867 57439 40  6 54  0  0 2026-09-22 09:39:19
 2  0      0 12475552  96152 2570356    0    0     0   212 62223 56359 42  4 53  0  0 2026-09-22 09:39:20
 1  0      0 12475808  96152 2570360    0    0     0     0 65091 61423 38  6 56  0  0 2026-09-22 09:39:21
 3  0      0 12475808  96152 2570392    0    0     0    24 63913 59410 41  6 53  0  0 2026-09-22 09:39:22
 7  0      0 12475812  96152 2570436    0    0     0     0 66257 62511 39  7 54  0  0 2026-09-22 09:39:23
 8  0      0 12482564  96152 2570436    0    0     0     4 65562 59308 41  6 53  0  0 2026-09-22 09:39:24
 7  0      0 12481104  96152 2570444    0    0     0   212 63779 58204 42  6 52  0  0 2026-09-22 09:39:25
 8  0      0 12480852  96152 2570488    0    0     0     0 64317 59600 40  6 54  0  0 2026-09-22 09:39:26
 4  0      0 12485052  96152 2570516    0    0     0    24 65253 60326 41  6 53  0  0 2026-09-22 09:39:27
 8  0      0 12484644  96152 2570488    0    0     0     0 59600 52019 42 11 47  0  0 2026-09-22 09:39:28
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 8  0      0 12484644  96152 2570524    0    0     0     0 52010 38323 38 36 26  0  0 2026-09-22 09:39:29
 1  0      0 12483636  96152 2570532    0    0     0     4 47866 32947 42 33 25  0  0 2026-09-22 09:39:30
