procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 2471024  43768 1097560    0    0     0     4   41   44  1  0 100  0  0 2026-09-22 08:51:26
 0  0      0 2471024  43768 1097560    0    0     0     8   39   30  0  0 100  0  0 2026-09-22 08:51:27
 0  0      0 2471024  43768 1097560    0    0     0     0   26   32  0  0 100  0  0 2026-09-22 08:51:28
 0  0      0 2471024  43768 1097560    0    0     0     0   27   22  0  0 100  0  0 2026-09-22 08:51:29
 0  0      0 2471024  43776 1097552    0    0     0    16   36   48  0  0 100  0  0 2026-09-22 08:51:30
 0  0      0 2471024  43776 1097552    0    0     0     0   32   24  0  0 100  0  0 2026-09-22 08:51:31
 0  0      0 2471024  43776 1097560    0    0     0     0   43   46  0  0 100  0  0 2026-09-22 08:51:32
 0  0      0 2471024  43776 1097560    0    0     0     8   38   32  0  0 100  0  0 2026-09-22 08:51:33
 0  0      0 2471024  43776 1097560    0    0     0     0   35   43  0  0 100  0  0 2026-09-22 08:51:34
 0  0      0 2471024  43784 1097552    0    0     0    16   37   44  0  0 100  1  0 2026-09-22 08:51:35
 0  0      0 2471024  43784 1097568    0    0     0    56   37   30  0  0 100  0  0 2026-09-22 08:51:36
 0  0      0 2471024  43784 1097568    0    0     0     0   32   36  0  0 100  0  0 2026-09-22 08:51:37
 0  0      0 2471024  43784 1097568    0    0     0     0   30   36  0  0 100  0  0 2026-09-22 08:51:38
 0  0      0 2471024  43784 1097568    0    0     0    16   37   39  0  0 100  0  0 2026-09-22 08:51:39
 0  0      0 2471024  43792 1097560    0    0     0    24   35   42  0  0 100  0  0 2026-09-22 08:51:40
 0  0      0 2471024  43792 1097568    0    0     0     0   31   26  0  0 99  0  0 2026-09-22 08:51:41
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 2471024  43792 1097568    0    0     0     0   41   36  0  0 100  0  0 2026-09-22 08:51:42
 0  0      0 2471024  43792 1097568    0    0     0     0   26   29  0  0 100  0  0 2026-09-22 08:51:43
 0  0      0 2471024  43792 1097568    0    0     0     0   25   28  0  1 100  0  0 2026-09-22 08:51:44
 0  0      0 2471024  43800 1097560    0    0     0    24   49   50  0  0 100  0  0 2026-09-22 08:51:45
 0  0      0 2471024  43800 1097568    0    0     0     8   38   33  0  0 100  0  0 2026-09-22 08:51:46
 0  0      0 2471024  43800 1097568    0    0     0     0   27   36  0  0 100  0  0 2026-09-22 08:51:47
 0  0      0 2471024  43800 1097568    0    0     0     0   38   37  0  0 100  0  0 2026-09-22 08:51:48
 0  0      0 2471024  43800 1097568    0    0     0     0   25   27  0  0 100  0  0 2026-09-22 08:51:49
 0  0      0 2471024  43808 1097560    0    0     0    16   37   47  0  0 100  0  0 2026-09-22 08:51:50
 0  0      0 2471024  43808 1097568    0    0     0     8   39   37  0  0 100  0  0 2026-09-22 08:51:51
 0  0      0 2471024  43808 1097568    0    0     0     0   24   31  0  0 100  0  0 2026-09-22 08:51:52
 0  0      0 2471024  43808 1097568    0    0     0     0   39   30  0  0 100  0  0 2026-09-22 08:51:53
 0  0      0 2471024  43808 1097568    0    0     0     0   27   30  0  0 100  0  0 2026-09-22 08:51:54
 0  0      0 2471024  43816 1097560    0    0     0    20   53   76  0  0 99  0  0 2026-09-22 08:51:55
 0  0      0 2471024  43816 1097568    0    0     0     0   38   36  0  0 100  0  0 2026-09-22 08:51:56
 0  0      0 2471024  43816 1097568    0    0     0     8   43   38  0  1 100  0  0 2026-09-22 08:51:57
 0  0      0 2471024  43816 1097568    0    0     0     0   30   36  0  0 100  0  0 2026-09-22 08:51:58
 0  0      0 2471024  43816 1097568    0    0     0     0   27   26  0  0 100  0  0 2026-09-22 08:51:59
 0  0      0 2471024  43824 1097560    0    0     0    16   45   45  0  0 100  0  0 2026-09-22 08:52:00
 0  0      0 2471024  43824 1097568    0    0     0     0   35   32  0  0 100  0  0 2026-09-22 08:52:01
 0  0      0 2471024  43824 1097568    0    0     0     0   85   95  0  1 100  0  0 2026-09-22 08:52:02
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 2471024  43824 1097568    0    0     0     8   39   37  0  0 100  0  0 2026-09-22 08:52:03
 0  0      0 2471024  43824 1097568    0    0     0     0   39   41  0  1 100  0  0 2026-09-22 08:52:04
 0  0      0 2471024  43832 1097560    0    0     0    40   42   48  0  0 100  0  0 2026-09-22 08:52:05
 0  0      0 2471024  43832 1097568    0    0     0    24   42   42  0  0 100  0  0 2026-09-22 08:52:06
 0  0      0 2471024  43832 1097568    0    0     0     0   32   34  0  0 100  0  0 2026-09-22 08:52:07
 0  0      0 2471024  43832 1097568    0    0     0     0   30   32  0  0 100  0  0 2026-09-22 08:52:08
 0  0      0 2471024  43832 1097568    0    0     0     8   38   30  0  0 100  0  0 2026-09-22 08:52:09
 0  0      0 2471024  43840 1097568    0    0     0    16   37   46  0  0 100  0  0 2026-09-22 08:52:10
 0  0      0 2471024  43840 1097568    0    0     0     0   31   37  0  0 100  0  0 2026-09-22 08:52:11
