COMMAND                   AVG_CPU%
nginx                        106.7
pidstat                        0.4
kworker/u4:0-ext4-rsv-conversion       0.4
kworker/u4:3-ext4-rsv-conversion       0.3
systemd-timedat                0.1
rcu_sched                      0.1
kworker/u4:4-ext4-rsv-conversion       0.1
kworker/u4:0-writeback         0.1
ksoftirqd/1                    0.1
ksoftirqd/0                    0.1
jbd2/nvme0n1p1-8               0.1
vmstat                         0.0
systemd-logind                 0.0
systemd                        0.0
sshd                           0.0
