COMMAND                   AVG_CPU%
isupipe                      110.0
systemd-journal                1.0
pidstat                        0.6
rsyslogd                       0.4
rcu_sched                      0.1
mysql                          0.1
kworker/u4:2-ext4-rsv-conversion       0.1
kworker/u4:0-ext4-rsv-conversion       0.1
ksoftirqd/1                    0.1
ksoftirqd/0                    0.1
vmstat                         0.0
systemd                        0.0
kworker/u4:3-ext4-rsv-conversion       0.0
kworker/u4:2-events_unbound       0.0
kworker/u4:0-writeback         0.0
