COMMAND                   AVG_CPU%
nginx                        105.7
pidstat                        0.6
ksoftirqd/1                    0.1
ksoftirqd/0                    0.1
vmstat                         0.0
systemd-logind                 0.0
systemd-journal                0.0
systemd                        0.0
sshd                           0.0
rcu_sched                      0.0
landscape-sysin                0.0
kworker/u4:3-writeback         0.0
kworker/u4:3-ext4-rsv-conversion       0.0
kworker/u4:2-writeback         0.0
kworker/u4:2-ext4-rsv-conversion       0.0
