procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 3287988  13020 304796    0    0  6796   166  625 1196 10 23 62  4  1 2026-09-22 11:35:01
 0  0      0 3283720  13020 305016    0    0     0     4  607  948  2  3 96  0  0 2026-09-22 11:35:02
 0  0      0 3283720  13024 305088    0    0    16     0  137  183  1  1 99  0  0 2026-09-22 11:35:03
 0  0      0 3283720  13024 305088    0    0     0     0   39   56  0  0 100  0  0 2026-09-22 11:35:04
 0  0      0 3283496  13180 305132    0    0   172     8  954  483  1  0 98  0  0 2026-09-22 11:35:05
 1  0      0 3283496  13192 305148    0    0     0   132   67   61  0  1 100  0  0 2026-09-22 11:35:06
 1  0      0 3283496  13196 305144    0    0     4    72  324  218  0  1 100  0  0 2026-09-22 11:35:07
 1  0      0 3283496  13196 305216    0    0     0     0  311  229  0  0 100  0  0 2026-09-22 11:35:08
 1  0      0 3283496  13196 305216    0    0     0     0   39   40  0  0 100  0  0 2026-09-22 11:35:09
 4  0      0 3262384  16720 320952    0    0  7920  7668 30828 8863 27 17 29 28  0 2026-09-22 11:35:10
 3  0      0 3235052  18160 337160    0    0  5384 14900 42048 10296 37 22 19 21  0 2026-09-22 11:35:11
 3  0      0 3214592  18668 350788    0    0  2476 16824 45353 14854 42 24 26 10  0 2026-09-22 11:35:12
 3  0      0 3198084  19032 364612    0    0  1812 13792 46137 14284 42 24 28  6  0 2026-09-22 11:35:13
 5  0      0 3179904  19352 373892    0    0  1712 12580 45477 13425 42 24 29  5  0 2026-09-22 11:35:14
 2  0      0 3160008  19640 388212    0    0  1712 21364 48026 13046 46 26 23  4  0 2026-09-22 11:35:15
 3  0      0 3149256  19920 394772    0    0  1488 24044 47575 13796 46 25 25  4  0 2026-09-22 11:35:16
 3  0      0 3135688  20120 405768    0    0  1216 20184 46005 13952 40 27 30  4  0 2026-09-22 11:35:17
 3  0      0 3115648  20340 421120    0    0  1492 24636 46168 12996 41 30 26  4  0 2026-09-22 11:35:18
 2  0      0 3108748  20508 425532    0    0  1184 21120 47591 13410 44 26 27  3  0 2026-09-22 11:35:19
 3  0      0 3095420  20720 438908    0    0  1284 24060 44636 12641 42 28 26  4  0 2026-09-22 11:35:20
 4  0      0 3088720  20900 444180    0    0   928 34868 47520 11953 46 29 22  3  0 2026-09-22 11:35:21
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 4  0      0 3075800  21080 455360    0    0   836 24524 45149 13177 41 29 27  2  0 2026-09-22 11:35:22
 5  0      0 3069288  21176 461024    0    0   544 21696 46025 12873 47 25 27  2  0 2026-09-22 11:35:23
 3  0      0 3056500  21260 469716    0    0   468 25880 46850 12450 47 27 25  1  0 2026-09-22 11:35:24
 3  0      0 3051216  21316 475764    0    0   424 18508 47260 13320 47 25 26  2  0 2026-09-22 11:35:25
