procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 999272  83852 1679880    0    0    89   623  558  587  4  1 94  1  0 2026-09-22 09:08:10
 0  1      0 998768  83972 1679808    0    0     0  8072 1254 2358  0  1 88 11  0 2026-09-22 09:08:11
 1  0      0 996752  84408 1681396    0    0     0 14916 13114 20227 12  5 52 31  1 2026-09-22 09:08:12
 0  1      0 994000  84736 1691052    0    0     0 34216 7253 12683 12  3 55 30  0 2026-09-22 09:08:13
 1  0      0 952224  84924 1697416    0    0     0 21364 4631 6598 26  3 58 13  0 2026-09-22 09:08:14
 0  0      0 951972  84924 1697780    0    0     0   884 2884 2618  3  2 94  1  0 2026-09-22 09:08:15
 0  0      0 951972  84928 1697780    0    0     0   568  287  487  0  0 99  1  0 2026-09-22 09:08:16
 1  0      0 951468  85056 1698024    0    0     0  7468 1838 2895  1  1 89  9  0 2026-09-22 09:08:17
 1  0      0 951468  85084 1698024    0    0     0  1904  487  852  1  0 99  1  0 2026-09-22 09:08:18
 8  0      0 941136  85284 1704676    0    0     0 19476 10708 11475 27  8 58  8  0 2026-09-22 09:08:19
14  1      0 918448  85328 1719988    0    0     0 17812 24917 22979 66 20 13  1  0 2026-09-22 09:08:20
11  0      0 897272  85364 1734116    0    0     0 10396 27112 28623 78 18  4  1  0 2026-09-22 09:08:21
 9  0      0 876608  85408 1748360    0    0     0 15412 25955 27125 77 19  4  1  0 2026-09-22 09:08:22
15  0      0 856948  85444 1761756    0    0     0 16912 27377 28569 81 16  3  1  0 2026-09-22 09:08:23
13  1      0 835808  85516 1775972    0    0     0 21816 27500 30099 80 17  3  1  0 2026-09-22 09:08:24
12  0      0 816652  85532 1789416    0    0     0 12760 27702 29446 81 16  3  0  0 2026-09-22 09:08:25
13  0      0 797488  85580 1802500    0    0     0 23636 24370 26823 83 15  1  1  0 2026-09-22 09:08:26
 7  0      0 776560  85588 1817264    0    0     0 19484 26958 29530 81 17  2  1  0 2026-09-22 09:08:27
10  0      0 757156  85608 1830468    0    0     0 17500 25626 28862 79 19  2  1  0 2026-09-22 09:08:28
 2  1      0 738508  85708 1843468    0    0     0 16420 24281 26412 75 16  3  5  0 2026-09-22 09:08:29
11  0      0 717088  85748 1858212    0    0     0 14472 27681 29840 79 18  3  1  0 2026-09-22 09:08:30
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 9  0      0 697684  85776 1871408    0    0     0 20408 27142 29435 79 19  2  1  0 2026-09-22 09:08:31
16  0      0 683044  85804 1879508    0    0     0 13372 27368 30091 76 22  2  1  0 2026-09-22 09:08:32
 9  0      0 668680  85844 1887612    0    0     0 19480 25637 28061 87 12  1  0  0 2026-09-22 09:08:33
