COMMAND                   AVG_CPU%
mysqld                       161.7
pidstat                        0.4
kworker/u4:1+flush-259:0       0.1
jbd2/nvme0n1p1-8               0.1
vmstat                         0.0
systemd-journal                0.0
rsyslogd                       0.0
kworker/u4:2-flush-259:0       0.0
kworker/u4:1-ext4-rsv-conversion       0.0
kworker/u4:1-events_unbound       0.0
kworker/u4:1-events_power_efficient       0.0
kworker/u4:0-writeback         0.0
kworker/u4:0-ext4-rsv-conversion       0.0
kworker/1:2-mm_percpu_wq       0.0
kworker/1:2-events             0.0
