COMMAND                   AVG_CPU%
nginx                        110.4
pidstat                        0.5
landscape-sysin                0.5
rcu_sched                      0.1
ksoftirqd/1                    0.1
ksoftirqd/0                    0.1
systemd-journal                0.0
systemd                        0.0
sshd                           0.0
multipathd                     0.0
kworker/u4:3-events_power_efficient       0.0
kworker/u4:2+flush-259:0       0.0
kworker/u4:2-ext4-rsv-conversion       0.0
kworker/u4:2-events_unbound       0.0
dbus-daemon                    0.0
