procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2486188  41804 1095340    0    0   269   482  159  254  2  1 95  2  0 2026-09-22 08:29:09
 0  0      0 2485684  41804 1095332    0    0     0     0  137  193  0  1 99  0  0 2026-09-22 08:29:10
 0  0      0 2485684  41804 1095312    0    0     0     0   28   34  0  0 100  0  1 2026-09-22 08:29:11
 0  0      0 2485684  41804 1095312    0    0     0     0   28   36  0  0 100  0  0 2026-09-22 08:29:12
 0  0      0 2485684  41804 1095312    0    0     0    16   39   41  0  0 100  0  0 2026-09-22 08:29:13
 0  0      0 2485684  41804 1095312    0    0     0     0   25   32  0  0 100  0  0 2026-09-22 08:29:14
 0  0      0 2485684  41816 1095312    0    0     0    68   57   65  0  0 100  0  0 2026-09-22 08:29:15
 0  0      0 2485684  41816 1095312    0    0     0     0   33   33  0  0 100  0  0 2026-09-22 08:29:16
 0  0      0 2485684  41816 1095312    0    0     0     0   35   41  0  0 100  0  0 2026-09-22 08:29:17
 0  0      0 2485684  41816 1095312    0    0     0     0   28   35  0  0 100  0  0 2026-09-22 08:29:18
 0  0      0 2485684  41816 1095312    0    0     0     0   24   34  0  0 100  0  0 2026-09-22 08:29:19
 0  0      0 2485684  41824 1095312    0    0     0    60   42   45  0  0 100  0  0 2026-09-22 08:29:20
 0  0      0 2485684  41824 1095312    0    0     0     8   39   40  0  0 100  0  0 2026-09-22 08:29:21
 0  0      0 2485684  41824 1095312    0    0     0     0   36   44  0  0 100  0  0 2026-09-22 08:29:22
 0  0      0 2485684  41824 1095312    0    0     0     0   25   28  0  0 100  0  0 2026-09-22 08:29:23
 0  0      0 2485684  41824 1095312    0    0     0     0   36   40  0  0 100  0  0 2026-09-22 08:29:24
 0  0      0 2485684  41832 1095312    0    0     0    16   49   57  0  0 100  0  0 2026-09-22 08:29:25
 0  0      0 2485684  41832 1095312    0    0     0     0   49   52  0  0 100  0  0 2026-09-22 08:29:26
 0  0      0 2485684  41832 1095312    0    0     0     8   51   47  0  0 100  0  0 2026-09-22 08:29:27
 0  0      0 2485684  41832 1095312    0    0     0     0   26   31  0  0 100  0  0 2026-09-22 08:29:28
 0  0      0 2485684  41832 1095312    0    0     0     0   25   26  0  0 100  0  0 2026-09-22 08:29:29
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
