procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 13633716  29856 1810796    0    0    87   229  137  113  9  2 89  1  0 2026-09-22 08:29:09
 1  0      0 13697288  29856 1810188    0    0     0     4 3428 2987 12  3 85  0  0 2026-09-22 08:29:10
 1  0      0 13742924  29856 1739844    0    0     0     0  686  343 12  1 87  0  0 2026-09-22 08:29:11
 1  0      0 13667320  30304 1811408    0    0     4  7656 2459 2365  6  4 87  3  0 2026-09-22 08:29:12
 1  0      0 13633552  30304 1811692    0    0     0    60  526  194 12  1 88  0  0 2026-09-22 08:29:13
 1  0      0 13616188  30304 1811584    0    0     0     0 1015  491 12  1 87  0  0 2026-09-22 08:29:14
 1  0      0 13610644  30304 1811572    0    0     0     0 1364  618 10  2 87  0  0 2026-09-22 08:29:15
 1  0      0 13609648  30304 1811632    0    0     0     8 1335  624 10  2 87  0  0 2026-09-22 08:29:16
 1  0      0 13749764  30308 1740592    0    0     0   132  890  548 11  1 88  0  0 2026-09-22 08:29:17
 0  1      0 13735668  30632 1740736    0    0   148  2200 1541 1240 10  2 87  1  0 2026-09-22 08:29:18
 1  0      0 13631548  30656 1811764    0    0     0   868 1335  933 10  3 87  0  0 2026-09-22 08:29:19
 1  0      0 13606864  30656 1811764    0    0     0     0  449  199 12  0 87  0  0 2026-09-22 08:29:20
 1  0      0 13601584  30656 1811780    0    0     0     0 1308  661 11  2 87  0  0 2026-09-22 08:29:21
 1  0      0 13599832  30656 1811768    0    0     0     0 1297  644 10  2 87  0  0 2026-09-22 08:29:22
 1  0      0 13675176  30656 1811240    0    0     0     4 1406  873  9  2 88  0  0 2026-09-22 08:29:23
 1  0      0 13741900  30664 1740716    0    0     0   108  572  301 12  1 87  0  0 2026-09-22 08:29:24
 1  0      0 13607704  31544 1874004    0    0   408 66760 4852 6846  6  4 87  3  0 2026-09-22 08:29:25
 1  0      0 13577660  31544 1874216    0    0     0     0 1324 1209 12  1 87  0  0 2026-09-22 08:29:26
 1  0      0 13548704  31544 1874288    0    0     0     0  833  427 11  1 87  0  0 2026-09-22 08:29:27
 1  0      0 13540388  31544 1874244    0    0     0     0 1345  656 10  3 87  0  0 2026-09-22 08:29:28
 1  0      0 13539644  31544 1874276    0    0     0     0 1348  620 11  2 88  0  0 2026-09-22 08:29:29
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 13605676  31544 1873536    0    0     0   116 1235  704 11  2 88  0  0 2026-09-22 08:29:30
 1  0      0 13680592  31544 1803328    0    0     0    40 1159  890 11  2 87  0  0 2026-09-22 08:29:31
 1  0      0 13611268  32356 1808860    0    0   396  7056 3050 3346  8  3 87  2  0 2026-09-22 08:29:32
 1  0      0 13562564  32356 1879444    0    0     0     0 1039  795 10  2 87  0  0 2026-09-22 08:29:33
 1  0      0 13536368  32356 1879460    0    0     0     0  581  247 12  1 88  0  0 2026-09-22 08:29:34
 1  0      0 13531364  32356 1879444    0    0     0     4 1340  662 10  2 87  0  0 2026-09-22 08:29:35
 1  0      0 13527596  32356 1879440    0    0     0     0 2033 1603 11  2 87  0  0 2026-09-22 08:29:36
 1  0      0 13594016  32356 1878736    0    0     0     4 1772 1364 10  2 88  0  0 2026-09-22 08:29:37
 1  0      0 13668212  32364 1808380    0    0     0   124 1237 1096 12  1 87  0  0 2026-09-22 08:29:38
 0  1      0 13493876  33908 1952408    0    0   296 142200 11111 17471  8  4 85  3  0 2026-09-22 08:29:39
 0  1      0 13402360  42908 2021420    0    0   280 56336 34241 55563  4  7 85  4  0 2026-09-22 08:29:40
 0  1      0 13356112  48872 2056440    0    0     0 24480 20611 34684  2  4 86  8  0 2026-09-22 08:29:41
