procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2354944  42428 1227104    0    0   274   544  193  304  2  1 94  2  0 2026-09-22 08:29:09
 0  0      0 2354692  42428 1227084    0    0     0     0  120  165  0  1 100  0  0 2026-09-22 08:29:10
 0  0      0 2354692  42428 1227084    0    0     0     0   26   44  0  0 100  0  0 2026-09-22 08:29:11
 0  0      0 2354692  42428 1227084    0    0     0     0   25   40  0  0 100  0  0 2026-09-22 08:29:12
 0  0      0 2354692  42428 1227084    0    0     0     0   24   34  0  0 100  0  0 2026-09-22 08:29:13
 0  0      0 2354692  42436 1227076    0    0     0    92   45   64  0  0 99  0  0 2026-09-22 08:29:14
 0  0      0 2354692  42436 1227084    0    0     0     8   35   39  0  0 100  0  0 2026-09-22 08:29:15
 0  0      0 2354692  42436 1227084    0    0     0     0   23   35  0  0 100  0  0 2026-09-22 08:29:16
 0  0      0 2354692  42436 1227084    0    0     0     0   30   32  0  0 100  0  0 2026-09-22 08:29:17
 0  0      0 2354692  42436 1227084    0    0     0     0   25   32  0  0 100  0  0 2026-09-22 08:29:18
 0  0      0 2354692  42436 1227084    0    0     0     0   22   31  0  0 100  0  0 2026-09-22 08:29:19
 0  0      0 2354692  42444 1227084    0    0     0    28   36   37  0  0 100  0  0 2026-09-22 08:29:20
 0  0      0 2354692  42444 1227084    0    0     0     8   45   46  0  0 100  0  0 2026-09-22 08:29:21
 0  0      0 2354692  42444 1227084    0    0     0     0   54   58  0  0 100  0  0 2026-09-22 08:29:22
 0  0      0 2354692  42444 1227084    0    0     0     0   21   28  0  0 100  0  0 2026-09-22 08:29:23
 0  0      0 2354692  42444 1227084    0    0     0     0   39   41  0  0 100  0  0 2026-09-22 08:29:24
 0  0      0 2354692  42452 1227084    0    0     0    16   45   45  1  0 100  0  0 2026-09-22 08:29:25
 0  0      0 2354692  42452 1227084    0    0     0     0   24   36  0  0 100  0  0 2026-09-22 08:29:26
 0  0      0 2354692  42452 1227084    0    0     0     8   41   46  0  0 100  0  0 2026-09-22 08:29:27
 0  0      0 2354692  42452 1227084    0    0     0     0   40   47  0  0 100  0  0 2026-09-22 08:29:28
 1  0      0 2354692  42452 1227084    0    0     0     0   39   39  0  0 100  0  0 2026-09-22 08:29:29
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2354692  42460 1227084    0    0     0    16   37   44  0  0 100  0  0 2026-09-22 08:29:30
 1  0      0 2354692  42460 1227084    0    0     0     0   25   30  0  0 100  0  0 2026-09-22 08:29:31
 1  0      0 2354692  42460 1227084    0    0     0     0   32   35  0  0 100  0  0 2026-09-22 08:29:32
 1  0      0 2354692  42460 1227084    0    0     0   548   78   97  0  0 100  1  0 2026-09-22 08:29:33
 1  0      0 2354692  42460 1227084    0    0     0     0   35   42  0  0 100  0  0 2026-09-22 08:29:34
 1  0      0 2354692  42468 1227084    0    0     0    24   30   34  0  0 100  0  0 2026-09-22 08:29:35
 1  0      0 2354692  42468 1227084    0    0     0     0   22   28  0  0 100  0  0 2026-09-22 08:29:36
 0  0      0 2354692  42468 1227084    0    0     0     0   27   36  0  0 100  0  0 2026-09-22 08:29:37
 0  0      0 2354692  42468 1227084    0    0     0     0   28   34  0  0 100  0  0 2026-09-22 08:29:38
 0  1      0 2354692  42472 1227080    0    0     0    20   35   40  0  0 100  0  0 2026-09-22 08:29:39
 0  0      0 2354692  42476 1227084    0    0     0     4   33   40  0  0 100  0  0 2026-09-22 08:29:40
 0  0      0 2354692  42476 1227084    0    0     0     0   34   38  0  0 100  0  0 2026-09-22 08:29:41
 0  0      0 2354692  42476 1227084    0    0     0     0   24   30  0  0 100  0  0 2026-09-22 08:29:42
 0  0      0 2354692  42476 1227084    0    0     0   480   62   82  0  0 99  1  0 2026-09-22 08:29:43
 0  1      0 2354692  42484 1227076    0    0     0    24   34   40  0  0 100  0  0 2026-09-22 08:29:44
 0  0      0 2354692  42484 1227088    0    0     0    44   44   44  0  0 100  0  0 2026-09-22 08:29:45
 0  0      0 2354692  42484 1227092    0    0     0     0   45   38  0  1 100  0  0 2026-09-22 08:29:46
 0  0      0 2354692  42484 1227092    0    0     0     0   32   28  0  0 100  0  0 2026-09-22 08:29:47
 0  0      0 2354692  42484 1227092    0    0     0     0   29   32  0  0 100  0  0 2026-09-22 08:29:48
 0  0      0 2354692  42492 1227084    0    0     0    24   29   36  0  0 100  0  0 2026-09-22 08:29:49
 0  0      0 2354692  42492 1227092    0    0     0     0   57   37  0  0 100  0  0 2026-09-22 08:29:50
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 2354692  42492 1227092    0    0     0    12   35   32  0  0 100  0  0 2026-09-22 08:29:51
 0  0      0 2354692  42492 1227092    0    0     0     0   34   35  1  0 100  0  0 2026-09-22 08:29:52
 0  0      0 2354692  42492 1227092    0    0     0     0   31   25  0  0 100  0  0 2026-09-22 08:29:53
 0  0      0 2354692  42500 1227084    0    0     0    24   44   59  0  0 100  0  0 2026-09-22 08:29:54
 0  0      0 2354692  42500 1227092    0    0     0     0   38   30  0  0 100  0  0 2026-09-22 08:29:55
 0  0      0 2354692  42500 1227092    0    0     0     0   33   34  0  0 99  0  0 2026-09-22 08:29:56
 0  0      0 2354692  42500 1227092    0    0     0     8   46   39  0  0 100  0  0 2026-09-22 08:29:57
 0  0      0 2354692  42500 1227092    0    0     0     0   46   41  0  0 100  0  0 2026-09-22 08:29:58
 0  0      0 2354692  42508 1227084    0    0     0    16   34   43  0  0 100  0  0 2026-09-22 08:29:59
 0  0      0 2354692  42508 1227092    0    0     0     0   35   34  0  1 100  0  0 2026-09-22 08:30:00
 0  0      0 2354692  42508 1227092    0    0     0     0   29   27  0  0 100  0  0 2026-09-22 08:30:01
 0  0      0 2354692  42508 1227092    0    0     0     0   86  102  0  0 99  0  0 2026-09-22 08:30:02
 0  0      0 2354692  42508 1227092    0    0     0     8   47   46  0  0 100  0  1 2026-09-22 08:30:03
 0  0      0 2354692  42516 1227084    0    0     0    40   46   54  0  0 100  0  0 2026-09-22 08:30:04
 0  0      0 2354692  42516 1227092    0    0     0     0   34   32  0  0 100  0  0 2026-09-22 08:30:05
 0  0      0 2354692  42516 1227092    0    0     0     0   30   38  1  0 100  0  0 2026-09-22 08:30:06
 0  0      0 2354692  42516 1227092    0    0     0     8   40   37  0  0 100  0  0 2026-09-22 08:30:07
 0  0      0 2354692  42516 1227092    0    0     0     0   32   32  0  0 100  0  0 2026-09-22 08:30:08
 0  0      0 2354692  42524 1227084    0    0     0    24   47   53  0  0 100  0  0 2026-09-22 08:30:09
 0  0      0 2354692  42524 1227092    0    0     0     0   36   36  0  0 100  0  0 2026-09-22 08:30:10
 0  0      0 2354692  42524 1227092    0    0     0     0   36   32  0  0 100  0  0 2026-09-22 08:30:11
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 2354692  42524 1227092    0    0     0     0   37   31  0  0 100  0  0 2026-09-22 08:30:12
 0  0      0 2354692  42524 1227092    0    0     0     0   29   24  0  0 100  0  0 2026-09-22 08:30:13
 0  0      0 2354692  42532 1227084    0    0     0    16   54   60  0  1 100  0  0 2026-09-22 08:30:14
 0  0      0 2354692  42532 1227092    0    0     0     8   35   32  0  0 100  0  0 2026-09-22 08:30:15
 0  0      0 2354692  42532 1227092    0    0     0     0   27   31  0  0 100  0  0 2026-09-22 08:30:16
 0  0      0 2354692  42532 1227092    0    0     0     0   44   36  0  0 100  0  0 2026-09-22 08:30:17
 0  0      0 2354692  42532 1227092    0    0     0     0   32   36  1  0 100  0  0 2026-09-22 08:30:18
 0  0      0 2354692  42540 1227084    0    0     0    16   33   44  0  0 100  0  0 2026-09-22 08:30:19
 0  0      0 2354692  42540 1227092    0    0     0    28   41   38  0  0 100  0  0 2026-09-22 08:30:20
 0  0      0 2354692  42540 1227096    0    0     0    12   44   37  0  0 100  0  0 2026-09-22 08:30:21
 0  0      0 2354692  42540 1227096    0    0     0     0   34   38  0  0 100  0  0 2026-09-22 08:30:22
 0  0      0 2354692  42540 1227096    0    0     0     0   24   30  0  0 100  0  0 2026-09-22 08:30:23
 0  0      0 2354692  42548 1227092    0    0     0    24   52   46  0  0 99  0  0 2026-09-22 08:30:24
 0  0      0 2354692  42548 1227100    0    0     0     0   36   32  0  0 100  0  0 2026-09-22 08:30:25
 0  0      0 2354692  42548 1227100    0    0     0     0   44   57  1  0 100  0  0 2026-09-22 08:30:26
 0  0      0 2354692  42548 1227100    0    0     0    12   49   40  0  0 100  0  0 2026-09-22 08:30:27
 0  0      0 2354692  42548 1227100    0    0     0     0   46   32  0  0 99  0  0 2026-09-22 08:30:28
 0  0      0 2354692  42556 1227092    0    0     0    24   42   40  0  0 100  0  0 2026-09-22 08:30:29
 0  0      0 2354692  42556 1227100    0    0     0     0   50   51  0  0 100  0  0 2026-09-22 08:30:30
 0  0      0 2354692  42556 1227100    0    0     0     0   36   31  0  1 100  0  0 2026-09-22 08:30:31
 0  0      0 2354692  42556 1227100    0    0     0     0   39   40  0  0 100  0  0 2026-09-22 08:30:32
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 2354692  42556 1227100    0    0     0   176   55   53  1  0 100  0  0 2026-09-22 08:30:33
 0  0      0 2354692  42564 1227100    0    0     0    16   63   64  0  0 100  0  0 2026-09-22 08:30:34
 0  0      0 2354692  42564 1227100    0    0     0     0   49   33  0  0 100  0  0 2026-09-22 08:30:35
 0  0      0 2354692  42564 1227100    0    0     0     0   28   34  0  0 100  0  0 2026-09-22 08:30:36
 0  0      0 2354692  42564 1227100    0    0     0     0   50   43  0  0 100  0  0 2026-09-22 08:30:37
 0  0      0 2354692  42564 1227100    0    0     0     0   32   39  0  0 100  0  0 2026-09-22 08:30:38
 0  0      0 2354692  42572 1227092    0    0     0    24   58   47  0  1 100  0  0 2026-09-22 08:30:39
 0  0      0 2354692  42572 1227100    0    0     0     0   42   39  0  0 100  0  0 2026-09-22 08:30:40
 0  0      0 2354692  42572 1227100    0    0     0     0   35   28  0  0 100  0  0 2026-09-22 08:30:41
 0  0      0 2354692  42572 1227100    0    0     0     0   29   36  1  0 100  0  0 2026-09-22 08:30:42
