procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2112284  21856 1072860    0    0   135  1180 1213 6985 20  9 71  0  0 2026-09-22 10:39:19
 0  0      0 2111528  21856 1072804    0    0     0     8  185  239  0  0 100  0  0 2026-09-22 10:39:20
 0  0      0 2094392  21856 1072804    0    0     0     0  688  682  3  1 95  0  0 2026-09-22 10:39:21
 0  0      0 2094392  21856 1072804    0    0     0    12 5874 4262  3  1 96  0  0 2026-09-22 10:39:22
 2  0      0 2359464  21868 831092    0    0     0   120  795  945  3  5 93  0  0 2026-09-22 10:39:23
 0  0      0 2384748  21868 792148    0    0     0    12 3764 5596  4  3 93  0  0 2026-09-22 10:39:24
 0  0      0 2384748  21868 792148    0    0     0     0   33   40  0  0 100  0  0 2026-09-22 10:39:25
 0  0      0 2383740  21868 792148    0    0     0     8  905 1416  0  0 99  0  0 2026-09-22 10:39:26
 1  0      0 2383740  21868 792224    0    0     0     0   39   49  0  1 100  0  0 2026-09-22 10:39:27
 1  0      0 2326804  21884 796408    0    0     0  1772 26602 20084 27 10 63  0  0 2026-09-22 10:39:28
 3  0      0 2265964  21884 805168    0    0     0   996 46190 27992 58 20 21  0  0 2026-09-22 10:39:29
 4  0      0 2299696  21884 813648    0    0     0   572 48484 30493 58 21 22  0  0 2026-09-22 10:39:30
 4  0      0 2416132  21884 821696    0    0     0   624 46756 27682 58 20 21  0  0 2026-09-22 10:39:31
 5  0      0 2552772  21884 830664    0    0     0   756 45015 26341 59 22 19  0  0 2026-09-22 10:39:32
 3  0      0 2597972  21892 839184    0    0     0  1128 45637 24684 55 23 21  1  0 2026-09-22 10:39:33
 5  0      0 2578228  21892 847912    0    0     0    64 45495 24317 58 23 19  0  0 2026-09-22 10:39:34
 5  0      0 2549648  21892 856588    0    0     0   772 45538 25588 58 24 18  0  0 2026-09-22 10:39:35
 5  0      0 2509868  21892 865408    0    0     0  2140 47159 28064 60 22 18  0  0 2026-09-22 10:39:36
 5  0      0 2482764  21892 874648    0    0     0   860 44217 22980 55 23 22  0  0 2026-09-22 10:39:37
 3  0      0 2455592  21900 883828    0    0     0  1120 45496 23596 60 19 21  0  0 2026-09-22 10:39:38
 5  0      0 2426372  21900 892724    0    0     0  1048 45856 26289 57 22 21  0  0 2026-09-22 10:39:39
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 4  0      0 2400772  21900 901540    0    0     0   752 45761 26055 58 22 19  0  0 2026-09-22 10:39:40
 4  0      0 2388264  21900 910480    0    0     0   696 45325 26120 59 22 20  0  0 2026-09-22 10:39:41
 6  0      0 2351352  21900 919628    0    0     0  1124 44672 23050 58 21 21  0  0 2026-09-22 10:39:42
 3  0      0 2315828  21904 928296    0    0     0  1536 45814 27751 57 25 18  0  0 2026-09-22 10:39:43
 4  0      0 2301500  21904 937344    0    0     0  3908 44571 24018 58 23 17  0  0 2026-09-22 10:39:44
 3  0      0 2272140  21904 945712    0    0     0  4344 44874 26126 58 22 19  0  0 2026-09-22 10:39:45
 4  0      0 2237060  21904 954400    0    0     0   956 44369 28019 57 23 20  0  0 2026-09-22 10:39:46
 4  0      0 2229960  21904 963300    0    0     0  1388 43620 28031 59 21 21  0  0 2026-09-22 10:39:47
 5  0      0 2189808  21908 971980    0    0     0  1956 45546 28807 60 21 18  0  0 2026-09-22 10:39:48
 2  0      0 2180996  21908 980752    0    0     0  1276 45466 27280 58 23 19  0  0 2026-09-22 10:39:49
 4  0      0 2140524  21908 989124    0    0     0  6736 42549 24593 62 18 19  1  0 2026-09-22 10:39:50
 3  0      0 2129548  21908 997984    0    0     0   944 46148 33121 54 22 24  0  0 2026-09-22 10:39:51
 3  0      0 2087236  21908 1006224    0    0     0  1004 44119 28068 56 21 23  0  0 2026-09-22 10:39:52
 3  0      0 2079408  21916 1014604    0    0     0  1648 43026 26393 57 20 23  0  0 2026-09-22 10:39:53
 4  0      0 2066868  21916 1022916    0    0     0 65532 43410 29560 54 24 21  1  0 2026-09-22 10:39:54
 3  0      0 2024608  21916 1031928    0    0     0  1788 43461 26654 57 23 20  0  0 2026-09-22 10:39:55
 2  0      0 2015788  21916 1040220    0    0     0   968 46334 32194 61 18 21  0  0 2026-09-22 10:39:56
 0  0      0 1966944  21916 1049020    0    0     0  2008 42923 25136 60 22 18  0  0 2026-09-22 10:39:57
 3  0      0 1955816  21924 1057540    0    0     0  1812 45097 30028 56 25 20  0  0 2026-09-22 10:39:58
 4  1      0 1941436  21924 1066420    0    0     0 64840 43880 27887 54 25 20  1  0 2026-09-22 10:39:59
 2  0      0 1887944  21924 1074252    0    0     0 69820 43189 36999 53 21 26  1  0 2026-09-22 10:40:00
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 4  0      0 1905712  21924 1080804    0    0     0  5880 42513 36364 53 19 28  0  0 2026-09-22 10:40:01
 3  0      0 1899896  21924 1081904    0    0     0   672 47868 47822 42 19 39  0  0 2026-09-22 10:40:02
 2  0      0 1896532  21936 1082056    0    0     0  1560 46073 46582 37 20 43  1  0 2026-09-22 10:40:03
 4  0      0 1896532  21936 1082248    0    0     0   544 47911 49318 36 23 41  0  1 2026-09-22 10:40:04
 1  0      0 1878316  21936 1082716    0    0     0  1552 50165 49582 42 23 35  0  0 2026-09-22 10:40:05
 3  0      0 1839948  21936 1082800    0    0     0   768 47259 44781 41 23 36  0  0 2026-09-22 10:40:06
 4  0      0 1839696  21936 1083088    0    0     0   868 50544 48973 38 27 36  0  0 2026-09-22 10:40:07
 2  0      0 1839696  21944 1083104    0    0     0   936 49113 49634 37 24 39  0  0 2026-09-22 10:40:08
 0  0      0 1839216  21944 1083332    0    0     0   552 48049 46271 38 28 34  0  0 2026-09-22 10:40:09
 0  0      0 1834968  21944 1083488    0    0     0   820 47984 47481 43 19 38  0  0 2026-09-22 10:40:10
 2  0      0 1830888  21944 1083708    0    0     0   616 49136 48137 36 22 43  0  0 2026-09-22 10:40:11
 3  0      0 1813876  21944 1083880    0    0     0   636 48451 45437 42 19 39  0  0 2026-09-22 10:40:12
 2  0      0 1813148  21952 1084096    0    0     0  1304 48673 47293 40 19 41  0  0 2026-09-22 10:40:13
 2  0      0 1810884  21952 1084488    0    0     0  1920 50486 47479 41 21 38  0  0 2026-09-22 10:40:14
 1  0      0 1804756  21952 1084700    0    0     0   800 49719 47896 41 21 38  0  0 2026-09-22 10:40:15
 2  0      0 1829572  21952 1085048    0    0     0   532 49932 49313 38 21 42  0  0 2026-09-22 10:40:16
 4  0      0 1824140  21952 1085240    0    0     0   544 48429 46985 40 19 41  0  0 2026-09-22 10:40:17
 0  0      0 1812332  21956 1085456    0    0     0  1284 50054 48822 42 18 41  0  0 2026-09-22 10:40:18
 3  0      0 1809064  21956 1085688    0    0     0   872 48818 47086 38 20 42  0  0 2026-09-22 10:40:19
 1  0      0 1805872  21956 1085948    0    0     0   292 47580 47055 38 23 39  0  0 2026-09-22 10:40:20
 2  0      0 1804024  21956 1086160    0    0     0  7016 48588 46573 39 23 37  1  0 2026-09-22 10:40:21
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 3  0      0 1803616  21956 1086448    0    0     0   764 49367 47257 43 25 32  0  0 2026-09-22 10:40:22
