procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2350880  42668 1227288    0    0   235   472  173  271  2  1 95  2  0 2026-09-22 08:31:50
 0  0      0 2350880  42680 1227292    0    0     0   156  125  176  0  0 100  0  0 2026-09-22 08:31:51
 0  0      0 2350880  42680 1227292    0    0     0     0   34   44  0  1 100  0  0 2026-09-22 08:31:52
 0  0      0 2350880  42680 1227292    0    0     0     0   25   28  0  0 100  0  0 2026-09-22 08:31:53
 0  0      0 2351180  42680 1227292    0    0     0     0   56   68  0  0 100  0  0 2026-09-22 08:31:54
 0  0      0 2351232  42680 1227292    0    0     0     0   29   29  0  0 100  0  0 2026-09-22 08:31:55
 0  0      0 2351232  42688 1227292    0    0     0    60   43   52  0  0 100  0  0 2026-09-22 08:31:56
 1  0      0 2351232  42688 1227292    0    0     0     0   27   32  0  0 100  0  0 2026-09-22 08:31:57
 1  0      0 2351232  42688 1227292    0    0     0     0   24   31  0  0 100  0  0 2026-09-22 08:31:58
 1  0      0 2351232  42688 1227292    0    0     0     0   20   24  0  0 100  0  0 2026-09-22 08:31:59
 1  0      0 2351232  42688 1227292    0    0     0   836   95  167  0  0 99  1  0 2026-09-22 08:32:00
 1  0      0 2351232  42696 1227292    0    0     0    32   34   37  0  0 100  0  0 2026-09-22 08:32:01
 1  0      0 2351232  42696 1227292    0    0     0     8   88   91  0  0 100  0  0 2026-09-22 08:32:02
 1  0      0 2351232  42696 1227296    0    0     0     0   20   27  0  0 100  0  0 2026-09-22 08:32:03
 1  0      0 2351232  42696 1227296    0    0     0     0   34   41  0  0 100  0  0 2026-09-22 08:32:04
 1  0      0 2351232  42696 1227296    0    0     0     0   21   24  0  0 100  0  0 2026-09-22 08:32:05
 1  0      0 2351232  42696 1227296    0    0     0     0   36   47  0  0 100  0  0 2026-09-22 08:32:06
 0  0      0 2351232  42704 1227296    0    0     0   180   45   48  0  0 100  0  0 2026-09-22 08:32:07
 0  0      0 2351232  42704 1227296    0    0     0     8   40   42  1  0 100  0  0 2026-09-22 08:32:08
 0  0      0 2351232  42704 1227296    0    0     0     0   22   28  0  0 100  0  0 2026-09-22 08:32:09
 0  0      0 2351232  42704 1227296    0    0     0  1560  182  318  0  0 99  2  0 2026-09-22 08:32:10
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  1      0 2351232  42712 1227288    0    0     0    36   36   40  0  0 100  0  0 2026-09-22 08:32:11
 0  0      0 2351232  42712 1227296    0    0     0     0   36   37  0  0 100  0  0 2026-09-22 08:32:12
 0  0      0 2351232  42712 1227296    0    0     0     0   25   32  0  0 100  0  0 2026-09-22 08:32:13
 0  0      0 2351232  42712 1227296    0    0     0     8   39   40  0  0 100  0  0 2026-09-22 08:32:14
 0  0      0 2351232  42712 1227296    0    0     0     0   24   29  0  0 100  0  0 2026-09-22 08:32:15
 0  0      0 2351232  42720 1227288    0    0     0    16   41   48  0  0 100  0  0 2026-09-22 08:32:16
 0  0      0 2351232  42720 1227296    0    0     0     0   31   29  0  0 100  0  0 2026-09-22 08:32:17
 0  0      0 2351232  42720 1227296    0    0     0     0   28   38  0  0 100  0  0 2026-09-22 08:32:18
 0  0      0 2351232  42720 1227296    0    0     0     0   23   28  0  0 100  0  0 2026-09-22 08:32:19
 0  0      0 2351232  42720 1227296    0    0     0     8   35   37  0  0 100  0  0 2026-09-22 08:32:20
 0  0      0 2351232  42728 1227288    0    0     0    16   29   36  0  0 100  0  0 2026-09-22 08:32:21
 0  0      0 2351232  42728 1227296    0    0     0     0   43   45  0  0 100  0  0 2026-09-22 08:32:22
 0  0      0 2351232  42728 1227296    0    0     0     0   21   24  0  0 100  0  0 2026-09-22 08:32:23
 0  0      0 2351232  42728 1227296    0    0     0     0   32   45  0  0 100  0  0 2026-09-22 08:32:24
 0  0      0 2351232  42728 1227296    0    0     0     0   26   24  0  0 100  0  0 2026-09-22 08:32:25
 0  0      0 2351232  42728 1227300    0    0     0    12   47   62  0  0 100  0  0 2026-09-22 08:32:26
 0  0      0 2351232  42736 1227300    0    0     0    24   33   36  0  0 100  0  0 2026-09-22 08:32:27
 0  0      0 2351232  42736 1227300    0    0     0     0   26   34  0  0 100  0  0 2026-09-22 08:32:28
 0  0      0 2351232  42736 1227300    0    0     0     0   28   31  0  0 100  0  1 2026-09-22 08:32:29
 0  0      0 2351232  42736 1227304    0    0     0     0   24   33  0  0 100  0  0 2026-09-22 08:32:30
 0  0      0 2351232  42736 1227304    0    0     0     0   33   37  0  0 100  0  0 2026-09-22 08:32:31
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 2351232  42744 1227296    0    0     0    36   39   47  0  0 100  1  0 2026-09-22 08:32:32
 0  0      0 2351232  42744 1227304    0    0     0     0   34   36  0  0 100  0  0 2026-09-22 08:32:33
 0  0      0 2351232  42744 1227304    0    0     0     0   33   42  0  0 100  0  0 2026-09-22 08:32:34
 0  0      0 2351232  42744 1227304    0    0     0     0   21   30  0  0 100  0  0 2026-09-22 08:32:35
 0  0      0 2351232  42744 1227304    0    0     0     0   23   28  0  0 100  0  0 2026-09-22 08:32:36
 0  0      0 2351232  42752 1227296    0    0     0    16   42   58  0  0 100  0  0 2026-09-22 08:32:37
 0  0      0 2351232  42752 1227304    0    0     0     8   36   40  0  0 100  0  0 2026-09-22 08:32:38
