procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 2479760  42128 1095744    0    0     0    12   33   39  0  0 100  0  0 2026-09-22 08:32:32
 0  0      0 2479760  42128 1095744    0    0     0     0   28   30  0  0 100  0  0 2026-09-22 08:32:33
 0  0      0 2479760  42128 1095744    0    0     0     0   28   33  0  0 99  0  0 2026-09-22 08:32:34
 0  0      0 2479760  42128 1095744    0    0     0     0   40   40  0  0 100  0  0 2026-09-22 08:32:35
 0  0      0 2479760  42136 1095744    0    0     0    24   33   43  0  0 100  0  0 2026-09-22 08:32:36
 0  0      0 2479760  42136 1095744    0    0     0     0   58   50  1  0 100  0  0 2026-09-22 08:32:37
 0  0      0 2479760  42136 1095744    0    0     0     8   40   39  0  0 100  0  0 2026-09-22 08:32:38
 0  0      0 2479760  42136 1095744    0    0     0     0   28   33  0  0 100  0  0 2026-09-22 08:32:39
 0  0      0 2479760  42136 1095744    0    0     0     0   48   52  0  0 100  0  0 2026-09-22 08:32:40
 0  0      0 2479760  42144 1095744    0    0     0    16   32   43  0  0 99  0  0 2026-09-22 08:32:41
 0  0      0 2479760  42144 1095744    0    0     0     8   39   36  0  1 100  0  0 2026-09-22 08:32:42
 0  0      0 2479760  42144 1095744    0    0     0     0   43   42  0  0 100  0  0 2026-09-22 08:32:43
 0  0      0 2479760  42144 1095744    0    0     0     8   38   38  0  0 100  0  0 2026-09-22 08:32:44
 0  0      0 2479760  42144 1095744    0    0     0     0   34   39  0  0 100  0  0 2026-09-22 08:32:45
 0  0      0 2479760  42152 1095744    0    0     0    16   30   42  0  1 100  0  0 2026-09-22 08:32:46
 0  0      0 2479760  42152 1095744    0    0     0     0   32   27  0  0 100  0  0 2026-09-22 08:32:47
 0  0      0 2479760  42152 1095744    0    0     0     0   26   23  0  0 100  0  0 2026-09-22 08:32:48
 0  0      0 2479760  42152 1095744    0    0     0     0   27   27  0  0 100  0  0 2026-09-22 08:32:49
 0  0      0 2479760  42152 1095744    0    0     0     8   39   34  0  0 100  0  0 2026-09-22 08:32:50
 0  0      0 2479760  42160 1095736    0    0     0    16   33   48  0  0 100  0  0 2026-09-22 08:32:51
 0  0      0 2479760  42160 1095744    0    0     0     0   36   33  0  0 100  0  0 2026-09-22 08:32:52
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 2479760  42160 1095744    0    0     0     0   36   36  0  0 100  0  0 2026-09-22 08:32:53
 0  0      0 2479760  42160 1095744    0    0     0     0   24   29  0  0 100  0  0 2026-09-22 08:32:54
 0  0      0 2479760  42160 1095744    0    0     0     0   36   34  0  0 100  0  0 2026-09-22 08:32:55
 0  0      0 2479760  42168 1095744    0    0     0    24   48   56  0  0 100  0  0 2026-09-22 08:32:56
 0  0      0 2479760  42168 1095744    0    0     0     0   40   34  0  0 100  0  0 2026-09-22 08:32:57
 0  0      0 2479760  42168 1095744    0    0     0     0   45   53  0  0 100  0  0 2026-09-22 08:32:58
 0  0      0 2479760  42168 1095744    0    0     0     0   34   31  0  0 100  0  0 2026-09-22 08:32:59
 0  0      0 2479760  42168 1095744    0    0     0     0   24   29  0  0 100  0  0 2026-09-22 08:33:00
 0  0      0 2479760  42176 1095744    0    0     0    16   32   45  0  0 100  0  0 2026-09-22 08:33:01
 0  0      0 2479508  42192 1095736    0    0     0   100   99  124  1  0 99  0  0 2026-09-22 08:33:02
 0  0      0 2479508  42192 1095748    0    0     0     0   23   31  0  0 100  0  0 2026-09-22 08:33:03
 0  0      0 2479508  42192 1095748    0    0     0     0   25   32  0  0 100  0  0 2026-09-22 08:33:04
 0  0      0 2479508  42192 1095748    0    0     0     0   30   31  0  0 100  0  0 2026-09-22 08:33:05
 0  0      0 2479508  42192 1095748    0    0     0     0   25   34  0  0 100  0  0 2026-09-22 08:33:06
 0  0      0 2479508  42200 1095752    0    0     0    36   63   87  0  0 100  0  0 2026-09-22 08:33:07
 0  0      0 2479508  42200 1095752    0    0     0    12   33   34  0  0 100  0  0 2026-09-22 08:33:08
 0  0      0 2479508  42200 1095752    0    0     0     0   26   36  0  0 100  0  0 2026-09-22 08:33:09
 0  0      0 2479508  42200 1095752    0    0     0     0   30   36  0  0 100  0  0 2026-09-22 08:33:10
 0  0      0 2479508  42200 1095752    0    0     0     0   25   33  0  0 100  0  0 2026-09-22 08:33:11
 0  0      0 2479508  42208 1095748    0    0     0    24   44   57  0  0 100  0  0 2026-09-22 08:33:12
 0  0      0 2479508  42208 1095752    0    0     0     0   31   30  0  0 100  0  0 2026-09-22 08:33:13
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 2479508  42208 1095752    0    0     0     8   35   34  0  0 100  0  0 2026-09-22 08:33:14
 0  0      0 2479508  42208 1095752    0    0     0     0   30   41  0  0 100  0  0 2026-09-22 08:33:15
 0  0      0 2479508  42208 1095752    0    0     0     0   23   25  0  0 100  0  0 2026-09-22 08:33:16
 0  0      0 2479508  42208 1095752    0    0     0     0   39   46  0  0 100  0  0 2026-09-22 08:33:17
 0  0      0 2479508  42216 1095752    0    0     0    16   40   45  0  0 100  0  0 2026-09-22 08:33:18
 0  0      0 2479508  42216 1095752    0    0     0     0   25   35  0  0 100  0  0 2026-09-22 08:33:19
 0  0      0 2479508  42216 1095752    0    0     0     8   35   37  0  0 100  0  0 2026-09-22 08:33:20
 0  0      0 2479508  42216 1095752    0    0     0     0   22   29  0  0 100  0  0 2026-09-22 08:33:21
 0  0      0 2479508  42216 1095752    0    0     0     0   31   43  0  0 100  0  0 2026-09-22 08:33:22
 0  0      0 2479508  42224 1095744    0    0     0    16   29   36  0  0 100  0  0 2026-09-22 08:33:23
 0  0      0 2479508  42224 1095752    0    0     0     0   29   29  0  0 100  0  0 2026-09-22 08:33:24
 0  0      0 2479508  42224 1095752    0    0     0     0   30   33  0  0 100  0  0 2026-09-22 08:33:25
 0  0      0 2479508  42224 1095752    0    0     0     8   35   39  0  0 100  0  0 2026-09-22 08:33:26
