procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 3149456  15932 335744    0    0   221   491 11119 3265 24 11 65  0  0 2026-09-22 10:05:33
 0  0      0 3146180  15932 335672    0    0     0     0  588  948  3  2 96  0  0 2026-09-22 10:05:34
 0  0      0 3146180  15932 335672    0    0     0     0   55   51  0  0 100  0  0 2026-09-22 10:05:35
 0  0      0 3146180  15932 335672    0    0     0     0   31   47  0  0 100  0  0 2026-09-22 10:05:36
 1  0      0 3146180  15944 335660    0    0     0   100  145  120  0  0 99  0  0 2026-09-22 10:05:37
 0  0      0 3144248  15944 335688    0    0     0     0  927  430  2  0 99  0  0 2026-09-22 10:05:38
 0  0      0 3144248  15944 335688    0    0     0     0   27   37  0  0 99  0  0 2026-09-22 10:05:39
 0  0      0 3143492  15944 335688    0    0     0     0  632  395  1  0 99  0  0 2026-09-22 10:05:40
 0  0      0 3143492  15944 335708    0    0     0     0   25   32  0  0 99  0  0 2026-09-22 10:05:41
 2  0      0 3134536  15952 337100    0    0     0   108 29940 9919 28 11 61  0  0 2026-09-22 10:05:42
 2  0      0 3131928  15952 339740    0    0     0     8 51530 16418 42 24 34  0  0 2026-09-22 10:05:43
 2  0      0 3130544  15952 342220    0    0     0     0 49725 15030 42 23 35  0  0 2026-09-22 10:05:44
 2  0      0 3128304  15952 344864    0    0     0     0 51041 15321 42 25 33  0  0 2026-09-22 10:05:45
 2  0      0 3125620  15952 347596    0    0     0     0 50369 15015 45 23 33  0  0 2026-09-22 10:05:46
 2  0      0 3123912  15960 349912    0    0     0    36 49900 15171 42 24 34  0  0 2026-09-22 10:05:47
 2  0      0 3118144  15960 352248    0    0     0     0 51173 14362 47 23 30  0  0 2026-09-22 10:05:48
 2  0      0 3118536  15960 354548    0    0     0     8 51608 14356 44 25 31  0  0 2026-09-22 10:05:49
 0  0      0 3114248  15960 356944    0    0     0     0 51814 14631 48 21 31  0  0 2026-09-22 10:05:50
 2  0      0 3111740  15960 359324    0    0     0     0 52246 15038 45 25 30  0  0 2026-09-22 10:05:51
 2  0      0 3108424  15968 361800    0    0     0    40 51414 14354 47 22 31  0  0 2026-09-22 10:05:52
 3  0      0 3105712  15968 364020    0    0     0     0 50865 14551 48 23 30  0  0 2026-09-22 10:05:53
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 3  0      0 3099512  15968 366308    0    0     0     0 51585 14134 47 23 30  0  0 2026-09-22 10:05:54
 3  0      0 3102036  15968 368704    0    0     0    12 50819 13675 49 21 30  0  0 2026-09-22 10:05:55
 3  0      0 3098380  15968 370940    0    0     0     0 50751 13677 49 23 28  0  0 2026-09-22 10:05:56
 3  0      0 3095408  15976 373292    0    0     0    44 49499 13799 47 22 30  0  1 2026-09-22 10:05:57
 3  0      0 3092284  15976 375520    0    0     0     0 51353 13880 51 22 27  0  0 2026-09-22 10:05:58
 3  0      0 3089368  15976 377848    0    0     0     0 50246 13449 49 25 27  0  0 2026-09-22 10:05:59
 3  0      0 3085344  15976 380008    0    0     0     0 49402 13020 50 24 27  0  0 2026-09-22 10:06:00
 3  0      0 3082596  15976 382244    0    0     0     8 50468 13538 49 22 29  0  0 2026-09-22 10:06:01
 3  0      0 3080828  15984 384408    0    0     0  1652 50107 13780 48 25 27  0  0 2026-09-22 10:06:02
 3  0      0 3076296  15984 386452    0    0     0 45128 48700 12514 51 21 27  2  0 2026-09-22 10:06:03
 2  0      0 3077944  15984 388680    0    0     0     0 49746 13442 49 22 29  0  0 2026-09-22 10:06:04
 3  0      0 3075476  15984 390912    0    0     0     0 50106 13205 49 24 27  0  0 2026-09-22 10:06:05
 3  0      0 3072328  15984 393124    0    0     0     8 49000 13003 49 23 27  0  0 2026-09-22 10:06:06
 3  0      0 3068552  15992 395460    0    0     0    88 49235 12845 51 22 27  0  0 2026-09-22 10:06:07
 3  0      0 3063156  15992 397456    0    0     0 10332 49716 11845 51 22 26  0  0 2026-09-22 10:06:08
 3  0      0 3059972  15992 399584    0    0     0     0 49317 12415 54 19 28  0  0 2026-09-22 10:06:09
 3  0      0 3060964  15992 401700    0    0     0     0 49708 12575 50 25 25  0  0 2026-09-22 10:06:10
 3  0      0 3055012  15992 403900    0    0     0     0 48989 11654 52 23 25  0  0 2026-09-22 10:06:11
 4  0      0 3051152  16000 405848    0    0     0    88 47808 12478 50 22 27  0  0 2026-09-22 10:06:12
 3  0      0 3048292  16000 407844    0    0     0 10192 46044 10326 58 19 22  0  0 2026-09-22 10:06:13
 4  0      0 3046788  16000 409468    0    0     0     0 43482 7490 68 19 13  0  0 2026-09-22 10:06:14
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 3  0      0 3044792  16000 411336    0    0     0     0 47879 11448 62 21 18  0  0 2026-09-22 10:06:15
 3  0      0 3043028  16000 413252    0    0     0     0 47022 10551 65 20 16  0  0 2026-09-22 10:06:16
 3  0      0 3041268  16008 415120    0    0     0    56 47215 11075 61 22 18  0  0 2026-09-22 10:06:17
 3  0      0 3039060  16008 417052    0    0     0     0 46903 10231 65 18 18  0  0 2026-09-22 10:06:18
 3  0      0 3037328  16008 418624    0    0     0    12 46207 10500 63 19 18  0  0 2026-09-22 10:06:19
 3  0      0 3042672  16008 420448    0    0     0     0 46360 10589 63 22 16  0  0 2026-09-22 10:06:20
 4  0      0 3040336  16008 422236    0    0     0     0 46406 10202 62 22 16  0  0 2026-09-22 10:06:21
 3  0      0 3037236  16016 424000    0    0     0    88 47176 10914 59 24 17  0  0 2026-09-22 10:06:22
 3  0      0 3034764  16016 425860    0    0     0     0 46165 10279 66 18 15  0  0 2026-09-22 10:06:23
 3  0      0 3032328  16016 427608    0    0     0     0 45467 9755 67 17 16  0  0 2026-09-22 10:06:24
 2  0      0 3030560  16016 429492    0    0     0     8 47470 10982 61 21 18  0  0 2026-09-22 10:06:25
 2  0      0 3028324  16016 431452    0    0     0     0 46677 10431 69 16 16  0  0 2026-09-22 10:06:26
 2  0      0 3031148  16024 433392    0    0     0    36 47734 10857 60 21 19  0  1 2026-09-22 10:06:27
 1  0      0 3026476  16032 435240    0    0     0    52 46466 10550 62 21 18  0  0 2026-09-22 10:06:28
 2  0      0 3022924  16032 437100    0    0     0     0 46017 9986 66 19 16  0  0 2026-09-22 10:06:29
 2  0      0 3026384  16032 438908    0    0     0     0 46003 10299 65 19 16  0  0 2026-09-22 10:06:30
 0  0      0 3021240  16032 440864    0    0     0    12 47499 11029 58 25 17  0  0 2026-09-22 10:06:31
 2  0      0 3017712  16032 442828    0    0     0     8 46515 10348 64 20 16  0  0 2026-09-22 10:06:32
 2  0      0 3014584  16044 444820    0    0     0    52 44976 9904 65 18 17  1  0 2026-09-22 10:06:33
 2  0      0 3018620  16044 446624    0    0     0     0 46306 10498 62 20 17  0  0 2026-09-22 10:06:34
 0  0      0 3010400  16044 448752    0    0     0     0 46131 13461 54 18 28  0  0 2026-09-22 10:06:35
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 3008192  16044 450496    0    0     0     8 46194 15611 44 17 39  0  0 2026-09-22 10:06:36
 2  0      0 3013728  16044 452452    0    0     0     0 45240 15186 44 18 37  0  0 2026-09-22 10:06:37
 1  0      0 3010168  16052 454120    0    0     0    52 44300 14587 41 19 40  0  0 2026-09-22 10:06:38
 2  0      0 3007224  16052 456020    0    0     0     0 46436 16340 45 18 37  0  0 2026-09-22 10:06:39
