COMMAND                   AVG_CPU%
mysqld                        57.5
pidstat                        0.4
systemd                        0.0
sshd                           0.0
snapd                          0.0
multipathd                     0.0
kworker/u4:3-writeback         0.0
kworker/u4:3-events_unbound       0.0
kworker/u4:2-writeback         0.0
kworker/0:0-dio/nvme0n1p1       0.0
ksoftirqd/1                    0.0
ksoftirqd/0                    0.0
jbd2/nvme0n1p1-8               0.0
dbus-daemon                    0.0
amazon-ssm-agen                0.0
