COMMAND                   AVG_CPU%
mysqld                        57.9
pidstat                        0.3
jbd2/nvme0n1p1-8               0.1
systemd-logind                 0.0
sshd                           0.0
multipathd                     0.0
migration/0                    0.0
kworker/u4:3-writeback         0.0
kworker/u4:3-events_unbound       0.0
kworker/u4:2-flush-259:0       0.0
kworker/u4:0-ext4-rsv-conversion       0.0
kworker/1:2-mm_percpu_wq       0.0
kworker/0:3-events             0.0
ksoftirqd/0                    0.0
