COMMAND                   AVG_CPU%
isupipe                       96.5
nginx                         22.8
systemd-journal                0.8
pidstat                        0.6
rsyslogd                       0.3
rcu_sched                      0.1
mysql                          0.1
kworker/u4:3-ext4-rsv-conversion       0.1
ksoftirqd/1                    0.1
ksoftirqd/0                    0.1
vmstat                         0.0
systemd-logind                 0.0
systemd                        0.0
sshd                           0.0
polkitd                        0.0
