procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 2483392  41572 1095112    0    0     0     0   46   45  0  0 100  0  0 2026-09-22 08:25:59
 0  0      0 2483392  41576 1095112    0    0     0    20   85  123  0  0 100  0  0 2026-09-22 08:26:00
 0  0      0 2483392  41576 1095108    0    0     0     0   80   99  1  0 100  0  0 2026-09-22 08:26:01
 0  0      0 2483392  41576 1095108    0    0     0     0   23   32  0  0 100  0  0 2026-09-22 08:26:02
 0  0      0 2483392  41576 1095108    0    0     0     0   26   38  0  0 100  0  0 2026-09-22 08:26:03
 0  0      0 2483392  41584 1095108    0    0     0   104   45   51  0  0 100  0  0 2026-09-22 08:26:04
 0  0      0 2483392  41584 1095108    0    0     0   404   77  136  0  0 100  1  0 2026-09-22 08:26:05
 0  0      0 2483392  41584 1095108    0    0     0     0   44   43  0  0 100  0  0 2026-09-22 08:26:06
 0  0      0 2483392  41584 1095108    0    0     0     0   24   32  0  0 100  0  0 2026-09-22 08:26:07
 0  0      0 2483392  41584 1095108    0    0     0     0   32   34  0  0 100  0  0 2026-09-22 08:26:08
 0  0      0 2483392  41592 1095108    0    0     0    40   53   62  0  0 100  0  0 2026-09-22 08:26:09
 0  0      0 2483392  41592 1095108    0    0     0     0   40   38  0  0 100  0  0 2026-09-22 08:26:10
 0  0      0 2483392  41592 1095108    0    0     0    12   51   50  0  0 100  0  0 2026-09-22 08:26:11
 0  0      0 2483392  41592 1095108    0    0     0     0   27   34  0  0 100  0  0 2026-09-22 08:26:12
 0  0      0 2483392  41592 1095108    0    0     0     0   27   30  0  0 100  0  0 2026-09-22 08:26:13
 0  0      0 2483392  41592 1095108    0    0     0     0   29   36  0  0 100  0  0 2026-09-22 08:26:14
 0  0      0 2483392  41600 1095108    0    0     0    48   37   39  0  0 100  0  0 2026-09-22 08:26:15
 0  0      0 2483392  41600 1095108    0    0     0     0   38   41  0  0 100  0  0 2026-09-22 08:26:16
 0  0      0 2483392  41600 1095108    0    0     0     8   42   44  0  0 100  0  0 2026-09-22 08:26:17
 0  0      0 2483392  41600 1095108    0    0     0     0   23   28  0  0 100  0  0 2026-09-22 08:26:18
 0  0      0 2483392  41600 1095108    0    0     0     0   26   36  0  0 100  0  0 2026-09-22 08:26:19
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 2483392  41608 1095100    0    0     0    16   31   35  0  0 100  0  0 2026-09-22 08:26:21
 0  0      0 2483392  41608 1095108    0    0     0     0   33   36  0  0 100  0  0 2026-09-22 08:26:22
 0  0      0 2483392  41608 1095108    0    0     0     0   23   26  0  0 100  0  0 2026-09-22 08:26:23
 0  0      0 2483392  41608 1095108    0    0     0     8   48   49  0  0 100  0  0 2026-09-22 08:26:24
 0  0      0 2483392  41608 1095108    0    0     0     0   33   39  0  0 100  0  0 2026-09-22 08:26:25
 0  0      0 2483392  41608 1095108    0    0     0     0   28   40  0  0 100  0  0 2026-09-22 08:26:26
 0  0      0 2483392  41616 1095108    0    0     0    24   50   56  0  0 100  1  0 2026-09-22 08:26:27
 0  0      0 2483392  41616 1095108    0    0     0     0   25   34  0  0 100  0  0 2026-09-22 08:26:28
 0  0      0 2483392  41616 1095108    0    0     0     0   21   26  0  0 100  0  0 2026-09-22 08:26:29
 0  0      0 2483392  41616 1095108    0    0     0     8   38   40  0  0 100  0  0 2026-09-22 08:26:30
 0  0      0 2483392  41616 1095108    0    0     0     0   23   31  0  0 100  0  0 2026-09-22 08:26:31
 0  0      0 2483392  41624 1095100    0    0     0    16   36   47  0  0 100  0  0 2026-09-22 08:26:32
 0  0      0 2483392  41624 1095108    0    0     0     0   35   31  0  0 100  0  0 2026-09-22 08:26:33
 0  0      0 2483392  41624 1095108    0    0     0     0   28   39  0  0 100  0  0 2026-09-22 08:26:34
 0  0      0 2483392  41624 1095108    0    0     0     0   29   32  0  0 100  0  0 2026-09-22 08:26:35
 0  0      0 2483392  41624 1095108    0    0     0     8   45   37  0  0 100  0  0 2026-09-22 08:26:36
 0  0      0 2483392  41624 1095108    0    0     0     0   36   32  0  1 100  0  0 2026-09-22 08:26:37
 0  0      0 2483392  41632 1095108    0    0     0    24   47   52  0  0 100  0  0 2026-09-22 08:26:38
 0  0      0 2483392  41632 1095108    0    0     0     0   26   27  0  0 100  0  0 2026-09-22 08:26:39
 0  0      0 2483392  41632 1095108    0    0     0     0   38   36  0  0 100  0  0 2026-09-22 08:26:40
 0  0      0 2483392  41632 1095108    0    0     0     0   34   31  0  0 100  0  0 2026-09-22 08:26:41
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 2483392  41632 1095108    0    0     0    12   49   41  0  0 100  0  0 2026-09-22 08:26:42
 0  0      0 2483392  41640 1095100    0    0     0    16   31   35  0  1 100  0  0 2026-09-22 08:26:43
 0  0      0 2483392  41640 1095108    0    0     0     0   42   42  0  0 100  0  0 2026-09-22 08:26:44
 0  0      0 2483392  41640 1095108    0    0     0     0   31   31  0  1 100  0  0 2026-09-22 08:26:45
 0  0      0 2483392  41640 1095108    0    0     0     0   40   37  0  0 100  0  0 2026-09-22 08:26:46
 0  0      0 2483392  41640 1095108    0    0     0     0   31   35  0  0 100  0  0 2026-09-22 08:26:47
 0  0      0 2483392  41640 1095108    0    0     0    12   50   44  1  0 100  0  0 2026-09-22 08:26:48
     0 2483392  41512 1095096    0    0     0    24   52   57  1  0 100  0  0 2026-09-22 08:25:23
 0  0      0 2483392  41512 1095096    0    0     0     8   60   52  0  0 100  0  0 2026-09-22 08:25:24
 0  0      0 2483392  41512 1095096    0    0     0     0   50   49  0  1 100  0  0 2026-09-22 08:25:25
 0  0      0 2483392  41512 1095100    0    0     0     0   37   42  1  0 100  0  0 2026-09-22 08:25:26
 0  0      0 2483392  41512 1095100    0    0     0    20   52   51  0  0 100  0  0 2026-09-22 08:25:27
 0  0      0 2483392  41520 1095092    0    0     0    24   59   56  0  0 99  0  0 2026-09-22 08:25:28
 0  0      0 2483392  41520 1095100    0    0     0     0   57   54  0  1 100  0  0 2026-09-22 08:25:29
 0  0      0 2483392  41520 1095100    0    0     0     0   40   42  1  0 100  0  0 2026-09-22 08:25:30
 0  0      0 2483392  41520 1095100    0    0     0     0   46   44  0  0 100  0  0 2026-09-22 08:25:31
 0  0      0 2483392  41520 1095104    0    0     0     0   42   47  0  0 99  0  0 2026-09-22 08:25:32
 0  0      0 2483392  41528 1095104    0    0     0    60   71   72  0  1 100  0  0 2026-09-22 08:25:33
 0  0      0 2483392  41528 1095104    0    0     0     0   56   50  0  0 100  0  0 2026-09-22 08:25:34
 0  0      0 2483392  41528 1095104    0    0     0     0   43   42  0  1 100  0  0 2026-09-22 08:25:35
 0  0      0 2483392  41528 1095104    0    0     0     0   41   40  0  1 100  0  0 2026-09-22 08:25:36
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 2483392  41528 1095104    0    0     0     0   55   64  0  0 100  0  0 2026-09-22 08:25:37
 0  0      0 2483392  41536 1095104    0    0     0    32   65   64  0  0 99  0  0 2026-09-22 08:25:38
 0  0      0 2483392  41536 1095104    0    0     0     0   53   54  0  1 100  0  0 2026-09-22 08:25:39
 0  0      0 2483392  41536 1095104    0    0     0     0   42   42  0  0 100  0  0 2026-09-22 08:25:40
 0  0      0 2483392  41536 1095104    0    0     0     0   43   46  0  0 100  0  0 2026-09-22 08:25:41
 0  0      0 2483392  41536 1095104    0    0     0     0   43   42  0  0 100  0  0 2026-09-22 08:25:42
 0  0      0 2483392  41544 1095096    0    0     0    16   51   56  0  0 100  0  0 2026-09-22 08:25:43
 0  0      0 2483392  41544 1095104    0    0     0    16   59   54  0  0 100  0  0 2026-09-22 08:25:44
 0  0      0 2483392  41544 1095104    0    0     0     0   44   47  0  0 100  0  0 2026-09-22 08:25:45
 0  0      0 2483392  41544 1095108    0    0     0     0   38   40  0  0 100  0  0 2026-09-22 08:25:46
 0  0      0 2483392  41544 1095108    0    0     0     0   48   48  1  0 100  0  0 2026-09-22 08:25:47
 0  0      0 2483392  41552 1095100    0    0     0    16   46   52  0  0 100  0  0 2026-09-22 08:25:48
 0  0      0 2483392  41556 1095108    0    0     0    20   60   59  0  0 100  0  0 2026-09-22 08:25:49
 0  0      0 2483392  41556 1095108    0    0     0     0   45   42  0  0 100  0  0 2026-09-22 08:25:50
 0  0      0 2483392  41556 1095108    0    0     0     0   49   63  0  0 100  0  0 2026-09-22 08:25:51
 0  0      0 2483392  41556 1095108    0    0     0     0   34   36  0  0 100  0  0 2026-09-22 08:25:52
 0  0      0 2483392  41556 1095108    0    0     0     0   34   46  0  0 100  0  0 2026-09-22 08:25:53
 0  0      0 2483392  41564 1095108    0    0     0    80   60   55  0  0 100  1  0 2026-09-22 08:25:54
 0  0      0 2483392  41564 1095108    0    0     0    16   43   43  0  0 100  0  0 2026-09-22 08:25:55
 0  0      0 2483392  41564 1095112    0    0     0     0   31   34  0  0 100  0  0 2026-09-22 08:25:56
 0  0      0 2483392  41564 1095112    0    0     0    96   61   70  0  0 100  0  0 2026-09-22 08:25:57
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 2483392  41564 1095112    0    0     0     0   29   31  0  0 100  0  0 2026-09-22 08:25:58
 0  0      0 2483392  41572 1095112    0    0     0    16   51   55  0  1 100  0  0 2026-09-22 08:25:59
 0  0      0 2483392  41576 1095112    0    0     0    20   39   41  0  0 100  0  0 2026-09-22 08:26:00
