procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2483644  41464 1094948    0    0   361   636  198  322  3  1 94  2  0 2026-09-22 08:24:56
 0  0      0 2483644  41464 1094956    0    0     0     0  162  220  0  1 99  0  0 2026-09-22 08:24:57
 0  0      0 2483644  41472 1094956    0    0     0    44   51   55  1  0 100  0  0 2026-09-22 08:24:58
 0  0      0 2483644  41472 1094956    0    0     0    16   50   56  0  0 100  0  0 2026-09-22 08:24:59
 0  0      0 2483644  41472 1094956    0    0     0     0   50   56  0  0 100  0  0 2026-09-22 08:25:00
 0  0      0 2483392  41472 1095056    0    0     0   668  177  292  1  1 98  1  0 2026-09-22 08:25:01
 0  0      0 2483392  41472 1095088    0    0     0     0   62   62  0  0 100  0  0 2026-09-22 08:25:02
 0  0      0 2483392  41480 1095080    0    0     0   104   73   73  0  0 99  0  0 2026-09-22 08:25:03
 0  0      0 2483392  41480 1095088    0    0     0     0   50   54  0  0 100  0  0 2026-09-22 08:25:04
 0  0      0 2483392  41480 1095088    0    0     0    16   78   88  0  1 100  0  0 2026-09-22 08:25:05
 0  0      0 2483392  41480 1095088    0    0     0     0   54   56  0  0 100  0  0 2026-09-22 08:25:06
 0  0      0 2483392  41480 1095088    0    0     0     0   54   53  0  0 100  0  0 2026-09-22 08:25:07
 0  0      0 2483392  41488 1095080    0    0     0    16   49   56  0  0 99  0  0 2026-09-22 08:25:08
 0  0      0 2483392  41488 1095088    0    0     0     0   47   49  0  0 100  0  0 2026-09-22 08:25:09
 0  0      0 2483392  41488 1095088    0    0     0    16   54   51  0  0 100  0  0 2026-09-22 08:25:10
 0  0      0 2483392  41488 1095088    0    0     0     0   47   43  0  1 100  0  0 2026-09-22 08:25:11
 0  0      0 2483392  41488 1095088    0    0     0     0   52   56  0  0 100  0  0 2026-09-22 08:25:12
 0  0      0 2483392  41496 1095080    0    0     0    16   52   55  0  1 100  0  0 2026-09-22 08:25:13
 0  0      0 2483392  41496 1095092    0    0     0     0   52   55  0  1 100  0  0 2026-09-22 08:25:14
 0  0      0 2483392  41496 1095092    0    0     0     0   36   42  0  0 100  0  0 2026-09-22 08:25:15
 0  0      0 2483392  41496 1095092    0    0     0    20   64   66  0  1 100  0  0 2026-09-22 08:25:16
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2483392  41496 1095096    0    0     0     0   52   55  0  1 100  0  0 2026-09-22 08:25:17
 1  0      0 2483392  41504 1095088    0    0     0    24   56   59  0  0 99  0  0 2026-09-22 08:25:18
 1  0      0 2483392  41504 1095096    0    0     0     0   45   42  0  0 100  0  0 2026-09-22 08:25:19
 1  0      0 2483392  41504 1095096    0    0     0     0   48   49  0  1 100  0  0 2026-09-22 08:25:20
 1  0      0 2483392  41504 1095096    0    0     0    20   48   49  0  0 100  0  0 2026-09-22 08:25:21
 1  0      0 2483392  41504 1095096    0    0     0     0   56   61  1  0 100  0  0 2026-09-22 08:25:22
 1  0      0 2483392  41512 1095096    0    0     0    32   57   54  0  0 100  0  0 2026-09-22 08:25:23
 1  0      0 2483392  41512 1095096    0    0     0     0   54   53  0  1 100  0  0 2026-09-22 08:25:24
 1  0      0 2483392  41512 1095096    0    0     0     0   47   45  0  0 99  0  0 2026-09-22 08:25:25
 1  0      0 2483392  41512 1095100    0    0     0     0   41   48  0  0 100  0  0 2026-09-22 08:25:26
 1  0      0 2483392  41512 1095100    0    0     0    20   57   50  0  0 100  0  0 2026-09-22 08:25:27
 1  0      0 2483392  41520 1095092    0    0     0    24   59   56  0  0 99  0  0 2026-09-22 08:25:28
 1  0      0 2483392  41520 1095100    0    0     0     0   50   52  0  1 100  0  0 2026-09-22 08:25:29
 1  0      0 2483392  41520 1095100    0    0     0     0   44   44  1  0 100  0  0 2026-09-22 08:25:30
 0  0      0 2483392  41520 1095100    0    0     0     0   44   46  0  0 100  0  0 2026-09-22 08:25:31
 0  0      0 2483392  41520 1095104    0    0     0    20   51   51  1  0 100  0  0 2026-09-22 08:25:32
 0  0      0 2483392  41528 1095104    0    0     0    40   66   65  0  1 100  0  0 2026-09-22 08:25:33
 0  0      0 2483392  41528 1095104    0    0     0     0   54   52  0  1 100  0  0 2026-09-22 08:25:34
 0  0      0 2483392  41528 1095104    0    0     0     0   40   36  0  0 100  0  0 2026-09-22 08:25:35
 0  0      0 2483392  41528 1095104    0    0     0     0   49   57  0  0 100  0  0 2026-09-22 08:25:36
 0  0      0 2483392  41528 1095104    0    0     0     0   48   49  0  0 100  0  0 2026-09-22 08:25:37
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 2483392  41536 1095104    0    0     0    32   72   70  0  1 100  0  0 2026-09-22 08:25:38
 0  0      0 2483392  41536 1095104    0    0     0     0   44   48  0  1 100  0  0 2026-09-22 08:25:39
 0  0      0 2483392  41536 1095104    0    0     0     0   42   44  0  0 100  0  0 2026-09-22 08:25:40
 0  0      0 2483392  41536 1095104    0    0     0     0   42   42  0  0 100  0  0 2026-09-22 08:25:41
 0  0      0 2483392  41536 1095104    0    0     0     0   46   46  0  0 100  0  0 2026-09-22 08:25:42
 0  0      0 2483392  41544 1095096    0    0     0    32   56   56  1  0 100  0  0 2026-09-22 08:25:43
 0  0      0 2483392  41544 1095104    0    0     0     0   53   55  0  0 100  0  0 2026-09-22 08:25:44
 0  0      0 2483392  41544 1095104    0    0     0     0   41   42  0  0 100  0  0 2026-09-22 08:25:45
 0  0      0 2483392  41544 1095108    0    0     0     0   42   45  0  1 100  0  0 2026-09-22 08:25:46
 0  0      0 2483392  41544 1095108    0    0     0     0   46   45  0  0 100  0  0 2026-09-22 08:25:47
 0  0      0 2483392  41552 1095100    0    0     0    16   51   56  0  0 100  0  0 2026-09-22 08:25:48
 0  0      0 2483392  41556 1095108    0    0     0    20   59   57  0  1 100  0  0 2026-09-22 08:25:49
 0  0      0 2483392  41556 1095108    0    0     0     0   42   42  0  0 100  0  0 2026-09-22 08:25:50
 0  0      0 2483392  41556 1095108    0    0     0     0   51   63  0  0 100  0  0 2026-09-22 08:25:51
 0  0      0 2483392  41556 1095108    0    0     0     0   31   36  0  0 100  0  0 2026-09-22 08:25:52
 0  0      0 2483392  41564 1095100    0    0     0    80   47   54  0  0 100  1  0 2026-09-22 08:25:53
 0  0      0 2483392  41564 1095108    0    0     0    16   52   47  0  0 100  0  0 2026-09-22 08:25:54
 0  0      0 2483392  41564 1095108    0    0     0     0   38   41  0  0 100  0  0 2026-09-22 08:25:55
 0  0      0 2483392  41564 1095112    0    0     0    96   52   56  0  0 100  0  0 2026-09-22 08:25:56
 0  0      0 2483392  41564 1095112    0    0     0     0   40   48  0  0 100  0  0 2026-09-22 08:25:57
 0  0      0 2483392  41572 1095104    0    0     0    16   36   43  0  0 100  0  0 2026-09-22 08:25:58
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
