procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2350224  41808 1226792    0    0   367   720  244  390  3  1 93  3  0 2026-09-22 08:24:56
 0  0      0 2349468  41812 1226784    0    0     0    48  142  174  0  1 100  0  0 2026-09-22 08:24:57
 0  0      0 2349468  41812 1226788    0    0     0     0   53   55  0  1 100  0  0 2026-09-22 08:24:58
 0  0      0 2349468  41812 1226788    0    0     0    16   59   60  0  0 100  0  0 2026-09-22 08:24:59
 0  0      0 2349468  41812 1226788    0    0     0     0   55   50  0  0 100  0  0 2026-09-22 08:25:00
 0  0      0 2349468  41812 1226788    0    0     0     8  104  166  0  1 99  0  0 2026-09-22 08:25:01
 0  0      0 2349468  41816 1226788    0    0     0    60   79   79  0  0 100  0  0 2026-09-22 08:25:02
 0  0      0 2349468  41816 1226788    0    0     0     0   52   50  0  0 100  0  0 2026-09-22 08:25:03
 1  0      0 2349468  41816 1226788    0    0     0     0   54   54  0  1 100  0  0 2026-09-22 08:25:04
 1  0      0 2349468  41816 1226788    0    0     0    16   54   60  0  0 100  0  0 2026-09-22 08:25:05
 1  0      0 2349468  41816 1226788    0    0     0     8   60   60  0  1 100  0  0 2026-09-22 08:25:06
 1  0      0 2349468  41824 1226780    0    0     0    48   66   65  0  0 100  1  0 2026-09-22 08:25:07
 1  0      0 2349468  41824 1226788    0    0     0     0   57   62  0  1 100  0  0 2026-09-22 08:25:08
 1  0      0 2349468  41824 1226788    0    0     0     0   39   41  0  0 100  0  0 2026-09-22 08:25:09
 1  0      0 2349468  41824 1226788    0    0     0    16   57   50  0  0 99  0  0 2026-09-22 08:25:10
 1  0      0 2349468  41824 1226788    0    0     0     0   49   38  0  0 100  0  0 2026-09-22 08:25:11
 1  0      0 2349468  41832 1226780    0    0     0    16   53   57  0  1 100  0  0 2026-09-22 08:25:12
 1  0      0 2349468  41832 1226788    0    0     0     0   48   52  0  0 100  0  0 2026-09-22 08:25:13
 1  0      0 2349468  41832 1226792    0    0     0     0   45   48  1  0 100  0  0 2026-09-22 08:25:14
 1  0      0 2349468  41832 1226792    0    0     0     0   45   42  0  0 100  0  0 2026-09-22 08:25:15
 1  0      0 2349468  41832 1226792    0    0     0    20   75   63  0  0 100  0  0 2026-09-22 08:25:16
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 2349468  41840 1226792    0    0     0    36   52   63  0  0 100  0  0 2026-09-22 08:25:17
 1  0      0 2349468  41840 1226796    0    0     0     0   47   51  0  0 100  0  0 2026-09-22 08:25:18
 0  0      0 2349468  41840 1226796    0    0     0     0   41   43  0  0 100  0  0 2026-09-22 08:25:19
 0  0      0 2349468  41840 1226796    0    0     0     0   43   48  0  0 100  0  0 2026-09-22 08:25:20
 0  0      0 2349468  41840 1226796    0    0     0    20   47   51  0  1 100  0  0 2026-09-22 08:25:21
 0  0      0 2349468  41848 1226796    0    0     0    24   66   71  0  0 100  0  0 2026-09-22 08:25:22
 0  0      0 2349468  41848 1226796    0    0     0     0   49   51  0  1 100  0  0 2026-09-22 08:25:23
 0  0      0 2349468  41848 1226796    0    0     0     0   42   44  0  0 100  0  0 2026-09-22 08:25:24
 0  0      0 2349468  41848 1226796    0    0     0     0   55   56  0  0 100  0  0 2026-09-22 08:25:25
 0  0      0 2349468  41848 1226796    0    0     0     0   40   42  1  0 100  0  0 2026-09-22 08:25:26
 0  1      0 2349468  41856 1226792    0    0     0   700  102  137  0  0 99  1  0 2026-09-22 08:25:27
 0  0      0 2349468  41856 1226800    0    0     0     0   54   57  0  0 100  0  0 2026-09-22 08:25:28
 0  0      0 2349468  41856 1226800    0    0     0     0   42   48  0  1 100  0  0 2026-09-22 08:25:29
 0  0      0 2349468  41856 1226800    0    0     0     0   49   46  1  0 100  0  0 2026-09-22 08:25:30
 0  0      0 2349468  41856 1226800    0    0     0     0   44   44  0  0 100  0  0 2026-09-22 08:25:31
 0  0      0 2349468  41856 1226804    0    0     0    20   55   54  0  0 100  0  0 2026-09-22 08:25:32
 0  0      0 2349468  41864 1226804    0    0     0    52   62   68  0  0 99  0  0 2026-09-22 08:25:33
 0  0      0 2349468  41864 1226804    0    0     0     0   40   44  0  0 100  0  0 2026-09-22 08:25:34
 0  0      0 2349468  41864 1226804    0    0     0     0   41   45  0  0 100  0  1 2026-09-22 08:25:35
 0  0      0 2349468  41864 1226804    0    0     0     0   43   43  0  1 100  0  0 2026-09-22 08:25:36
 0  0      0 2349468  41864 1226804    0    0     0     0   59   65  0  0 100  0  0 2026-09-22 08:25:37
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 2349468  41872 1226804    0    0     0    32   68   73  0  0 100  0  0 2026-09-22 08:25:38
 0  0      0 2349468  41872 1226804    0    0     0     0   46   46  0  1 100  0  0 2026-09-22 08:25:39
 0  0      0 2349468  41872 1226804    0    0     0     0   47   51  0  0 99  0  0 2026-09-22 08:25:40
 0  0      0 2349468  41872 1226804    0    0     0     0   45   44  0  0 100  0  0 2026-09-22 08:25:41
 0  0      0 2349468  41872 1226804    0    0     0     0   39   41  0  1 100  0  0 2026-09-22 08:25:42
 0  0      0 2349468  41880 1226796    0    0     0    32   65   69  0  0 100  0  0 2026-09-22 08:25:43
 0  0      0 2349468  41880 1226808    0    0     0     0   48   49  1  0 100  0  0 2026-09-22 08:25:44
 0  0      0 2349468  41880 1226808    0    0     0     0   42   48  0  1 100  0  0 2026-09-22 08:25:45
 0  0      0 2349468  41880 1226808    0    0     0     0   41   42  0  0 99  0  0 2026-09-22 08:25:46
 0  0      0 2349468  41880 1226808    0    0     0     0   41   47  0  0 100  0  0 2026-09-22 08:25:47
 0  0      0 2349468  41888 1226800    0    0     0    16   49   51  0  0 100  0  0 2026-09-22 08:25:48
 0  0      0 2349468  41888 1226808    0    0     0    20   52   57  0  0 99  0  0 2026-09-22 08:25:49
 0  0      0 2349468  41888 1226808    0    0     0     0   47   48  0  1 100  0  0 2026-09-22 08:25:50
 0  0      0 2349468  41888 1226808    0    0     0     0   59   66  1  0 100  0  0 2026-09-22 08:25:51
 0  0      0 2349468  41888 1226808    0    0     0     0   37   38  0  0 100  0  0 2026-09-22 08:25:52
 0  0      0 2349468  41900 1226796    0    0     0    76   57   59  0  1 100  0  0 2026-09-22 08:25:53
 0  0      0 2349468  41900 1226808    0    0     0    16   53   42  0  0 100  0  0 2026-09-22 08:25:54
 0  0      0 2349468  41900 1226808    0    0     0     0   40   45  0  0 100  0  0 2026-09-22 08:25:55
 0  0      0 2349468  41900 1226812    0    0     0     4   45   45  0  0 100  0  0 2026-09-22 08:25:56
 0  0      0 2349468  41900 1226812    0    0     0     0   45   44  0  0 100  0  0 2026-09-22 08:25:57
 0  0      0 2349468  41908 1226804    0    0     0    16   36   44  0  0 100  0  0 2026-09-22 08:25:58
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 2349468  41908 1226812    0    0     0    20   41   44  0  0 100  0  0 2026-09-22 08:25:59
 0  0      0 2349468  41908 1226804    0    0     0     0   91  127  0  0 99  0  0 2026-09-22 08:26:00
 0  0      0 2349468  41908 1226804    0    0     0     0   91   91  0  1 100  0  0 2026-09-22 08:26:01
 0  0      0 2349468  41908 1226808    0    0     0     0   28   33  0  0 100  0  0 2026-09-22 08:26:02
 0  0      0 2349468  41908 1226808    0    0     0     0   41   47  0  0 100  0  0 2026-09-22 08:26:03
