COMMAND                   AVG_CPU%
nginx                        133.4
landscape-sysin                0.8
kworker/u4:0-ext4-rsv-conversion       0.5
pidstat                        0.4
kworker/u4:2-ext4-rsv-conversion       0.3
rcu_sched                      0.1
ksoftirqd/1                    0.1
ksoftirqd/0                    0.1
jbd2/nvme0n1p1-8               0.1
systemd-journal                0.0
systemd                        0.0
sshd                           0.0
polkitd                        0.0
kworker/u4:2+ext4-rsv-conversion       0.0
kworker/u4:2-events_power_efficient       0.0
