procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 12945076  96628 2571124    0    0    12    96  375  243 11  2 87  0  0 2026-09-22 10:30:11
 0  0      0 12919372  96628 2568796    0    0     0     0 2619 2569  2  2 97  0  0 2026-09-22 10:30:12
 0  0      0 12918868  96628 2568804    0    0     0    80  110   82  0  0 100  0  0 2026-09-22 10:30:13
 0  0      0 12918868  96628 2568804    0    0     0     0   43   58  0  0 100  0  0 2026-09-22 10:30:14
 0  0      0 12916852  96628 2568804    0    0     0     4 2180 2910  0  0 99  0  0 2026-09-22 10:30:15
 0  0      0 12916852  96628 2568804    0    0     0     0   64   48  0  0 100  0  0 2026-09-22 10:30:16
 0  0      0 12915368  96628 2568804    0    0     0    60 1165 1670  0  0 100  0  0 2026-09-22 10:30:17
 0  0      0 12915368  96628 2568804    0    0     0     8   57   60  0  0 100  0  0 2026-09-22 10:30:18
 0  0      0 12915368  96628 2568804    0    0     0    28  810 1055  0  0 100  0  0 2026-09-22 10:30:19
 4  0      0 12860612  96628 2568812    0    0     0     0 69043 64996 37  7 56  0  0 2026-09-22 10:30:20
 4  0      0 12820068  96628 2568800    0    0     0     4 75747 66663 47  8 45  0  0 2026-09-22 10:30:21
 8  0      0 12790672  96628 2568820    0    0     0     0 77101 68140 52  7 42  0  0 2026-09-22 10:30:22
 3  0      0 12758932  96628 2569076    0    0     0     0 79256 72033 49  7 44  0  0 2026-09-22 10:30:23
 4  0      0 12713552  96628 2569592    0    0     0     0 78324 68056 49  8 42  0  0 2026-09-22 10:30:24
 8  0      0 12682392  96628 2569904    0    0     0   136 79249 68051 50  8 42  0  0 2026-09-22 10:30:25
 8  0      0 12674212  96628 2570116    0    0     0     0 81162 71897 51  8 42  0  0 2026-09-22 10:30:26
 6  0      0 12642640  96628 2570272    0    0     0     4 83402 71691 49  7 44  0  0 2026-09-22 10:30:27
 2  0      0 12631672  96628 2570424    0    0     0     0 77730 67780 51  8 40  0  0 2026-09-22 10:30:28
 1  0      0 12615320  96628 2570564    0    0     0  2188 78728 67620 53  8 39  0  0 2026-09-22 10:30:29
 5  0      0 12604492  96628 2570700    0    0     0   180 78236 70139 48  9 42  0  0 2026-09-22 10:30:30
 5  0      0 12583100  96628 2570840    0    0     0     0 77367 64851 53  8 40  0  0 2026-09-22 10:30:31
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 5  0      0 12568320  96628 2570948    0    0     0     0 78919 69558 48  8 43  0  0 2026-09-22 10:30:32
 5  0      0 12556728  96628 2571112    0    0     0     4 79567 70914 49  7 45  0  0 2026-09-22 10:30:33
 1  0      0 12547460  96628 2571332    0    0     0     0 82077 67335 49  7 44  0  0 2026-09-22 10:30:34
 1  0      0 12522844  96628 2571468    0    0     0   248 79368 67964 50  7 43  0  0 2026-09-22 10:30:35
 4  0      0 12492664  96628 2571680    0    0     0     0 77385 65824 51  7 42  0  0 2026-09-22 10:30:36
