COMMAND                   AVG_CPU%
isupipe                      108.8
nginx                         13.6
systemd-journal                1.4
rsyslogd                       0.5
pidstat                        0.5
kworker/u4:2-ext4-rsv-conversion       0.2
rcu_sched                      0.1
kworker/u4:0-ext4-rsv-conversion       0.1
ksoftirqd/1                    0.1
ksoftirqd/0                    0.1
sshd                           0.0
mysql                          0.0
kworker/u4:4-writeback         0.0
kworker/u4:4-ext4-rsv-conversion       0.0
kworker/u4:2-writeback         0.0
