COMMAND                   AVG_CPU%
isupipe                      110.6
systemd-journal                1.3
pidstat                        0.8
rsyslogd                       0.5
landscape-sysin                0.5
rcu_sched                      0.1
kworker/u4:3-ext4-rsv-conversion       0.1
kworker/u4:0-ext4-rsv-conversion       0.1
kworker/u4:0-events_power_efficient       0.1
ksoftirqd/1                    0.1
ksoftirqd/0                    0.1
vmstat                         0.0
systemd                        0.0
sshd                           0.0
snapd                          0.0
