COMMAND                   AVG_CPU%
mysqld                        60.2
nginx                         31.1
pidstat                        0.7
landscape-sysin                0.4
rcu_sched                      0.1
jbd2/nvme0n1p1-8               0.1
vmstat                         0.0
systemd-logind                 0.0
systemd-journal                0.0
systemd                        0.0
sshd                           0.0
kworker/u4:1-writeback         0.0
kworker/u4:1-events_power_efficient       0.0
kworker/u4:0-events_unbound       0.0
kworker/0:4-events             0.0
