procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2469844  44208 1098136    0    0   102   208   92  136  1  1 98  1  0 2026-09-22 08:55:57
 0  0      0 2469592  44208 1098084    0    0     0     0  111  167  0  0 100  0  0 2026-09-22 08:55:58
 0  0      0 2469592  44208 1098084    0    0     0     0   37   44  0  0 100  0  0 2026-09-22 08:55:59
 0  0      0 2469592  44208 1098084    0    0     0     0   27   30  0  0 100  0  0 2026-09-22 08:56:00
 0  0      0 2469592  44208 1098084    0    0     0  2508  302  549  0  0 98  3  0 2026-09-22 08:56:01
 0  0      0 2469592  44220 1098084    0    0     0    68   94  114  1  1 99  0  0 2026-09-22 08:56:02
 0  0      0 2469592  44220 1098084    0    0     0     8   40   39  0  0 100  0  0 2026-09-22 08:56:03
 1  0      0 2469592  44220 1098084    0    0     0     0   38   42  0  0 100  0  0 2026-09-22 08:56:04
 1  0      0 2469592  44220 1098084    0    0     0     0   30   35  1  0 100  0  0 2026-09-22 08:56:05
 1  0      0 2469592  44220 1098084    0    0     0     0   29   38  0  0 100  0  0 2026-09-22 08:56:06
 1  0      0 2469592  44220 1098084    0    0     0     0   31   34  0  0 100  0  0 2026-09-22 08:56:07
 1  0      0 2469592  44228 1098084    0    0     0    24   40   44  0  0 99  0  0 2026-09-22 08:56:08
 1  0      0 2469592  44228 1098084    0    0     0     8   40   38  0  0 100  0  0 2026-09-22 08:56:09
 1  0      0 2469592  44228 1098084    0    0     0     0   26   28  0  0 100  0  0 2026-09-22 08:56:10
 0  0      0 2469592  44228 1098084    0    0     0     0   29   33  0  1 100  0  0 2026-09-22 08:56:11
 0  1      0 2469592  44232 1098080    0    0     0    12   29   31  0  0 100  0  0 2026-09-22 08:56:12
 0  0      0 2469592  44236 1098084    0    0     0    24   43   50  0  0 100  0  0 2026-09-22 08:56:13
 0  0      0 2469592  44236 1098084    0    0     0     0   33   36  0  1 100  0  0 2026-09-22 08:56:14
 0  0      0 2469592  44236 1098084    0    0     0     8   36   34  0  0 100  0  0 2026-09-22 08:56:15
 0  0      0 2469592  44236 1098084    0    0     0     0   39   41  0  0 100  0  0 2026-09-22 08:56:16
 0  1      0 2469592  44244 1098076    0    0     0    32   33   36  0  0 99  0  0 2026-09-22 08:56:17
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 2469592  44244 1098076    0    0     0     0   39   36  0  0 100  0  0 2026-09-22 08:56:18
 0  0      0 2469592  44244 1098084    0    0     0     0   32   34  0  0 100  0  0 2026-09-22 08:56:19
 0  0      0 2469592  44244 1098084    0    0     0     0   25   28  1  0 100  0  0 2026-09-22 08:56:20
 0  0      0 2469592  44244 1098084    0    0     0     8   41   40  0  0 100  0  0 2026-09-22 08:56:21
 0  0      0 2469592  44252 1098076    0    0     0   152   46   51  0  0 100  0  0 2026-09-22 08:56:22
 0  0      0 2469592  44252 1098084    0    0     0     4   42   39  0  0 100  0  0 2026-09-22 08:56:23
 0  0      0 2469592  44252 1098084    0    0     0     0   34   38  0  0 100  0  0 2026-09-22 08:56:24
 0  0      0 2469592  44252 1098084    0    0     0     0   30   36  0  0 100  0  0 2026-09-22 08:56:25
 0  0      0 2469592  44252 1098084    0    0     0     0   28   30  0  0 100  0  0 2026-09-22 08:56:26
 0  0      0 2469592  44260 1098076    0    0     0    24   47   51  0  0 100  0  0 2026-09-22 08:56:27
 0  0      0 2469592  44260 1098084    0    0     0     0   35   30  0  1 100  0  0 2026-09-22 08:56:28
 0  0      0 2469592  44260 1098084    0    0     0     0   30   34  0  0 100  0  0 2026-09-22 08:56:29
 0  0      0 2469592  44260 1098084    0    0     0     0   26   30  0  0 100  0  0 2026-09-22 08:56:30
 0  0      0 2469592  44260 1098084    0    0     0     0   26   28  0  0 100  0  0 2026-09-22 08:56:31
 0  0      0 2469592  44268 1098076    0    0     0   188   51   67  0  0 99  0  0 2026-09-22 08:56:32
 0  0      0 2469592  44268 1098088    0    0     0    12   36   41  0  0 100  0  0 2026-09-22 08:56:33
 0  0      0 2469592  44268 1098092    0    0     0     0   29   35  0  0 100  0  0 2026-09-22 08:56:34
 0  0      0 2469592  44268 1098092    0    0     0     0   23   29  0  0 100  0  0 2026-09-22 08:56:35
 0  0      0 2469592  44268 1098092    0    0     0     0   23   26  0  0 100  0  0 2026-09-22 08:56:36
 0  0      0 2469592  44276 1098084    0    0     0    24   32   46  0  0 100  0  0 2026-09-22 08:56:37
 0  0      0 2469592  44276 1098092    0    0     0     0   28   28  0  0 99  0  0 2026-09-22 08:56:38
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 2469592  44276 1098092    0    0     0    12   40   44  0  0 100  0  0 2026-09-22 08:56:39
 0  0      0 2469592  44276 1098092    0    0     0     0   26   30  0  0 100  0  0 2026-09-22 08:56:40
 0  0      0 2469592  44276 1098092    0    0     0     0   27   37  0  0 100  0  0 2026-09-22 08:56:41
 0  0      0 2469592  44284 1098084    0    0     0    24   47   52  0  0 100  0  0 2026-09-22 08:56:42
 0  0      0 2469592  44284 1098092    0    0     0     0   30   28  0  0 100  0  0 2026-09-22 08:56:43
 0  0      0 2469592  44284 1098092    0    0     0     0   35   40  0  0 100  0  0 2026-09-22 08:56:44
 0  0      0 2469592  44284 1098092    0    0     0     8   34   34  0  1 100  0  0 2026-09-22 08:56:45
 0  0      0 2469592  44284 1098092    0    0     0     0   22   27  0  0 100  0  0 2026-09-22 08:56:46
 0  0      0 2469592  44292 1098084    0    0     0    16   24   32  0  0 100  0  0 2026-09-22 08:56:47
 0  0      0 2469592  44292 1098084    0    0     0     0   32   30  0  0 100  0  0 2026-09-22 08:56:48
 0  0      0 2469592  44292 1098092    0    0     0     0   24   32  0  0 100  0  0 2026-09-22 08:56:49
 0  0      0 2469592  44292 1098092    0    0     0     0   21   23  0  0 100  0  0 2026-09-22 08:56:50
 0  0      0 2469592  44292 1098092    0    0     0     8   37   45  0  0 100  0  0 2026-09-22 08:56:51
 0  0      0 2469592  44300 1098084    0    0     0    16   23   33  0  0 100  0  0 2026-09-22 08:56:52
 0  0      0 2469592  44300 1098084    0    0     0    12   31   35  0  0 100  0  0 2026-09-22 08:56:53
 0  0      0 2469592  44300 1098092    0    0     0     0   30   37  0  0 100  0  0 2026-09-22 08:56:54
 0  0      0 2469592  44300 1098092    0    0     0     0   25   32  0  0 100  0  0 2026-09-22 08:56:55
 0  0      0 2469592  44300 1098092    0    0     0     0   32   38  0  0 100  0  0 2026-09-22 08:56:56
 0  0      0 2469592  44300 1098092    0    0     0     8   35   40  0  0 100  0  0 2026-09-22 08:56:57
 0  0      0 2469592  44308 1098092    0    0     0    16   39   48  0  0 100  0  0 2026-09-22 08:56:58
 0  0      0 2469592  44308 1098092    0    0     0     0   23   28  0  0 100  0  0 2026-09-22 08:56:59
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 2469592  44308 1098092    0    0     0     0   27   29  0  0 100  0  0 2026-09-22 08:57:00
 0  0      0 2469592  44308 1098092    0    0     0     0   25   34  0  0 100  0  0 2026-09-22 08:57:01
 0  0      0 2469592  44308 1098092    0    0     0     0   71   82  1  0 100  0  0 2026-09-22 08:57:02
 0  0      0 2469592  44316 1098092    0    0     0    48   40   48  0  0 100  0  0 2026-09-22 08:57:03
 0  0      0 2469592  44316 1098092    0    0     0     0   39   38  0  0 100  0  0 2026-09-22 08:57:04
 0  0      0 2469592  44316 1098092    0    0     0     0   27   39  0  0 100  0  0 2026-09-22 08:57:05
 0  0      0 2469592  44316 1098092    0    0     0     0   24   27  0  0 100  0  0 2026-09-22 08:57:06
 0  0      0 2469592  44316 1098092    0    0     0     0   32   43  0  0 100  0  0 2026-09-22 08:57:07
 1  0      0 2465056  44324 1098084    0    0     0    24  304  472  3  2 96  0  0 2026-09-22 08:57:08
