COMMAND                   AVG_CPU%
mysqld                        67.4
isupipe                       44.9
nginx                         31.8
pdns_server                    8.8
systemd-journal                1.3
pdnsutil                       1.1
rsyslogd                       0.5
pidstat                        0.5
ksoftirqd/1                    0.2
ksoftirqd/0                    0.2
rcu_sched                      0.1
kworker/u4:2-events_unbound       0.1
jbd2/nvme0n1p1-8               0.1
systemd                        0.0
mysql                          0.0
