procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 12969284  95744 2563612    0    0    37   294  376  380 10  2 87  1  0 2026-09-22 08:55:58
 0  0      0 12946620  95744 2563372    0    0     0     0 2480 2553  1  1 97  0  0 2026-09-22 08:55:59
 0  0      0 12946368  95744 2563380    0    0     0     0   36   50  0  0 100  0  0 2026-09-22 08:56:00
 0  0      0 12946368  95744 2563380    0    0     0     0   28   35  0  0 100  0  0 2026-09-22 08:56:01
 0  0      0 12943372  95744 2563380    0    0     0    84 1589 2057  0  0 99  0  0 2026-09-22 08:56:02
 0  0      0 12940852  95744 2563380    0    0     0  1120 1253 1509  0  0 99  0  0 2026-09-22 08:56:03
 0  0      0 12940852  95744 2563380    0    0     0     4   99  101  0  0 100  0  0 2026-09-22 08:56:04
 0  0      0 12938836  95744 2563380    0    0     0     8 1281 1760  0  0 100  0  0 2026-09-22 08:56:05
 0  0      0 12938836  95744 2563380    0    0     0     0   25   26  0  0 100  0  0 2026-09-22 08:56:06
 1  0      0 12929260  95748 2563376    0    0     0    68 4354 5615  3  0 96  0  0 2026-09-22 08:56:07
 1  0      0 12916184  95748 2563384    0    0     0     0 12369 13928 15  1 84  0  0 2026-09-22 08:56:08
 1  0      0 12908624  95748 2563384    0    0     0     0 16279 18189 17  1 82  0  0 2026-09-22 08:56:09
 2  0      0 12900112  95748 2563388    0    0     0     4 19304 21541 18  1 81  0  0 2026-09-22 08:56:10
 1  0      0 12897340  95748 2563392    0    0     0     0 17435 19300 17  1 82  0  0 2026-09-22 08:56:11
 1  0      0 12894316  95748 2563392    0    0     0    16 17902 19833 17  2 81  0  0 2026-09-22 08:56:12
 2  0      0 12890536  95748 2563396    0    0     0    24 18045 19782 18  1 81  0  0 2026-09-22 08:56:13
 2  0      0 12888268  95748 2563404    0    0     0     0 17511 19153 17  1 82  0  0 2026-09-22 08:56:14
 2  0      0 12885272  95748 2563404    0    0     0     0 18984 20919 17  1 82  0  0 2026-09-22 08:56:15
 1  0      0 12883508  95748 2563408    0    0     0     4 17443 18977 18  1 81  0  0 2026-09-22 08:56:16
 1  0      0 12882752  95748 2563412    0    0     0     0 17956 19343 19  1 80  0  0 2026-09-22 08:56:17
