procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 3297688  13020 299344    0    0  6580   161  634 1206 10 22 63  5  1 2026-09-22 10:42:26
 0  0      0 3295828  13020 299520    0    0     0     0  606  965  3  2 96  0  0 2026-09-22 10:42:27
 0  0      0 3295828  13020 299532    0    0     0     0   77   72  0  0 100  0  0 2026-09-22 10:42:28
 0  0      0 3295828  13020 299532    0    0     0     0   50   67  0  0 100  0  0 2026-09-22 10:42:29
 0  0      0 3295828  13020 299532    0    0     0     0   35   43  0  0 100  0  0 2026-09-22 10:42:30
 0  0      0 3295156  13056 299596    0    0    24   100  851  431  1  1 99  0  0 2026-09-22 10:42:31
 0  0      0 3295156  13056 299568    0    0     0    24   70   70  0  0 100  0  0 2026-09-22 10:42:32
 0  0      0 3295060  13056 299668    0    0     0    56  579  423  1  1 99  0  0 2026-09-22 10:42:33
 0  0      0 3295060  13056 299640    0    0     0     0   33   36  0  0 100  0  0 2026-09-22 10:42:34
 0  2      0 3293960  13936 301276    0    0   876     0 4534 1724  6  2 91  2  0 2026-09-22 10:42:35
 1  0      0 3267384  17108 318252    0    0  3156  2532 40881 10103 38 22 22 18  0 2026-09-22 10:42:36
 1  0      0 3248540  17788 332460    0    0   680  4520 45405 13501 40 26 30  5  0 2026-09-22 10:42:37
 1  0      0 3228176  18196 345156    0    0   408  5788 43435 13888 41 22 34  2  0 2026-09-22 10:42:38
 3  0      0 3208148  18516 357140    0    0   320  7816 43417 13828 39 25 34  3  0 2026-09-22 10:42:39
 2  0      0 3188460  18960 370276    0    0   444 11412 45256 14087 39 26 32  2  1 2026-09-22 10:42:40
 2  0      0 3174544  19264 380924    0    0   276 18392 46258 13309 42 28 27  2  0 2026-09-22 10:42:41
 3  0      0 3164120  19444 388360    0    0   180 16268 44583 14809 41 27 30  2  0 2026-09-22 10:42:42
 2  0      0 3148724  19824 401632    0    0   380 15740 44265 13043 42 26 31  2  0 2026-09-22 10:42:43
 2  0      0 3137684  20020 410200    0    0   196 16100 47011 13298 41 30 27  2  0 2026-09-22 10:42:44
 2  0      0 3124360  20336 420972    0    0   316 16608 44635 13096 36 31 31  1  0 2026-09-22 10:42:45
 1  0      0 3113576  20528 425892    0    0   160 34824 46114 12013 45 30 23  2  0 2026-09-22 10:42:46
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 3105052  20684 434392    0    0   156 18032 42269 12454 43 24 32  1  0 2026-09-22 10:42:47
 2  0      0 3098144  20812 440204    0    0   128 21872 45204 12595 47 24 27  2  0 2026-09-22 10:42:48
