procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 1245388  98152 1545636    0    0   141  1761 2168 5981 27  7 62  4  0 2026-09-22 08:47:41
 0  0      0 1243876  98152 1545656    0    0     0  1444  880 1546  2  3 95  1  0 2026-09-22 08:47:42
 1  0      0 1231780  98152 1546012    0    0     0 14188 4313 8475  5  4 63 29  0 2026-09-22 08:47:43
 0  1      0 1240576  98152 1554688    0    0    32 24868 13225 25074 25 10 43 22  0 2026-09-22 08:47:44
 2  0      0 1194712  98152 1564476    0    0     0 28816 7834 17661 25 10 44 21  0 2026-09-22 08:47:45
 0  0      0 1178892  98152 1565428    0    0     0  2520 11113 23234 32  9 57  2  0 2026-09-22 08:47:46
 0  0      0 1178892  98152 1565428    0    0     0   548  284  492  0  0 100  0  0 2026-09-22 08:47:47
 0  0      0 1178136  98152 1565628    0    0     0  7716 3289 6637  4  3 88  6  0 2026-09-22 08:47:48
 0  0      0 1178136  98152 1565660    0    0     0   292  348  572  0  0 99  1  0 2026-09-22 08:47:49
 2  0      0 1190708  98152 1565960    0    0     0   328 3571 7877  7  3 90  1  0 2026-09-22 08:47:50
10  0      0 1208632  98152 1568880    0    0     0 19260 12752 31847 61 20 16  3  0 2026-09-22 08:47:51
14  0      0 1217200  98152 1572672    0    0     0  1336 12411 31566 71 30  0  0  0 2026-09-22 08:47:52
16  0      0 1208688  98152 1576472    0    0     0  1548 13472 30776 72 28  0  0  0 2026-09-22 08:47:53
14  0      0 1205916  98152 1580256    0    0     0  3220 13767 33121 71 29  0  0  0 2026-09-22 08:47:54
16  0      0 1192392  98152 1583740    0    0     0  1736 14635 35549 69 31  0  0  0 2026-09-22 08:47:55
20  0      0 1185392  98152 1586852    0    0     0  6516 14022 32299 69 31  0  0  1 2026-09-22 08:47:56
16  0      0 1180912  98152 1590652    0    0     0  2568 13406 35045 73 27  0  1  0 2026-09-22 08:47:57
14  0      0 1177496  98152 1593892    0    0     0  1564 14785 37334 72 28  0  0  0 2026-09-22 08:47:58
15  0      0 1170748  98152 1597004    0    0     0  4116 13962 34629 72 28  0  0  0 2026-09-22 08:47:59
 8  0      0 1166772  98152 1600800    0    0     0  1428 14030 35986 70 30  0  0  0 2026-09-22 08:48:00
18  0      0 1155432  98152 1604288    0    0     0  4724 13776 35407 72 28  0  0  0 2026-09-22 08:48:01
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
11  0      0 1149384  98152 1607832    0    0     0  1400 12955 33459 73 28  0  0  0 2026-09-22 08:48:02
16  0      0 1149384  98152 1611288    0    0     0 36844 14763 38987 71 29  1  0  0 2026-09-22 08:48:03
13  0      0 1141068  98152 1614840    0    0     0  1412 14079 36168 71 28  0  0  0 2026-09-22 08:48:04
14  0      0 1138548  98152 1618608    0    0     0  1500 13790 35291 71 29  0  0  0 2026-09-22 08:48:05
17  0      0 1125948  98152 1622108    0    0     0  5248 14471 38410 72 28  0  0  0 2026-09-22 08:48:06
21  0      0 1125948  98152 1625500    0    0     0  1436 13004 31423 71 30  0  0  0 2026-09-22 08:48:07
13  0      0 1118948  98152 1629088    0    0     0  1032 14616 36727 69 31  0  0  0 2026-09-22 08:48:08
15  0      0 1117548  98152 1632532    0    0     0  4988 14158 36846 71 29  0  1  0 2026-09-22 08:48:09
18  0      0 1113124  98152 1635956    0    0     0  1428 15104 38677 71 29  0  0  0 2026-09-22 08:48:10
10  0      0 1109400  98152 1639480    0    0     0  5880 14243 37076 76 24  0  0  0 2026-09-22 08:48:11
10  0      0 1100384  98152 1642908    0    0     0  1492 13658 35803 74 27  0  0  0 2026-09-22 08:48:12
18  0      0 1095904  98152 1646476    0    0     0  1480 13309 33404 69 31  0  0  0 2026-09-22 08:48:13
 9  0      0 1089604  98152 1650068    0    0     0  5476 14267 38381 75 25  0  0  1 2026-09-22 08:48:14
18  0      0 1087420  98152 1653296    0    0     0  1460 13776 33843 72 28  0  0  0 2026-09-22 08:48:15
15  0      0 1081624  98152 1656988    0    0     0  1444 15299 38147 71 29  0  0  0 2026-09-22 08:48:16
15  0      0 1074316  98152 1660316    0    0     0  1216 14891 40429 67 33  0  0  0 2026-09-22 08:48:17
17  0      0 1064488  98152 1663888    0    0     0  1444 13925 34017 72 29  0  0  0 2026-09-22 08:48:18
15  0      0 1057936  98152 1667480    0    0     0  2596 14572 36722 71 28  0  0  0 2026-09-22 08:48:19
15  0      0 1050124  98152 1670872    0    0     0  6848 14317 36003 72 28  0  0  0 2026-09-22 08:48:20
18  0      0 1045336  98152 1674480    0    0     0  2532 14779 39195 72 28  0  0  0 2026-09-22 08:48:21
14  0      0 1044836  98152 1677720    0    0     0  1376 12500 31198 72 28  0  0  0 2026-09-22 08:48:22
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
12  0      0 1041560  98152 1681196    0    0     0  2588 13897 35950 76 25  0  0  0 2026-09-22 08:48:23
21  0      0 1036268  98152 1684660    0    0     0  1096 13964 36586 73 28  0  0  0 2026-09-22 08:48:24
19  0      0 1033492  98152 1688408    0    0     0  2356 15083 40876 72 28  0  0  0 2026-09-22 08:48:25
18  0      0 1030216  98152 1692440    0    0     0  2544 14676 40116 73 27  0  0  0 2026-09-22 08:48:26
10  0      0 1014088  98152 1696144    0    0     0  1408 14428 39569 72 27  1  0  0 2026-09-22 08:48:27
13  0      0 1010056  98152 1699600    0    0     0  1192 14524 37877 70 31  0  0  0 2026-09-22 08:48:28
10  0      0 1001992  98152 1702640    0    0     0  5212 14656 37872 67 34  0  0  0 2026-09-22 08:48:29
12  0      0 1000480  98152 1705984    0    0     0  1304 15284 39299 67 33  0  0  0 2026-09-22 08:48:30
16  0      0 996448  98152 1709732    0    0     0  4656 13371 33251 72 28  0  0  0 2026-09-22 08:48:31
17  0      0 993676  98152 1713568    0    0     0 10792 14175 37166 73 26  0  0  0 2026-09-22 08:48:32
23  0      0 988636  98152 1716696    0    0     0  1496 14153 36424 76 24  0  0  0 2026-09-22 08:48:33
18  0      0 978840  98152 1719848    0    0     0 77956 13936 36224 68 32  0  0  0 2026-09-22 08:48:34
16  0      0 965036  98152 1723096    0    0     0  2480 13375 35006 72 28  0  0  0 2026-09-22 08:48:35
14  0      0 959016  98152 1726828    0    0     0 10228 14733 37649 69 31  0  0  0 2026-09-22 08:48:36
13  0      0 980880  98152 1730632    0    0     0  4004 13544 35713 70 30  0  1  0 2026-09-22 08:48:37
10  0      0 958280  98152 1734344    0    0     0  2668 13885 36899 71 29  0  0  0 2026-09-22 08:48:38
14  0      0 956324  98152 1738208    0    0     0  5336 13700 35370 71 29  0  0  0 2026-09-22 08:48:39
10  0      0 954900  98152 1741668    0    0     0   960 13405 34165 74 27  0  0  0 2026-09-22 08:48:40
13  0      0 949356  98152 1744968    0    0     0  1092 14030 33879 75 25  0  0  0 2026-09-22 08:48:41
14  0      0 947340  98152 1748456    0    0     0  4428 14181 38573 72 28  0  0  0 2026-09-22 08:48:42
10  0      0 943056  98152 1752608    0    0     0  1032 14397 36522 73 27  0  0  0 2026-09-22 08:48:43
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
13  0      0 924408  98152 1756020    0    0     0  8584 14537 39440 72 28  0  0  0 2026-09-22 08:48:44
18  0      0 919872  98152 1759676    0    0     0  8536 14715 39971 71 29  0  0  0 2026-09-22 08:48:45
14  0      0 915140  98152 1763620    0    0     0  1472 13805 35509 71 29  0  0  0 2026-09-22 08:48:46
12  0      0 909632  98152 1767204    0    0     0  1332 13421 37590 69 31  0  0  0 2026-09-22 08:48:47
14  0      0 903216  98152 1770932    0    0     0  1572 13815 36041 68 32  0  0  0 2026-09-22 08:48:48
10  0      0 898988  98152 1775128    0    0     0  4188 14624 38494 72 27  0  1  0 2026-09-22 08:48:49
18  0      0 889068  98152 1778768    0    0     0  1288 14763 38283 70 30  0  0  1 2026-09-22 08:48:50
 1  0      0 888816  98152 1779868    0    0     0  1000 6346 16060 27 12 62  1  0 2026-09-22 08:48:51
 4  0      0 874956  98152 1779824    0    0     0   852 1258 2827 12  9 78  0  0 2026-09-22 08:48:52
