procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 12964504  95628 2563072    0    0    45   363  291  275 11  2 86  1  0 2026-09-22 08:47:42
 0  0      0 12940200  95628 2563004    0    0     0     0 2526 2539  1  2 97  0  0 2026-09-22 08:47:43
 0  0      0 12940200  95628 2563004    0    0     0     0   54   68  0  0 100  0  0 2026-09-22 08:47:44
 0  0      0 12940200  95628 2563004    0    0     0     0   25   28  0  0 100  0  0 2026-09-22 08:47:45
 0  0      0 12938716  95628 2563004    0    0     0     0 1524 2084  0  0 100  0  0 2026-09-22 08:47:46
 0  0      0 12936224  95628 2563004    0    0     0   848 1100 1357  0  0 100  0  0 2026-09-22 08:47:47
 0  0      0 12936224  95628 2563004    0    0     0     0   73   65  0  0 100  0  0 2026-09-22 08:47:48
 0  0      0 12934712  95628 2563004    0    0     0     8 1306 1788  0  0 100  0  0 2026-09-22 08:47:49
 0  0      0 12934208  95628 2563004    0    0     0     0   34   38  0  0 100  0  0 2026-09-22 08:47:50
 1  0      0 12921356  95628 2563004    0    0     0     0 3395 4665  1  0 99  0  0 2026-09-22 08:47:51
 1  0      0 12914832  95628 2563004    0    0     0    32 10536 11682 15  1 84  0  0 2026-09-22 08:47:52
 1  0      0 12911108  95628 2563004    0    0     0     0 12244 13583 15  1 84  0  0 2026-09-22 08:47:53
 1  0      0 12908896  95628 2563012    0    0     0     0 12934 14229 15  1 84  0  0 2026-09-22 08:47:54
 1  0      0 12904360  95628 2563016    0    0     0     0 12524 13578 16  1 83  0  0 2026-09-22 08:47:55
 1  0      0 12901112  95628 2563016    0    0     0     0 12915 13964 16  1 83  0  0 2026-09-22 08:47:56
 1  0      0 12899880  95632 2563016    0    0     0    44 11639 12502 15  0 85  0  0 2026-09-22 08:47:57
 1  0      0 12898620  95632 2563020    0    0     0     0 11365 12276 15  1 84  0  0 2026-09-22 08:47:58
 1  0      0 12897136  95632 2563024    0    0     0     0 11817 12776 15  1 84  0  0 2026-09-22 08:47:59
 3  0      0 12896128  95632 2563024    0    0     0     0 10550 11380 15  1 84  0  0 2026-09-22 08:48:00
 1  0      0 12894616  95632 2563028    0    0     0     0 10401 10958 15  1 84  0  0 2026-09-22 08:48:01
 1  0      0 12892600  95632 2563028    0    0     0    60 11209 11917 15  1 84  0  0 2026-09-22 08:48:02
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 12891368  95632 2563028    0    0     0     0 11445 12330 15  1 84  0  0 2026-09-22 08:48:03
 1  0      0 12890640  95632 2563032    0    0     0     0 10613 11154 15  1 84  0  0 2026-09-22 08:48:04
 1  0      0 12889912  95632 2563032    0    0     0     0 10068 10361 16  0 84  0  0 2026-09-22 08:48:05
 1  0      0 12889660  95632 2563036    0    0     0     0 11058 11729 15  1 84  0  0 2026-09-22 08:48:06
 1  0      0 12887924  95632 2563040    0    0     0   188 11194 12184 16  1 84  0  0 2026-09-22 08:48:07
 1  0      0 12887924  95632 2563040    0    0     0    32 12812 13997 15  1 84  0  0 2026-09-22 08:48:08
 1  0      0 12886664  95632 2563044    0    0     0     0 11060 11702 15  1 84  0  0 2026-09-22 08:48:09
 1  0      0 12885432  95632 2563048    0    0     0     0 11039 11780 15  1 84  0  0 2026-09-22 08:48:10
 1  0      0 12885432  95632 2563048    0    0     0     0 9734 10103 16  1 84  0  0 2026-09-22 08:48:11
 1  0      0 12883192  95632 2563048    0    0     0    12 9963 10580 15  0 84  0  0 2026-09-22 08:48:12
