procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2473648  43456 1097108    0    0     0     0   29   29  0  0 100  0  0 2026-09-22 08:47:59
 1  0      0 2473648  43456 1097108    0    0     0     0   24   28  0  0 100  0  0 2026-09-22 08:48:00
 1  0      0 2473648  43456 1097108    0    0     0     0   48   45  0  0 100  0  0 2026-09-22 08:48:01
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2473648  43488 1097236    0    0     0  2360  681  321  0  1 97  3  0 2026-09-22 08:48:02
 1  0      0 2473648  43488 1097236    0    0     0     0   27   30  0  0 100  0  0 2026-09-22 08:48:03
 1  0      0 2473648  43488 1097236    0    0     0     0   34   39  0  0 100  0  0 2026-09-22 08:48:04
 1  0      0 2473648  43488 1097236    0    0     0     0   38   34  0  0 100  0  0 2026-09-22 08:48:05
 1  0      0 2473648  43488 1097236    0    0     0   184   65   85  0  1 99  0  0 2026-09-22 08:48:06
 1  0      0 2473648  43496 1097236    0    0     0    44   55   58  0  0 100  0  0 2026-09-22 08:48:07
 0  0      0 2473648  43496 1097236    0    0     0     8   35   36  0  0 100  0  0 2026-09-22 08:48:08
 0  0      0 2473648  43496 1097236    0    0     0     0   35   40  0  0 100  0  0 2026-09-22 08:48:09
 0  0      0 2473648  43496 1097236    0    0     0     0   29   31  0  0 100  0  0 2026-09-22 08:48:10
 0  0      0 2473648  43496 1097236    0    0     0     0   34   34  0  0 100  0  0 2026-09-22 08:48:11
 0  1      0 2473648  43500 1097232    0    0     0    12   29   32  0  0 99  0  0 2026-09-22 08:48:12
 0  0      0 2473648  43504 1097236    0    0     0     8   38   42  0  0 100  0  0 2026-09-22 08:48:13
 0  0      0 2473648  43504 1097236    0    0     0     8   47   36  0  0 100  0  0 2026-09-22 08:48:14
 0  0      0 2473648  43504 1097236    0    0     0     0   25   28  0  1 100  0  0 2026-09-22 08:48:15
 0  0      0 2473648  43504 1097236    0    0     0     0   38   38  0  0 100  0  0 2026-09-22 08:48:16
 0  1      0 2473648  43512 1097236    0    0     0    16   43   45  0  0 100  0  0 2026-09-22 08:48:17
 0  0      0 2473648  43512 1097244    0    0     0     0   38   31  1  0 100  0  0 2026-09-22 08:48:18
 0  0      0 2473648  43512 1097244    0    0     0     0   28   33  0  0 100  0  0 2026-09-22 08:48:19
 0  0      0 2473648  43512 1097244    0    0     0    16   54   33  0  0 100  0  0 2026-09-22 08:48:20
 0  0      0 2473648  43512 1097244    0    0     0     0   36   31  0  0 100  0  0 2026-09-22 08:48:21
 0  0      0 2473648  43520 1097236    0    0     0    24   32   40  0  0 100  0  0 2026-09-22 08:48:22
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 2473648  43520 1097244    0    0     0     0   31   27  0  0 100  0  0 2026-09-22 08:48:23
 0  0      0 2473648  43520 1097244    0    0     0     0   53   35  0  0 100  0  0 2026-09-22 08:48:24
 0  0      0 2473648  43520 1097244    0    0     0     0   26   27  0  0 100  0  0 2026-09-22 08:48:25
 0  0      0 2473648  43520 1097244    0    0     0     8   41   38  0  0 100  0  0 2026-09-22 08:48:26
 0  0      0 2473648  43528 1097236    0    0     0    16   31   42  0  0 100  0  0 2026-09-22 08:48:27
 0  0      0 2473648  43528 1097244    0    0     0     0   35   34  0  0 100  0  0 2026-09-22 08:48:28
 0  0      0 2473648  43528 1097244    0    0     0     0   27   29  0  1 100  0  0 2026-09-22 08:48:29
 0  0      0 2473648  43528 1097244    0    0     0     0   25   32  0  0 100  0  0 2026-09-22 08:48:30
 0  0      0 2473648  43528 1097244    0    0     0     0   24   25  0  0 100  0  0 2026-09-22 08:48:31
 0  0      0 2473648  43536 1097236    0    0     0    24   48   52  0  0 100  0  0 2026-09-22 08:48:32
 0  0      0 2473648  43536 1097244    0    0     0     0   42   37  0  0 100  0  0 2026-09-22 08:48:33
 0  0      0 2473648  43536 1097244    0    0     0     0   31   36  0  0 100  0  0 2026-09-22 08:48:34
 0  0      0 2473648  43536 1097244    0    0     0     0   26   26  0  1 100  0  0 2026-09-22 08:48:35
 0  0      0 2473648  43536 1097244    0    0     0     0   36   32  0  0 100  0  0 2026-09-22 08:48:36
 0  0      0 2473648  43544 1097236    0    0     0    16   34   44  0  0 100  0  0 2026-09-22 08:48:37
 0  0      0 2473648  43544 1097244    0    0     0    40   44   41  0  1 100  0  0 2026-09-22 08:48:38
 0  0      0 2473648  43544 1097244    0    0     0     0   42   28  0  0 100  0  0 2026-09-22 08:48:39
 0  0      0 2473648  43544 1097244    0    0     0     0   26   30  0  0 100  0  0 2026-09-22 08:48:40
 0  0      0 2473648  43544 1097244    0    0     0     0   36   30  0  0 100  0  0 2026-09-22 08:48:41
 0  0      0 2473648  43552 1097236    0    0     0    16   42   44  0  0 100  0  0 2026-09-22 08:48:42
 0  0      0 2473648  43552 1097244    0    0     0     0   57   46  0  0 100  0  0 2026-09-22 08:48:43
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 2473648  43552 1097244    0    0     0     8   43   41  0  0 100  0  0 2026-09-22 08:48:44
 0  0      0 2473648  43552 1097244    0    0     0     0   29   31  0  0 100  0  0 2026-09-22 08:48:45
 0  0      0 2473648  43552 1097244    0    0     0     0   41   41  0  0 100  0  0 2026-09-22 08:48:46
 0  0      0 2473648  43560 1097236    0    0     0    16   43   46  0  0 100  0  1 2026-09-22 08:48:47
 0  0      0 2473648  43560 1097244    0    0     0     0   38   37  0  0 100  0  0 2026-09-22 08:48:48
 0  0      0 2473648  43560 1097244    0    0     0     0   83   80  0  0 100  0  0 2026-09-22 08:48:49
 0  0      0 2473648  43560 1097244    0    0     0     8   39   38  0  0 100  0  0 2026-09-22 08:48:50
 0  0      0 2473648  43560 1097244    0    0     0     0   43   36  0  0 100  0  0 2026-09-22 08:48:51
 1  0      0 2451724  43568 1097236    0    0     0    24  388  518  8  3 89  0  0 2026-09-22 08:48:52
