procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 2348232  44124 1228856    0    0     0     0   26   32  0  0 100  0  0 2026-09-22 08:48:29
 0  0      0 2348232  44124 1228856    0    0     0     0   25   31  0  0 100  0  0 2026-09-22 08:48:30
 0  0      0 2348232  44124 1228856    0    0     0     0   25   28  0  0 100  0  0 2026-09-22 08:48:31
 0  0      0 2348232  44124 1228856    0    0     0     8   51   51  0  0 100  0  0 2026-09-22 08:48:32
 0  0      0 2348232  44132 1228856    0    0     0    16   40   46  0  1 100  0  0 2026-09-22 08:48:33
 0  0      0 2348232  44132 1228856    0    0     0     0   26   29  0  0 100  0  0 2026-09-22 08:48:34
 0  0      0 2348232  44132 1228856    0    0     0     0   28   33  0  0 100  0  0 2026-09-22 08:48:35
 0  0      0 2348232  44132 1228856    0    0     0     0   25   28  0  0 100  0  0 2026-09-22 08:48:36
 0  0      0 2348232  44132 1228856    0    0     0     0   36   39  0  0 100  0  0 2026-09-22 08:48:37
 0  0      0 2348232  44140 1228848    0    0     0    24   39   47  0  0 99  0  0 2026-09-22 08:48:38
 0  0      0 2348232  44140 1228856    0    0     0     0   28   30  0  0 100  0  0 2026-09-22 08:48:39
 0  0      0 2348232  44140 1228856    0    0     0     0   25   32  0  0 100  0  0 2026-09-22 08:48:40
 0  0      0 2348232  44140 1228856    0    0     0     0   33   41  0  0 100  0  0 2026-09-22 08:48:41
 0  0      0 2348232  44140 1228856    0    0     0     0   21   26  0  1 100  0  0 2026-09-22 08:48:42
 0  0      0 2348232  44148 1228848    0    0     0    16   40   50  0  0 100  0  0 2026-09-22 08:48:43
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 0  0      0 2348232  44148 1228856    0    0     0     8   40   35  0  0 100  0  0 2026-09-22 08:48:44
 0  0      0 2348232  44148 1228856    0    0     0     0   28   39  0  1 100  0  0 2026-09-22 08:48:45
 0  0      0 2348232  44148 1228856    0    0     0    20   36   41  0  0 100  0  0 2026-09-22 08:48:46
 0  0      0 2348232  44148 1228856    0    0     0     0   37   34  0  0 100  0  0 2026-09-22 08:48:47
 0  0      0 2348232  44156 1228848    0    0     0    16   51   59  0  0 100  0  0 2026-09-22 08:48:48
 0  0      0 2348232  44156 1228856    0    0     0     0   60   51  0  0 100  0  0 2026-09-22 08:48:49
 0  0      0 2348232  44156 1228856    0    0     0     8   34   38  0  0 100  0  0 2026-09-22 08:48:50
 0  0      0 2348232  44156 1228856    0    0     0     0   23   27  0  0 100  0  0 2026-09-22 08:48:51
 1  0      0 2325804  44164 1228856    0    0     0    28  365  507  8  2 90  0  0 2026-09-22 08:48:52
