COMMAND                   AVG_CPU%
isupipe                       62.1
nginx                         44.9
pdns_server                   28.9
systemd-journal                4.0
rsyslogd                       1.6
pdnsutil                       0.9
pidstat                        0.5
ksoftirqd/0                    0.4
mysqld                         0.3
ksoftirqd/1                    0.3
rcu_sched                      0.1
kworker/u4:3-ext4-rsv-conversion       0.0
kworker/u4:2+flush-259:0       0.0
kworker/u4:2-events_power_efficient       0.0
kworker/u4:0-events_unbound       0.0
