procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 2034136  50500 1238656    0    0   104   240  116  179  1  1 98  1  0 2026-09-22 09:00:06
 0  0      0 2034136  50656 1238024    0    0     0  4408  659 1241  0  1 95  5  0 2026-09-22 09:00:07
 0  0      0 2034136  51840 1238188    0    0    96 12740 4167 7807  5  2 68 26  0 2026-09-22 09:00:08
 1  0      0 2001124  52556 1245608    0    0     0 17168 13960 20022 16  6 62 16  0 2026-09-22 09:00:09
 0  0      0 1992556  53736 1255916    0    0     0 31752 4240 8747 17  2 53 27  1 2026-09-22 09:00:10
 1  0      0 1988048  53824 1257676    0    0   308  6124 12030 11407 18  5 72  6  0 2026-09-22 09:00:11
 0  0      0 1987544  53876 1258128    0    0     0   520 3949 3490  8  2 90  1  0 2026-09-22 09:00:12
 0  0      0 1987544  53876 1258128    0    0     0     0  227  391  0  0 100  0  0 2026-09-22 09:00:13
 1  0      0 1987544  54192 1258060    0    0     0  7360 1780 2756  1  1 89  8  0 2026-09-22 09:00:14
 1  0      0 1989308  54216 1256504    0    0     0   100  396  666  0  1 99  1  0 2026-09-22 09:00:15
 1  2      0 1989308  54472 1256448    0    0     0  7252 5062 5438  6  4 83  7  0 2026-09-22 09:00:16
 4  0      0 1954308  54764 1261952    0    0     0 12356 26462 22836 58 17 22  4  0 2026-09-22 09:00:17
12  0      0 1944732  54776 1266668    0    0     0  1376 27122 23232 55 17 27  1  0 2026-09-22 09:00:18
12  0      0 1936160  54808 1272076    0    0     0  3520 28508 24116 55 20 24  0  0 2026-09-22 09:00:19
11  0      0 1929600  54840 1276576    0    0     0  1100 29523 24683 57 21 22  1  0 2026-09-22 09:00:20
 4  0      0 1922572  54888 1281216    0    0     0  3368 29449 24510 61 20 18  1  0 2026-09-22 09:00:21
13  0      0 1915516  54976 1286500    0    0     0  4436 30144 24989 59 20 20  0  0 2026-09-22 09:00:22
 9  0      0 1908964  55032 1291692    0    0     0  2512 29972 24666 61 20 19  0  0 2026-09-22 09:00:23
 8  0      0 1903164  55100 1296860    0    0     0  4104 30374 25516 63 15 21  1  0 2026-09-22 09:00:24
 2  0      0 1896360  55140 1301924    0    0     0  3180 30004 24764 58 21 21  1  0 2026-09-22 09:00:25
 3  0      0 1889048  55184 1307364    0    0     0  4344 29798 24531 62 20 19  0  0 2026-09-22 09:00:26
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 8  0      0 1882244  55240 1312792    0    0     0  3116 30720 25449 56 23 21  0  0 2026-09-22 09:00:27
 6  0      0 1874932  55312 1318580    0    0     0  3452 30905 25532 55 23 21  1  0 2026-09-22 09:00:28
 2  0      0 1868624  55392 1323548    0    0     0 55804 30354 25230 58 22 19  2  0 2026-09-22 09:00:29
 3  0      0 1862312  55440 1328480    0    0     0  1688 30225 24975 60 19 20  0  0 2026-09-22 09:00:30
 8  0      0 1857268  55472 1333032    0    0     0  1484 29722 24606 59 22 19  0  0 2026-09-22 09:00:31
 3  0      0 1851468  55536 1337920    0    0     0  3668 30238 25021 62 20 18  0  0 2026-09-22 09:00:32
 8  0      0 1845660  55592 1342756    0    0     0  2644 30285 24976 62 18 20  1  1 2026-09-22 09:00:33
15  0      0 1839380  55640 1347676    0    0     0  1700 29356 24111 61 21 18  0  0 2026-09-22 09:00:34
 2  0      0 1832316  55736 1352776    0    0     0 11504 29204 23846 65 20 15  1  0 2026-09-22 09:00:35
 4  0      0 1825508  55780 1357848    0    0     0  2616 29753 24372 64 16 19  1  0 2026-09-22 09:00:36
 2  0      0 1819712  55804 1362588    0    0     0  1720 30977 25807 61 19 20  0  0 2026-09-22 09:00:37
 7  0      0 1813160  55868 1367460    0    0     0  2344 29755 24423 60 20 20  0  0 2026-09-22 09:00:38
10  0      0 1807888  55892 1372048    0    0     0  1292 29707 24640 66 14 20  0  0 2026-09-22 09:00:39
 8  0      0 1801340  55932 1377256    0    0     0  2360 29981 24878 64 17 19  0  0 2026-09-22 09:00:40
 0  0      0 1795796  55964 1381964    0    0     0  1372 29888 24877 59 21 20  0  0 2026-09-22 09:00:41
 5  0      0 1790252  56012 1386700    0    0     0  2292 29881 24390 62 21 17  0  0 2026-09-22 09:00:42
 6  0      0 1784708  56040 1391552    0    0     0  1500 30021 24887 57 23 20  1  0 2026-09-22 09:00:43
 5  0      0 1779160  56084 1396560    0    0     0  2168 29844 24633 63 19 17  1  0 2026-09-22 09:00:44
 1  0      0 1773616  56100 1401096    0    0     0  1220 29217 23866 66 18 16  0  0 2026-09-22 09:00:45
 6  0      0 1766056  56124 1406680    0    0     0  3824 28232 23467 60 21 19  0  0 2026-09-22 09:00:46
 2  0      0 1759756  56196 1411620    0    0     0  3576 29154 24370 65 18 16  0  0 2026-09-22 09:00:47
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
