procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
 1  0      0 1657972  98120 1388712    0    0   174  1791 2152 5932 25  7 63  5  0 2026-09-22 08:41:02
 0  0      0 1653436  98120 1388640    0    0     0     0  823 1435  2  2 96  0  0 2026-09-22 08:41:03
 1  1      0 1650952  98120 1389340    0    0    80  7688 6226 11892  8  5 62 25  0 2026-09-22 08:41:04
 0  1      0 1652676  98120 1398184    0    0     0 37144 11688 23483 22 10 40 28  0 2026-09-22 08:41:05
 2  0      0 1599760  98120 1407440    0    0    32 19724 8864 20358 31  8 42 20  0 2026-09-22 08:41:06
 1  0      0 1591976  98120 1408700    0    0     0  7668 23864 55230 45 17 37  1  0 2026-09-22 08:41:07
 0  0      0 1590968  98120 1409768    0    0     0  5140 19285 43106 24 14 59  4  0 2026-09-22 08:41:08
 0  0      0 1590968  98120 1409768    0    0     0  1104  350  611  0  1 99  1  0 2026-09-22 08:41:09
 0  0      0 1590744  98120 1410220    0    0     0  1300 6614 13847  8  6 86  1  0 2026-09-22 08:41:10
 0  0      0 1590744  98120 1410132    0    0     0  7056  871 1662  1  0 92  8  0 2026-09-22 08:41:11
 2  0      0 1590744  98120 1410352    0    0     0   612 5405 11373  8  3 88  1  0 2026-09-22 08:41:12
 9  0      0 1578228  98120 1413396    0    0     0 12320 12655 32612 56 24 14  6  0 2026-09-22 08:41:13
15  0      0 1567112  98120 1417000    0    0     0  6712 11640 32928 79 22  0  0  0 2026-09-22 08:41:14
17  0      0 1553292  98120 1420580    0    0     0  1424 10720 30022 76 24  0  0  0 2026-09-22 08:41:15
12  0      0 1531480  98120 1423984    0    0     0  3160 10359 30241 75 26  0  0  0 2026-09-22 08:41:16
19  0      0 1531016  98120 1427268    0    0     0  1216 11381 29102 76 24  0  0  0 2026-09-22 08:41:17
18  0      0 1523708  98120 1430824    0    0     0 23200 11126 28901 76 25  0  0  0 2026-09-22 08:41:18
10  0      0 1516820  98120 1433844    0    0     0  1016 11920 33622 73 26  0  0  0 2026-09-22 08:41:19
13  0      0 1514300  98120 1437288    0    0     0  3268 10714 27983 74 27  0  0  0 2026-09-22 08:41:20
21  0      0 1507020  98120 1440752    0    0     0  1272 11856 30954 76 24  0  0  0 2026-09-22 08:41:21
21  0      0 1505760  98120 1444032    0    0     0   892 11127 29652 75 25  0  0  0 2026-09-22 08:41:22
procs -----------memory---------- ---swap-- -----io---- -system-- ------cpu----- -----timestamp-----
 r  b   swpd   free   buff  cache   si   so    bi    bo   in   cs us sy id wa st                 UTC
23  0      0 1505604  98120 1447168    0    0     0  1884 11657 32596 74 27  0  0  0 2026-09-22 08:41:23
21  0      0 1493536  98120 1450680    0    0     0  3348 10523 28355 77 23  0  0  0 2026-09-22 08:41:24
15  0      0 1485948  98120 1453880    0    0     0  1104 11446 32481 78 22  0  1  0 2026-09-22 08:41:25
16  0      0 1484156  98120 1457140    0    0     0   864 11846 32391 74 26  0  0  0 2026-09-22 08:41:26
10  0      0 1484156  98120 1460684    0    0     0  1056 10543 29875 77 23  0  0  0 2026-09-22 08:41:27
15  0      0 1478624  98120 1464108    0    0     0  3276 10120 29280 77 24  0  0  0 2026-09-22 08:41:28
13  0      0 1477364  98120 1467324    0    0     0  7364 12031 33990 74 26  0  0  0 2026-09-22 08:41:29
12  0      0 1494592  98120 1470456    0    0     0  1036 11151 30054 78 23  0  0  0 2026-09-22 08:41:30
16  0      0 1484764  98120 1473628    0    0     0  1188 10497 28747 74 27  0  0  0 2026-09-22 08:41:31
22  0      0 1481740  98120 1477232    0    0     0  1024 9939 26703 73 27  0  0  0 2026-09-22 08:41:32
