COMMAND                   AVG_CPU%
mysqld                        83.2
isupipe                       49.4
nginx                          9.4
pdns_server                    6.9
systemd-journal                1.0
pdnsutil                       0.7
rsyslogd                       0.4
pidstat                        0.4
rcu_sched                      0.1
ksoftirqd/1                    0.1
ksoftirqd/0                    0.1
jbd2/nvme0n1p1-8               0.1
vmstat                         0.0
systemd-logind                 0.0
systemd                        0.0
