COMMAND                   AVG_CPU%
nginx                         90.1
pidstat                        0.5
rcu_sched                      0.1
vmstat                         0.0
systemd                        0.0
sshd                           0.0
polkitd                        0.0
kworker/u4:4-writeback         0.0
kworker/u4:3-ext4-rsv-conversion       0.0
kworker/u4:0-writeback         0.0
kworker/0:2-events             0.0
ksoftirqd/1                    0.0
ksoftirqd/0                    0.0
dbus-daemon                    0.0
chronyd                        0.0
